height,time,timestamp_ms,version_app,hash,proposer_address,proposer_moniker,tx_count,events_count,blobs_size,blobs_count,block_time_ms,square_size,fill_rate,fee_utia,gas_used,gas_limit,bytes_in_block,supply_change,inflation_rate,rewards,commissions
8851793,2025-12-08T00:01:50.095241Z,1765152110095,6,5A58A06DA7175E64D46288B6405A731EF15ED6EFEFF484AE3C71D52B7DCBDFAA,7B3A6C6838B90C5663CB54E87B9535941A87D27B,Staking Facilities,2,250,21190,64,6104,16,0.0145,1911,423548,477424,28399,5196747,0.0232420563,5097580.739999999734925751,908837.56986109249828528
8851794,2025-12-08T00:01:56.198176Z,1765152116198,6,16F9657CC5B59E2130737AEA095050DEADB9DC0ADEF28AC70B3456F5E18EC079,4C7157B0234D904CBD16D993E4DD8EA95A07030F,Enigma,3,245,106311,32,6102,16,0.0563,4874,1138693,1218152,110467,5195563,0.0232420563,5093524.519999999735136675,908114.394434228742398329
8851795,2025-12-08T00:02:02.310864Z,1765152122310,6,B475ADF8C26730D41ABE44B96E85444B71930FA0101EF301E73C7E5C59767491,FE50B7BCD40C9044B71C88E4C181772BFE93FFB1,ECAD Infra,2,248,924,3,6112,8,0.0124,4848,437127,538341,24335,5203865,0.0232420563,5104564.21999999973456261,910082.640673325193247936
8851796,2025-12-08T00:02:08.413195Z,1765152128413,6,DEA2A758C18B282EE6553340BF5A79CBFCFCD8714667CFD1013F2F3FB9EC01DD,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,3,251,102505,32,6102,16,0.0544,4662,1085445,1164904,106661,5195048,0.0232420563,5095898.07999999973501325,908537.571743690935381699
8851797,2025-12-08T00:02:14.516822Z,1765152134516,6,F0C9F92E5435B39EFABA8A1130D840CCFEC0C729358E582E0ED6FE2A030687FB,70C6BD00EE64DB5D60F5ACC8B4629CD610346889,Cosmostation,3,246,32293,6,6103,16,0.0172,2049,432735,511824,33747,5196152,0.0232420563,5096797.719999999734966472,908697.966776757117528172
8851798,2025-12-08T00:02:20.632247Z,1765152140632,6,D64F125056DBEFEED283924B76CE417F0BC943F9272AE779300B6964F5D112E4,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,5,243,105517,34,6115,16,0.0563,5264,1223148,1315289,110450,5206196,0.0232420563,5104080.09999999973458779,909996.327877753631177828
8851799,2025-12-08T00:02:26.746849Z,1765152146746,6,94DFF09BA3FDD4DACC0272B5211619CA6ED3FCC771FDDA8099A977154DAE4571,7F14E364BCF4733DE4D41663DA7B53FBD50F2BF4,CroutonDigital,2,246,97404,33,6114,16,0.0517,4183,992386,1045548,101390,5205495,0.0232420563,5106543.819999999734459668,910435.579634974090781549
8851800,2025-12-08T00:02:32.84298Z,1765152152842,6,C49DD790BCEB217BBDEBD889EEBB0FB3D56D6E5D128D9B582BC7F1703FB095AF,E2DDC50DEB3F56AA58F29EB1EBB4631A684F7684,01node,2,247,5856,2,6096,4,0.0034,820,151985,204648,6614,5189770,0.0232420563,5090073.939999999735316104,907499.197362958560113247
8851801,2025-12-08T00:02:38.950546Z,1765152158950,6,0431C727693A327D702FBB5068B0ED2E0844082CDF14442E7DDD9A23087D909E,FA2888809D74B32C9474BFE48A76801D64A69CA6,STAKEME,2,244,98652,31,6107,16,0.0522,4227,1003304,1056436,102429,5199505,0.0232420563,5096318.499999999734991415,908612.527592476765600475
8851802,2025-12-08T00:02:45.054383Z,1765152165054,6,D55D3B16B6CAD7B4BF8401DB5E6850AF3FE8AD03B40DD79CCB590845B2A89BDC,BB511598F58BB31A5E62A18DE17605392EB1F103,Everstake,2,249,1983,6,6103,4,0.0016,716,126010,178776,3158,5196330,0.0232420563,5096545.85999999973497957,908653.063156388916208302
8851803,2025-12-08T00:02:51.170986Z,1765152171170,6,25B4165C9B5C4E59EDDF4EBF1FDFEB2E6D98A0AB083F2D9FA04AF3C9E9D6A0BD,8AC8EE7942D79BAC27B5B38CEDD2404C5E0D8BBD,Keplr,3,249,116924,91,6116,32,0.0649,10776,1495545,1620636,127451,5207198,0.0232420563,5103755.719999999734604656,909938.494810275519750292
8851804,2025-12-08T00:02:57.269368Z,1765152177269,6,F0A3062FE6DB56F05D43A1B08993C89A9286A403A1D0E77B14DE50EDF4F051C1,63A624445A71A5E18730854CE5BE1D9C93DCAD6E,Stakin by The Tie,2,245,15128,6,6098,8,0.0083,1175,240728,293464,16303,5191687,0.0232420563,5098413.739999999734882435,908986.083780598222494968
8851805,2025-12-08T00:03:03.368303Z,1765152183368,6,8DB2BA26CB9F22691D99250557796BE1507DB01DB3BBEC699478493A36DBB8E1,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,2,248,99764,38,6098,16,0.0531,4328,1028554,1081816,104270,5192158,0.0232420563,5089466.339999999735347704,907390.869562848502454408
8851806,2025-12-08T00:03:09.486153Z,1765152189486,6,8255B7E44E45C4856AE4BA9C6E3100E31ECA5169E17A25F7679A84642583C262,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,2,254,103281,31,6117,16,0.0546,4391,1044297,1097396,107058,5208259,0.0232420563,5108335.259999999734366519,910754.971923040518846627
8851807,2025-12-08T00:03:15.588741Z,1765152195588,6,34538A67F6CB81F6C373F78AA680CF63C1A61F1D96218E5BBD3B2FC03A6DE5B0,1B6A1897DF19EC0D6F5B5EA5703BBA746F389ABE,deNodes,1,246,2666,1,6102,4,0.0016,402,73907,100276,3045,5195267,0.0232420563,5095664.839999999735025378,908495.987846229332602994
8851808,2025-12-08T00:03:21.705125Z,1765152201705,6,AD253126ADD0E30AAC9EFA5D8810DEC3BF61077247D4676E74442039D6D57F9D,64A69907D6AE18450250C7820F7C6776C2C06FC6, kjnodes.com 🦄,3,247,98573,36,6116,16,0.0526,4541,1055407,1134936,103146,5207013,0.0232420563,5103266.699999999734630088,909851.308403412747537788
8851809,2025-12-08T00:03:27.814924Z,1765152207814,6,82CA76184A17B7C4AE8A7D855B6DE2BA99A46DC5F5A18A22914AA7C4480CDD6D,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,0,242,0,0,6109,1,0.0,0,0,0,0,5201406,0.0232420563,5101828.059999999734704894,909594.816128313449726227
8851810,2025-12-08T00:03:33.927568Z,1765152213927,6,48EECB804F11A4EC1073D2658A8398FEEBD311457BF548EC5A968AC1F2ACFE4D,29D7D4050B8912FF25C4AA91FA7DBD5EBCD2CE86,Endorphine Stake,3,246,97855,32,6112,16,0.052,4514,1048548,1128040,102011,5203828,0.0232420563,5099751.439999999734812878,909224.579663098591372888
8851811,2025-12-08T00:03:40.031558Z,1765152220031,6,016ECBD6143F00E9DBF597FA8ED42685E79BC432AEA3CECD556186EEF56F8478,D83849519A5CB73E4A9E3BCDF044C6EE8A32156B,Finoa Consensus Services,2,247,3898,5,6103,4,0.0025,779,141681,194460,4969,5196461,0.0232420563,5096955.499999999734958291,908726.097060334084113779
8851812,2025-12-08T00:03:46.150347Z,1765152226150,6,B8E8CBE90DF5887057B5AE97A0A576B2FEF1AAA7FEB130D091A944A963AC95BF,5047F9F1E0CFBE4BCB45BBEA0D1AE70B8243412D,Cumulo,3,248,97797,31,6118,16,0.0519,7268,1116180,1201944,101914,5209060,0.0232420563,5105642.219999999734506554,910274.835157391424578127
8851813,2025-12-08T00:03:52.255165Z,1765152232255,6,A6E46FAE3379E573771B962523412B92C37C8C3047394B6D70FC414A57F0A22E,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,3,246,118672,89,6104,32,0.0656,5722,1349538,1430084,128758,5197166,0.0232420563,5100345.319999999734781995,909330.461351593260632973
8851814,2025-12-08T00:03:58.371617Z,1765152238371,6,B3E42F87842EF74EE540B8EA76F75545AA3B7201548CDF3B1DA4EA5AA2C4F7C6,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,2,247,1996,6,6116,4,0.0016,716,126010,178776,3171,5207070,0.0232420563,5108536.159999999734356074,910790.789985980134685436
8851815,2025-12-08T00:04:04.476972Z,1765152244476,6,1E77929D5EB98DBACA591BEA7F2BFF94052E70F43A3A0F1DCEFA469EF327EC63,6B2C63872F6D3402AEB5B616B63AE83982D6B5F6,wavefive,2,247,102755,30,6105,16,0.0543,144087,1063119,1121696,106482,5197622,0.0232420563,5094371.239999999735092647,908265.354465349855006767
8851816,2025-12-08T00:04:10.584633Z,1765152250584,6,68A8324BE47D93B706E12638A322613C848B774A7719D901416DEFF8FFCAE6B1,AF1333337F449C2D70BA70D1A70A9591E27A4DB7,StakeUs,3,244,7815,3,6107,8,0.0046,1205,221835,300828,8952,5199586,0.0232420563,5236799.539999999727686377,933658.613866955064436669
8851817,2025-12-08T00:04:16.692885Z,1765152256692,6,DC689F292BF349CA60F9A0E1BA6525369352AE3B77C407716762B201A5BA2A56,D9A12172F21B21626DEE96B258F49561C8C1C982,DTEAM,3,243,99321,35,6108,16,0.0529,4492,1068134,1122544,103799,5200090,0.0232420563,5097269.099999999734941962,908782.008182971533228012
8851818,2025-12-08T00:04:22.812847Z,1765152262812,6,AC3633B6C3F18D463FF99C89800E7CD8EB4F8992CADD7CF5739D979CAA994465,A6AE5A4868BE44FF6BBA721467406E75F641C698,Anchorage Digital,3,241,13990,3,6119,8,0.0077,1486,272116,371071,15139,5210058,0.0232420563,5110258.999999999734266532,911097.951715969620756783
8851819,2025-12-08T00:04:28.900088Z,1765152268900,6,8D918D0150B0AB9AA47F5AA14401A925BE8D79D873576ED11380C7932611D1FE,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,2,258,98617,37,6087,16,0.0525,4260,1011490,1064732,103019,5182202,0.0232420563,5080014.239999999735839211,905705.673382104137745625
8851820,2025-12-08T00:04:35.011607Z,1765152275011,6,42A007AD137B708964EAC2359D4B43812C890125FCC86DDABCE176EA870925AB,CBFB913FC967932260667909727676760FA8FA24,Binary Builders,4,248,103655,34,6111,16,0.0564,5044,1218296,1309737,110753,5202870,0.0232420563,5102987.399999999734644617,909801.512559813769420418
8851821,2025-12-08T00:04:41.117549Z,1765152281117,6,9491E165C941100896DDAA2498D3AEAB156D717176024C65055714D7A14BB77C,DE94F351C3DFC59B173BB72BAC4534D237D2E895,NodeStake,1,247,924,3,6105,4,0.0008,358,62989,89388,1512,5198123,0.0232420563,5099103.659999999734846558,909109.088250400610546292
8851822,2025-12-08T00:04:47.224174Z,1765152287224,6,7CAB390267A237BD6A103A0FD5B5A430C17C96ED5A1CDFD7706EE44AEE9BE28F,EB36A1CB288DBAA97182BCB92414DFB654CEBC8E,VALIDEXIS,4,248,102943,33,6106,16,0.0549,10098,1300059,1450351,107711,5198704,0.0232420563,5095080.759999999735055753,908391.853380317083627726
8851823,2025-12-08T00:04:53.342158Z,1765152293342,6,9FB7877B0C6210223325372CE7F1B27BDEA032A8E3103832635F5981F4002E03,DA662B4CF0EE599725573197A7BD4D82A700E402,21state,5,244,22569,67,6117,16,0.0363,57891,3208108,3600624,71196,5208374,0.0232420563,5114102.559999999734066618,911783.21241279485646314
8851824,2025-12-08T00:04:59.43354Z,1765152299433,6,5D2BB2246327DE1E7D473B11DEE26BCE0874129EA8FA09C33A029A37B64CD85D,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,3,251,104548,32,6091,16,0.0554,4743,1105925,1185384,108704,5185727,0.0232420563,5138745.639999999732785175,916176.778318548904671236
8851825,2025-12-08T00:05:05.546891Z,1765152305546,6,5D5AD672CC8522D16F011B11DD3AEC0E1D759C0D3F5A536CB4AFEB0E3D9A97A0,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,1,246,924,3,6113,4,0.0008,358,62989,89388,1512,5204430,0.0232420563,5104989.539999999734540497,910158.470133402233609119
8851826,2025-12-08T00:05:11.653469Z,1765152311653,6,61DF024B91F894F6E71E73088B7D02B59BE11005AB513166ED518319CB3EACB9,3267A9ABDFA8C74963C059B6B3EF9BC68A074CAE,CUCK.,6,254,701653,36,6106,64,0.3603,35892,6341489,8972152,707097,5198664,0.0232420563,5095041.55999999973505779,908384.864489987402488449
8851827,2025-12-08T00:05:17.769142Z,1765152317769,6,473A572D61D9F5F90A3F63A7FA5F4BE17A0D4B12744798105286F6758FA667F3,DA75DA0A9D9F8BFAF65DBEEEBBFDCF52EE4FE010,w3.labs,3,247,235735,4,6115,32,0.1247,18320,2374685,3425859,244661,5206407,0.0232420563,5137453.019999999732852396,915946.319659927669103496
8851828,2025-12-08T00:05:23.874738Z,1765152323874,6,3B91197C5CCFEF385BA336F36C21C673D8B004DC9EB508CFFBC953F25EC5A613,9F6E7F3058CCEFD736FA8D6F1C2FE73726230678,Nansen | Stake to Stack Points,4,245,99673,33,6105,16,0.0531,4771,1111361,1192048,104218,5197828,0.0232420563,5111825.039999999734185049,911377.157884640382270989
8851829,2025-12-08T00:05:29.970828Z,1765152329970,6,C3B76DBBC7C6B2CADBED74C8C2C4D47F54D575FA1C0628712370BC07870BEBA6,381D5AFC9922A6891C0E93D6B47359CF9C260737,POSTHUMAN 🧬 StakeDrop,6,247,829213,37,6096,64,0.4254,43884,7442421,10623055,834815,5189735,0.0232420563,5090615.879999999735287924,907595.81877176640186378
8851830,2025-12-08T00:05:36.101493Z,1765152336101,6,EDFA489EBD2CA696338DA33B21BB4A55BAD9ED0F4179BCA4A48160852335F016,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,3,247,6661,4,6130,8,0.0076,3085,349809,439326,14850,5219170,0.0232420563,5157792.919999999731794722,919572.680129740970247176
8851831,2025-12-08T00:05:42.198281Z,1765152342198,6,D299FECC0A34CD6CE496872418C0664F566380176BE3529AA2FF210942CFCF4D,5407CC051ED1F7F5BE8ECC856B061121BB170D79,Stakecito,2,248,98453,34,6096,16,0.0523,4251,1009450,1062632,102543,5190329,0.0232420563,5089545.719999999735343576,907405.022065766106761448
8851832,2025-12-08T00:05:48.330115Z,1765152348330,6,F63F3FD2B7BAE2E0D541199933C5BCEB3FDC75DB1F761EC1086B84B5A7BF399F,5BF16429EF39D58D9D428842DB7C582FB5844C88,Kiln,4,244,7480,3,6131,8,0.015,2013,517216,626153,29340,5220166,0.0232420563,5119928.659999999733763658,912821.936238043715788566
8851833,2025-12-08T00:05:54.424549Z,1765152354424,6,6F88B085470F07B517F0D670F2E60739BF6643E880511A0FED5D6A1C06D32760,1E7BA20AACF7EF2CDEA41CDFF8DCEDFBCF12F363,ZKV,3,252,124928,96,6094,32,0.0692,6069,1436261,1516904,135743,5188325,0.0232420563,5086531.239999999735500327,906867.576399413627150854
8851834,2025-12-08T00:06:00.531101Z,1765152360531,6,408276423B39063E7EB72AC48E4184EB3E43FAC641E5F80939843B00C7144379,BF3114921E6EB381E34795625E3F332496AE4B73,ChainTrails Team | 🛠️,2,247,4431,3,6106,4,0.0027,790,144450,197156,5294,5198642,0.0232420563,5100616.77999999973476788,909378.859417126302522481
8851835,2025-12-08T00:06:06.631841Z,1765152366631,6,DECA0A387A3B1F618D027F61AF2AA97605906F534A3B77E50EA77499129D9DEB,506DAF706B14EAC53B07CACA749BA16887DDCF80,NakoTurk,4,244,99154,34,6100,16,0.0529,6967,1141282,1466532,103892,5193694,0.0232420563,5090594.319999999735289047,907591.97488208507723718
8851836,2025-12-08T00:06:12.7528Z,1765152372752,6,E21CB34D2F2CA9A46650EBF9AB73C58678E74844C15E256624683C1166A5FE17,C8B12D54B03D101D10773B37DA2E10614C4BDFAA,KYVE Public Good Funding,4,247,99967,34,6120,16,0.0533,4935,1127283,1233112,104607,5210906,0.0232420563,5113515.539999999734097145,911678.553780107881402424
8851837,2025-12-08T00:06:18.861814Z,1765152378861,6,E7A403E5E71BBBBB4B6C5CFE3A2302AB8E6EC5CC0409CC70FA7DFA70D745741A,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,1,244,616,2,6109,2,0.0006,339,58213,84592,1100,5200738,0.0232420563,5101559.539999999734718857,909546.94222955513392216
8851838,2025-12-08T00:06:24.97071Z,1765152384970,6,789D640C2E06342B4807C6922E953E54C3163B05F2EBC52B882DCDFFA914E907,A460F7A9868E3C318FBE8F429665A2E81AE44731,Kraken,2,245,96823,31,6108,16,0.0513,4162,986953,1040052,100600,5200637,0.0232420563,5096956.479999999734958217,908726.271782592326142254
8851839,2025-12-08T00:06:31.081446Z,1765152391081,6,64C67E4735E8B4F4D281CF6D49E70949AB5DD9401C8F73A8E1A17A28412CB6D2,A5466F26A7ACC48107E3AB82D29F983640C1B328,Hex Trust,3,244,3898,5,6110,4,0.0027,1778,205357,294264,5290,5202204,0.0232420563,5102238.679999999734683541,909668.024754516859660178
8851840,2025-12-08T00:06:37.191605Z,1765152397191,6,2D58F13A882AAA90B5B737A6EBA8704A42B5B1153468DCD07DAFDAFD012069B4,3F89E45659C9643CA8321EC8A5094553C50B6C4C,Stakely.io,2,247,97720,31,6110,16,0.0517,4178,991049,1044148,101497,5201712,0.0232420563,5099420.199999999734830112,909165.523539812785745978
8851841,2025-12-08T00:06:43.291952Z,1765152403291,6,BE0ED6A076E7266672E1784A1A519889A935E8ECE233C39CA9BFB7FD646DAEB4,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,2,252,2470,4,6100,4,0.0018,727,128713,181472,3437,5193360,0.0232420563,5093587.239999999735133415,908125.576658756232221175
8851842,2025-12-08T00:06:49.397235Z,1765152409397,6,2CE68BD835B04AF8FDEBA1F61ED9D499A58CA0E5C2204CC7E773206F9155A721,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,3,250,120601,90,6105,32,0.0666,5856,1383019,1463552,130791,5197561,0.0232420563,5094322.239999999735095195,908256.618352437753582667
8851843,2025-12-08T00:06:55.508893Z,1765152415508,6,65A471629E0DFFF369D5AD906AC876054380DCFE6550A3C1300A33FEE5892EDF,F7C3A82AC89E0114B136B99352E94DA24E972436,DSRV,5,245,138834,36,6111,32,0.0734,7233,1515959,1657950,144007,5202989,0.0232420563,5104668.099999999734557214,910101.161232698848267024
8851844,2025-12-08T00:07:01.617836Z,1765152421617,6,E4C740EF9D82FD2A0B9A2BD9B17B72E30B6ACC32798D541266E6B445CBAF439D,D2CBEA3FC56E7941C6C7E47C2187246C77535E93,TTT VN,1,248,454,1,6108,2,0.0004,320,53460,79796,833,5200677,0.0232420563,5103751.79999999973460487,909937.79592124255163637
8851845,2025-12-08T00:07:07.741117Z,1765152427741,6,FB9367F72E9A762F757242B13379735D08C5D4B5F8C4C29A24554D60B81478C3,70C6BD00EE64DB5D60F5ACC8B4629CD610346889,Cosmostation,4,256,101038,34,6123,16,0.0539,19634,1243478,2158112,105741,5212884,0.0232420563,5108939.919999999734335078,910862.775556375850420018
8851846,2025-12-08T00:07:13.832673Z,1765152433832,6,BD6F30BDEF4399AF1F012BC5CAE78E718756A3251FBDAC3448C180CEC9BCA4DF,AF157EF644055C9847F90FF896C95A848674EC38,Redelegate to another validator.,1,250,405,1,6091,2,0.0004,320,53460,79796,784,5185875,0.0232420563,5101398.819999999734727208,909518.287779203441251107
8851847,2025-12-08T00:07:19.950778Z,1765152439950,6,89A83417E80CD35846390CCC5A79A6786F4BA6C3A8D11046C9428E1A86783DBD,65AFA0603AAD6F854F8EC3BF8F1030E6D0568486,Validatus,4,247,103241,36,6118,16,0.0551,5736,1168215,1283942,108136,5208477,0.0232420563,5104621.059999999734559658,910092.774564303230899894
8851848,2025-12-08T00:07:26.048431Z,1765152446048,6,825D40996B650912DCB5B4D4282A1B5FE462ADA66350D60E49FF7ABD461A502E,071BE4CD2F0486F297C6530918804261034C8F7C,Nodes.Guru,1,243,458,1,6097,2,0.0004,320,53460,79796,837,5191066,0.0232420563,5092865.959999999735170923,907996.981076690099258425
8851849,2025-12-08T00:07:32.15041Z,1765152452150,6,746EE667D7D2E68E4E3C660FC07B173324AA75C7E70330ADCBB30D6B886E48FE,38FBC528B8821A2E1D9242A4E2E26F1D4523C76E,ContributionDAO,5,246,105728,37,6101,16,0.0565,5424,1223072,1355268,110955,5194748,0.0232420563,5091166.639999999735259283,907694.012680898421870663
8851850,2025-12-08T00:07:38.261373Z,1765152458261,6,AEEA96A3E3C2E4F9F25EAA2DEF73F4EEF82E0AACD787EF2376390A3A1D54E0A8,C5F95CC6D11E428E581F4F48DC9E821B1D55DEF5,Coinbase,2,250,99985,31,6110,16,0.0529,4276,1015625,1068724,103762,5202397,0.0232420563,5103664.579999999734609395,909922.245640259011101472
8851851,2025-12-08T00:07:44.368744Z,1765152464368,6,9B120636072CE16CBA39B577C373669A0C51A32384AAC484CB24C1C084892609,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,3,246,3590,4,6107,4,0.0025,1759,200581,289468,4878,5199339,0.0232420563,5099542.699999999734823736,909187.363822093039306223
8851852,2025-12-08T00:07:50.468706Z,1765152470468,6,050662C9957700317DB15A51D423290CFB965FDE6591319032C2AC265AA58430,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,3,248,121211,92,6099,32,0.0671,5846,1380283,1460856,131609,5193032,0.0232420563,5090895.179999999735273406,907645.614615365379981158
