height,time,timestamp_ms,version_app,hash,proposer_address,proposer_moniker,tx_count,events_count,blobs_size,blobs_count,block_time_ms,square_size,fill_rate,fee_utia,gas_used,gas_limit,bytes_in_block,supply_change,inflation_rate,rewards,commissions
9743948,2026-02-09T00:02:43.598655Z,1770595363598,6,C3835A80CB058E388486607EEECFB21AEFD13252196DE97D31DADF4A270A5E46,4F4D48E9F50D8772CE3D766E6CAE36806B36B981,quantumcore,3,243,112936,33,6078,16,0.0598,4948,1168654,1236525,117271,5174712,0.0232420563,5079928.97999999976124329,909616.822160892475058561
9743949,2026-02-09T00:02:49.67564Z,1770595369675,6,3B4E7EA27499BA48FCCD4B0290FB22B49E40CE03F1F448DF056BFEEC6CD09550,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,7,248,47782,147,6076,16,0.0332,7139,1087297,1242169,65124,5173471,0.0232420563,5074850.61999999976148197,908707.486281754064365725
9743950,2026-02-09T00:02:55.756135Z,1770595375756,6,501EB317045ABE812B0635500D0476416FB0BF176DBA911375758BD13949206C,7385B68F9229AF7EFB8F8EB985EFF2979598A223,T DATA,5,247,289633,214,6080,32,0.1597,13147,3173841,3286383,313399,5176459,0.0232420563,5079926.039999999761243429,909616.295721749785897603
9743951,2026-02-09T00:03:01.843856Z,1770595381843,6,C68FA2B790C39DDBA3975CC038EC6CB1C2C2007BBBF46689E1DDA15E649AD026,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,6,244,22367,52,6087,16,0.0151,2966,613691,740401,29550,5182611,0.0232420563,5091842.839999999760683339,911750.129046783184976104
9743952,2026-02-09T00:03:07.927663Z,1770595387927,6,C4B7A41AF2214AD40A2FB56A3C9A5F5BDDED6F76CB2D0BBAF4F476646D6AA021,7B3A6C6838B90C5663CB54E87B9535941A87D27B,Staking Facilities,4,246,130972,123,6083,32,0.0739,6626,1580540,1655909,144992,5179278,0.0232420563,5078599.119999999761305791,909378.696188682744585739
9743953,2026-02-09T00:03:14.013655Z,1770595394013,6,36D493BF5C62D075559FC80DC6207622317E46C89F7B7056FCD45FAC336A23F3,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,5,247,98456,36,6085,16,0.0564,5623,1270502,1405120,110752,5181138,0.0232420563,5084008.71999999976105154,910347.344211230800746373
9743954,2026-02-09T00:03:20.092985Z,1770595400092,6,596FB3A5D631947FE60B6E6BFB6CD993E6D248F0C382142A493C7EF6B35F075D,6B2C63872F6D3402AEB5B616B63AE83982D6B5F6,wavefive,4,245,39705,97,6079,16,0.026,3407,765167,851277,50969,5175467,0.0232420563,5077468.199999999761358955,909176.192598461647337666
9743955,2026-02-09T00:03:26.172764Z,1770595406172,6,0C6E827E46D6688ACE3B02E4FA4CEFE608251AE4C30EB1B2F2BA6477FB56BB7F,D1F244351AFAC81FCC7411B9EA622EAA4426D263,IYKYK,5,245,163975,215,6079,32,0.0957,8872,2105476,2217581,187842,5175850,0.0232420563,5075671.85999999976144337,908854.538282278569993013
9743956,2026-02-09T00:03:32.249119Z,1770595412249,6,FB266D21D9255A203123946EAB66CE9D63BBE0B2E676B2B86371B599D54B9002,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,4,240,22803,51,6076,16,0.0149,2393,512693,597893,29282,5172934,0.0232420563,5078169.87999999976132597,909301.836073850127086028
9743957,2026-02-09T00:03:38.34436Z,1770595418344,6,4AD39CB06FE158477FC11507F5C169E9DE155DB68BF3B8ACE56BDC4166142828,38FBC528B8821A2E1D9242A4E2E26F1D4523C76E,ContributionDAO,5,245,127067,126,6095,32,0.0722,6836,1595507,1708433,141624,5189013,0.0232420563,5087577.879999999760883794,910986.441330455442148004
9743958,2026-02-09T00:03:44.43246Z,1770595424432,6,6BCE5F8F44AA97E8EBC75E88BB23C82C20D4AB424B91BE04CD5F7829F9708765,64A69907D6AE18450250C7820F7C6776C2C06FC6, kjnodes.com 🦄,4,251,16265,4,6088,8,0.0091,108509,360991,448457,17913,5182933,0.0232420563,5085973.619999999760959189,910699.181038261389985876
9743959,2026-02-09T00:03:50.51045Z,1770595430510,6,DE6485882FA24AAF7B4FB36D5F5D9596A36BB7272AEF117B339E04C0ECD8FD20,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,8,249,154308,194,6077,32,0.0901,10979,2168798,2361990,176847,5174327,0.0232420563,5177179.279999999756672528,927030.551602478770910119
9743960,2026-02-09T00:03:56.581872Z,1770595436581,6,CC9B7ED1110BFB5474F267C391BFD8B190B349A37CE9CD6695950F6340DBB2F1,A460F7A9868E3C318FBE8F429665A2E81AE44731,Kraken,3,245,60139,182,6071,16,0.0408,4442,1059797,1110245,80018,5168734,0.0232420563,5076118.739999999761422373,908934.557031967322458461
9743961,2026-02-09T00:04:02.667216Z,1770595442667,6,F4128E926B2EF8CBFCDB03B71395C8BAA2BB30CEC2247E97193B26E6EABA5BC7,DA662B4CF0EE599725573197A7BD4D82A700E402,21state,4,250,98799,37,6085,16,0.0529,4796,1113528,1198397,103822,5180587,0.0232420563,5081328.419999999761177513,909867.407192812515674029
9743962,2026-02-09T00:04:08.749854Z,1770595448749,6,74844A12FD2AFD2D415FE19A5DE2D75EDA0CD19B174D457B151287DE38472E79,BE56555BBA598DA40F2A920E5596FD62B61EB9A1,KYVE Public Good Funding,7,247,179433,218,6082,32,0.1042,15460,2520784,2744256,204399,5178283,0.0232420563,5079417.41999999976126733,909525.221750064561052075
9743963,2026-02-09T00:04:14.816626Z,1770595454816,6,35824A8ACA2B806D5ECAEE2A46C4B8AF67C909563C0BE9439D35775B5FBBC213,4C34EB077B1988668114B9AFD7EB7507B6ED90B7,node101,3,247,13540,7,6066,8,0.0077,1369,274250,341781,15168,5164776,0.0232420563,5076631.279999999761398284,909026.332922509466185271
9743964,2026-02-09T00:04:20.910835Z,1770595460910,6,4A00A33B429815F96590FA0AE5FF78C1B9FE5EC28FD4E95ED8C935122EB2A5E8,ADE038D8F67E388710C01F63FDA57432F302E089,[NODERS],13,243,121875,88,6094,32,0.0802,10994,2191710,2675989,157380,5188134,0.0232420563,5085712.939999999760971442,910652.503434276284381031
9743965,2026-02-09T00:04:26.986051Z,1770595466986,6,D1A19CD3555B0B35BB31B11C4623E6FD266A20C263473764351EB267C03D8F4B,1AE1F880C1222EFB30D21B9D96601D62DD581593,ChainSafe,7,243,58556,189,6075,16,0.0422,5677,1325753,1467219,82726,5171965,0.0232420563,5079299.819999999761272857,909504.164184356994613792
9743966,2026-02-09T00:04:33.060728Z,1770595473060,6,FC74C35BED7B907AE9D89591D86429B62E6E26CF5FF4D6B5AE7D029C4634829F,3267A9ABDFA8C74963C059B6B3EF9BC68A074CAE,CUCK.,4,247,111098,35,6074,16,0.0591,5216,1229821,1303493,115963,5171505,0.0232420563,5073638.359999999761538943,908490.417875251900331183
9743967,2026-02-09T00:04:39.139951Z,1770595479139,6,DF17FD891862467B10807D5CE26A00B7146DB4124025C4872F3A9CCACA61AC7D,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,7,244,78042,191,6079,32,0.0542,8709,1612648,1794668,106309,5175376,0.0232420563,5076980.159999999761381884,909088.803700775246618821
9743968,2026-02-09T00:04:45.226217Z,1770595485226,6,9526DD3AB8242D729F6B69A53E424CAF5DC2501B6670D9477EBEA498A452803C,381D5AFC9922A6891C0E93D6B47359CF9C260737,POSTHUMAN 🧬 StakeDrop,3,247,106373,34,6086,16,0.0565,4733,1124235,1182737,110809,5181372,0.0232420563,5086279.379999999760944821,910753.930709101062725392
9743969,2026-02-09T00:04:51.299727Z,1770595491299,6,5E1BB0F07D7772E5784760EE6DFC8CCE042D9EFE43EE1B479C0BA21D3A62F9C2,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,9,248,185290,144,6073,32,0.1034,10342,2351316,2584668,202887,5170512,0.0232420563,5071740.099999999761628173,908150.513668788932073366
9743970,2026-02-09T00:04:57.380941Z,1770595497380,6,A53DC0126960F4513E03C4D0805BB637933B50A8F037DBD3CAC494B11F3BFBFA,63A624445A71A5E18730854CE5BE1D9C93DCAD6E,Stakin by The Tie,4,251,177994,184,6081,32,0.1011,8762,2113296,2190129,198359,5177071,0.0232420563,5083664.739999999761067711,910285.750831536168914422
9743971,2026-02-09T00:05:03.465888Z,1770595503465,6,676C41938613233BF527CA9144C2BBABF31823D5C2AB778A5D6D3071097728B5,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,4,244,99050,38,6084,16,0.0531,4816,1118271,1203193,104177,5180249,0.0232420563,5085230.779999999760994103,910566.167414875261984107
9743972,2026-02-09T00:05:09.548336Z,1770595509548,6,108699466CF0752A1869CD39E5EC04A20E090FFA783C6CD1A92390706336C000,F7C3A82AC89E0114B136B99352E94DA24E972436,DSRV,4,241,54623,98,6082,16,0.0336,3975,896972,993300,65995,5178122,0.0232420563,5079279.23999999976127383,909500.479110358170487089
9743973,2026-02-09T00:05:15.620911Z,1770595515620,6,B0F166F87F726987AF3E7B83F7749A3D60917D26E5D94A6BBC72E4F49839CAC4,D291511283BEE9A7B91BD222E40F09A74D4AF558,polkachu.com,5,251,153966,214,6072,32,0.0906,8508,2022833,2126349,177726,5169716,0.0232420563,5070217.179999999761699745,907877.818192875946697713
9743974,2026-02-09T00:05:21.697886Z,1770595521697,6,79FC382B498184D362EDFD1E652617AE5C21B23DA9B345C5CE4E1ECAA9F4C9FB,9F6E7F3058CCEFD736FA8D6F1C2FE73726230678,Nansen | Stake to Stack Points,6,248,22803,51,6076,16,0.0274,6471,968186,1253211,53868,5173462,0.0232420563,5078330.599999999761318424,909330.614746983801218344
9743975,2026-02-09T00:05:27.783386Z,1770595527783,6,F5C8EC99665131FBB07FCFA9EBE58CA78F10DF055F2FA54700EC2C9AC2B85613,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,5,245,126191,126,6085,32,0.0717,6787,1594343,1696145,140798,5180719,0.0232420563,5083446.199999999761077989,910246.618855262941283293
9743976,2026-02-09T00:05:33.860054Z,1770595533860,6,27C4DFACF3418785AEE0E51A72B11F17A37BF771A82C017D902CAAE9678F3B90,353E4A5F4C673859C6B07F764F2130247B05CA12,VALIDEXIS,2,254,6199,4,6076,8,0.0037,776,162070,193809,7237,5173201,0.0232420563,5076388.239999999761409707,908982.813953380495546174
9743977,2026-02-09T00:05:39.948787Z,1770595539948,6,D0938012F2B4476FAF9AD8CFE741653D10585628E14BD75AC9C75D9FF24604F4,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,7,242,145899,134,6088,32,0.0825,9599,1905980,2071896,161891,5183472,0.0232420563,5080563.03999999976121349,909730.357535999104104923
9743978,2026-02-09T00:05:46.023777Z,1770595546023,6,303FF8D135946038BD580C3F98E15440CE6448A98DFDC297333499DD6F80DF00,65AFA0603AAD6F854F8EC3BF8F1030E6D0568486,Validatus,5,248,168878,213,6074,32,0.0981,9038,2133909,2258816,192485,5171772,0.0232420563,5077743.579999999761346004,909225.502398160198747288
9743979,2026-02-09T00:05:52.103971Z,1770595552103,6,AA05B9082A3B5A70E1A233E903A5C174D95EC97ACFC8F74444C9A1DD61F69B1F,3DEA7F647851564D6764306F108921BBFC29ADCE,senggigi,5,242,33289,105,6080,16,0.0233,3451,749668,862245,45660,5176203,0.0232420563,5081536.179999999761167752,909904.608892229216381652
9743980,2026-02-09T00:05:58.186349Z,1770595558186,6,79B697622CD06E890FE8C9C3C093461E36B9D300CA86E4DC7D76C2DE18C0EB65,A6AE5A4868BE44FF6BBA721467406E75F641C698,Anchorage Digital,6,250,142969,143,6082,32,0.0814,10006,1962459,2143122,159683,5178062,0.0232420563,5077882.739999999761339465,909250.420517580819032579
9743981,2026-02-09T00:06:04.259689Z,1770595564259,6,15BF05DADE6A38C8B1F4D880D230E5026585CA955510DADF1779CAC7AB4D6EBC,FE50B7BCD40C9044B71C88E4C181772BFE93FFB1,ECAD Infra,3,244,2828,9,6073,4,0.0024,1009,193690,251829,4662,5170368,0.0232420563,5076766.519999999761391925,909050.54912307316758929
9743982,2026-02-09T00:06:10.331362Z,1770595570331,6,E7E463178B698BF608D406DCA728A8C194BE8BDC1526D0E3BC9B5B88FFC15689,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,6,249,137572,120,6071,32,0.0774,7496,1745561,1873441,151831,5168948,0.0232420563,5066557.859999999761871728,907222.576939942171026733
9743983,2026-02-09T00:06:16.414142Z,1770595576414,6,AA278476F5B5C5394ED040233775A45C9F316FA4FDFB0A884EFF83325E9AA506,8AC8EE7942D79BAC27B5B38CEDD2404C5E0D8BBD,Keplr,4,249,57155,185,6082,16,0.0396,4669,1090017,1166793,77621,5178405,0.0232420563,5082182.979999999761137351,910020.41863278190603088
9743984,2026-02-09T00:06:22.512692Z,1770595582512,6,6DCE5758409B46ACE2472CAACDA0CC85079B7BA409C647A6A78BBC3990465528,A5466F26A7ACC48107E3AB82D29F983640C1B328,Hex Trust,3,244,101271,33,6098,16,0.0538,4533,1074403,1132885,105603,5191829,0.0232420563,5092568.039999999760649246,911879.977150434207888976
9743985,2026-02-09T00:06:28.579642Z,1770595588579,6,627B29DFB58978CC82C0010C7F10EB4B289E3153F27A217A408206C0EC3CAFA9,4C7157B0234D904CBD16D993E4DD8EA95A07030F,Enigma,6,243,65601,191,6066,16,0.0445,5713,1298085,1427489,87245,5164928,0.0232420563,5066071.779999999761894573,907135.532152626782642454
9743986,2026-02-09T00:06:34.657888Z,1770595594657,6,6556C49512D69ECE66D36D7EC9DE58FD6B249B726DE336EE1A8104C7BC2198A2,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,3,246,101453,33,6078,16,0.0539,4533,1074403,1132885,105785,5174545,0.0232420563,5076652.839999999761397268,909030.186612860047072188
9743987,2026-02-09T00:06:40.741544Z,1770595600741,6,25793304612B99FF4DD035268E4EE53F4A9EC534B81CAA56465CE73CCEA97A77,E4CDFFF0D3D39E6B9E82C22A37A6FEADFEF1F58B,F5 Nodes,6,254,128053,84,6083,32,0.0706,6861,1566564,1714313,138520,5179150,0.0232420563,5080009.33999999976123951,909631.204629559031111443
9743988,2026-02-09T00:06:46.815856Z,1770595606815,6,F5A737254F07D06CA0A6B89680ED9AEAC3EEFB9B49EBE6C24D65B9FDEFB8C903,3F89E45659C9643CA8321EC8A5094553C50B6C4C,Stakely.io,2,247,55503,180,6074,16,0.0382,3972,968774,992849,74898,5171196,0.0232420563,5074495.859999999761498645,908643.955764756553971343
9743989,2026-02-09T00:06:52.892556Z,1770595612892,6,431A7AC0F588ECEAAFAB5DF0D2AF8FEFD086C04D04AFA12EA430215722BA04EC,FA2888809D74B32C9474BFE48A76801D64A69CA6,STAKEME,5,243,137530,96,6076,32,0.0759,6922,1607941,1729633,148969,5173228,0.0232420563,5073655.999999999761538168,908493.569650797129351893
9743990,2026-02-09T00:06:58.978291Z,1770595618978,6,2679816CD7545D90F10D46FD67DC366A96614F6477291AB9DC7BDBF8A2C850E2,70C6BD00EE64DB5D60F5ACC8B4629CD610346889,Cosmostation,5,243,66383,194,6085,16,0.0449,5470,1263753,1366913,88064,5180919,0.0232420563,5084084.179999999761047993,910360.849275817242975744
9743991,2026-02-09T00:07:05.054931Z,1770595625054,6,8A2E4C9A0851E44538AB68884186B2C3B3069A0BEF804FF56E42D8C0BF9AD993,CBFB913FC967932260667909727676760FA8FA24,Binary Builders,3,246,97632,32,6076,16,0.0519,4400,1040912,1099417,101859,5173177,0.0232420563,5075074.059999999761471469,908747.488795370393557667
9743992,2026-02-09T00:07:11.141446Z,1770595631141,6,BFEFC3E70160F93FF041655DD0CAF6D84F3DB460A963429529ACC06BD5C8B6EC,C5F95CC6D11E428E581F4F48DC9E821B1D55DEF5,Coinbase,6,243,131477,82,6086,32,0.0723,8064,1699555,1944584,141802,5181584,0.0232420563,5082264.31999999976113353,910034.983448953005498104
9743993,2026-02-09T00:07:17.221455Z,1770595637221,6,36CB9A67F61B11127AD47DF33811B8E8AD4D4EBE8F4338C387FA6462BC5A2952,5C23A5808A2DA15D3AE1B244596A411B291A7E21,CosmoWiz,4,247,58081,188,6080,16,0.0402,4727,1104345,1181217,78859,5176044,0.0232420563,5080425.839999999761219937,909705.783507543576576171
9743994,2026-02-09T00:07:23.288041Z,1770595643288,6,BD9960B3304431C87FF237856EA8E984C8E4DF077A32EFE8B794AF6C90ED23E4,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,2,243,97026,31,6066,16,0.0514,4063,983380,1015525,100874,5164618,0.0232420563,5065958.099999999761899932,907115.17650592982435091
9743995,2026-02-09T00:07:29.359952Z,1770595649359,6,C75450EF26DF85EA0F82F2E19DB6C3DEB4841F61783B5781B829F3351810F1AA,1E7BA20AACF7EF2CDEA41CDFF8DCEDFBCF12F363,ZKV,6,252,71323,190,6071,16,0.0473,5891,1342494,1471845,92863,5169151,0.0232420563,5069749.719999999756651968,907790.535618365745900032
9743996,2026-02-09T00:07:35.437374Z,1770595655437,6,32726D5313A7D5FCE5E775452D64CB7FDA4D873564D3A6020D4432F7F70882D3,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,3,247,99456,39,6077,16,0.0532,4534,1074387,1132953,104412,5173843,0.0232420563,5076139.319999999756345267,908934.658844706613427123
9743997,2026-02-09T00:07:41.517431Z,1770595661517,6,5A41805FF722115A04089B6DD7F41D130948B320BD0CA3FDCDC3BBDEBF39DC89,A460F7A9868E3C318FBE8F429665A2E81AE44731,Kraken,4,245,29556,50,6080,16,0.0183,2639,565228,659463,35933,5176086,0.0232420563,5077007.5999999997563036,909090.133258592811069605
9743998,2026-02-09T00:07:47.592718Z,1770595667592,6,428392004F8D527EC1EDAB46E8A765B256BCCF2EBDF790DA73D0B81DCC4E17DD,BB511598F58BB31A5E62A18DE17605392EB1F103,Everstake,6,241,197803,275,6075,32,0.1163,10839,2567887,2708956,228187,5172025,0.0232420563,5071170.71999999975658376,908044.980200910877481978
9743999,2026-02-09T00:07:53.667881Z,1770595673667,6,898CCCAC8417A173DE0858F3DF2260495A53DA0FE31BC962216546BBF496B713,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,3,248,2329,8,6075,4,0.0021,974,184778,242937,4058,5171919,0.0232420563,5079102.839999999756203017,909465.307408580046464221
