height,time,timestamp_ms,version_app,hash,proposer_address,proposer_moniker,tx_count,events_count,blobs_size,blobs_count,block_time_ms,square_size,fill_rate,fee_utia,gas_used,gas_limit,bytes_in_block,supply_change,inflation_rate,rewards,commissions
8668605,2025-11-25T00:01:03.693718Z,1764028863693,6,CD880B8B4B2E17EB108EA3245E1C5D4A05973F80ED2A6982CD1D17ACE99D2F9A,5407CC051ED1F7F5BE8ECC856B061121BB170D79,Stakecito,3,250,300958,3,7408,32,0.154,17412,2714437,4017122,302123,6306957,0.0232420563,6190659.99999999967189502,1145182.626401087485051322
8668606,2025-11-25T00:01:09.822389Z,1764028869822,6,459F2B717B46AF8B4FAB94D4C7B0AE8FB9EB55211FEDA5FC5DCC06F881DC27C4,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,3,246,303511,3,6128,32,0.1552,16457,2733943,4061582,304667,5217472,0.0232420563,5130186.319999999728100073,949010.322625459942709413
8668607,2025-11-25T00:01:15.947866Z,1764028875947,6,DBC63042326916971C02F9400A5222FAC2ED652BB37B405F452F057CE935DBBC,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,4,249,524700,56,6125,64,0.2709,22209,4768544,5551986,531649,5214754,0.0232420563,5126586.779999999728290855,948344.459749605709001548
8668608,2025-11-25T00:01:22.076272Z,1764028882076,6,887A8AF9F036661C8766384446890CACD9638153A3934BCF347175A4DB941D89,3DEA7F647851564D6764306F108921BBFC29ADCE,senggigi,4,246,24634,65,6128,16,0.0166,4180,550362,656796,32498,5217247,0.0232420563,5134666.879999999727862602,949839.161467933549165266
8668609,2025-11-25T00:01:28.179054Z,1764028888179,6,3022B0EAC2EB695215A19A284770506F0C5B343B89E596663C66DE223D1B8DC7,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,3,252,171429,55,6102,32,0.0907,7166,1711432,1791308,177978,5195432,0.0232420563,5095619.759999999729932106,942616.0086158954092643
8668610,2025-11-25T00:01:34.282583Z,1764028894282,6,5117C04160354BFC795CAA14849656624BED0F42CF670898983B534FA66C9726,7AC747FB53177056D810D66D354AF2A713E965C4,Allnodes,3,250,4978,3,6103,4,0.0031,1316,197353,276252,6116,5196068,0.0232420563,5099169.319999999729743974,943272.625914110501692807
8668611,2025-11-25T00:01:40.404469Z,1764028900404,6,459E32336A662263DD2E8C9067D546B48E2E4295DC2C1AB241E2559FFEE691B4,7385B68F9229AF7EFB8F8EB985EFF2979598A223,T DATA,2,251,1728,4,6121,4,0.0014,2036,120533,173280,2695,5211697,0.0232420563,5108752.739999999729236056,945045.420104956826612288
8668612,2025-11-25T00:01:46.518088Z,1764028906518,6,AF7FEC6A0850F04EFA10E3BDE4F3EB33A719FAE7DF0FD8A063CDCF07D51A95CC,0F581529A11D28339E2611D963EDE56D96F221CA,Tané,3,249,170451,53,6113,32,0.0901,7419,1722421,1802196,176793,5204658,0.0232420563,5102560.119999999729564269,943899.874906883615939816
8668613,2025-11-25T00:01:52.642361Z,1764028912642,6,B9DA97E63DEFC12182C39FC6A2A8C00028B4D725ED7BE5A71EAEE8173428DBE5,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,1,248,616,2,6124,2,0.0006,339,58246,84592,1100,5213728,0.0232420563,5116724.059999999728813577,946519.999095481829873867
8668614,2025-11-25T00:01:58.749443Z,1764028918749,6,2DB8DCAE388550EAE87FE5257DB36DAAA4150CA39B2B2D26DFD2164AC386DE6A,A6AE5A4868BE44FF6BBA721467406E75F641C698,Anchorage Digital,4,247,165668,53,6107,32,0.0878,8865,1721934,1828044,172284,5199093,0.0232420563,5095443.359999999729941454,942583.37716540432239597
8668615,2025-11-25T00:02:04.866226Z,1764028924866,6,0B0A303664AF094A3CEE6255771CDADCA699D6DD64BC72FE887731286093A810,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,2,248,163274,52,6116,32,0.0862,6612,1599259,1652768,169236,5207352,0.0232420563,5111892.659999999729069637,945626.259923698172868752
8668616,2025-11-25T00:02:10.967154Z,1764028930967,6,FEC05049499002FFD62DE3B762A5432E984BDD793EAEE8961F13E2CC6D4C2168,5047F9F1E0CFBE4BCB45BBEA0D1AE70B8243412D,Cumulo,2,247,3633,3,6100,4,0.0023,957,136352,188964,4497,5193854,0.0232420563,5096456.67999999972988775,942770.82671989201029521
8668617,2025-11-25T00:02:17.096536Z,1764028937096,6,E2C29A0B74E991FFDAA1FF6EAA338552DD002248D7B74706BE4513E62EE6142F,A460F7A9868E3C318FBE8F429665A2E81AE44731,Kraken,4,248,170034,55,6129,32,0.0901,8809,1760013,1866308,176857,5218077,0.0232420563,5114653.319999999728923322,946136.942123883682358283
8668618,2025-11-25T00:02:23.214179Z,1764028943214,6,7EE5F65C507BA66941E091544619ED5CC01CB82EDBBF642B842EA5BA82DEE2DE,07E5EAFEE033B9897E4136DDF30D9715E6AC63AE,B-Harvest,4,253,219463,53,6117,32,0.1152,9293,2164373,2270412,226083,5208084,0.0232420563,5112555.139999999729034533,945748.809148875810218749
8668619,2025-11-25T00:02:29.31615Z,1764028949316,6,2EBB359675132577F23062D50A62375BB929397BD04CE9B0F0EE47FDB11DD2B8,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,3,249,183054,112,6101,32,0.0996,8096,1942757,2023720,195533,5194742,0.0232420563,5099954.299999999729702377,943417.835868795838256926
8668620,2025-11-25T00:02:35.441597Z,1764028955441,6,E91161FCD35F588A095392C28D35A798F3CF0F84F5658CCD902FD1BE68CD0A87,7E06B02FFA584A3ECE81B76A29E2B5C1D8BAAE95,StakeTown,4,246,3920,3,6125,4,0.0027,27600,253244,513964,5386,5214728,0.0232420563,5118367.519999999728726473,946824.015442557122530576
8668621,2025-11-25T00:02:41.555189Z,1764028961555,6,50AD08F28C024CB56788D399B4091FD32694A24B4111F839484DB8391417A20C,C5F95CC6D11E428E581F4F48DC9E821B1D55DEF5,Coinbase,0,241,0,0,6113,1,0.0,0,0,0,0,5204635,0.0232420563,5127590.299999999728237669,948530.096445732780963667
8668622,2025-11-25T00:02:47.677748Z,1764028967677,6,3F219D8B1C151DF8B8BF8B1343A8D6F60757A97D4B57CCB3B16C1329B9C8C4B1,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,6,243,171641,55,6122,32,0.0913,14209,1933472,2167480,179162,5212269,0.0232420563,5108023.619999999729274699,944910.543442927000889805
8668623,2025-11-25T00:02:55.116881Z,1764028975116,6,1C3512AD1E64DFAC3516DAE474A4C5D9900669B1060A16B0D1D3C238171077DD,5AFFF88E3E256A84A0C9EB348B044CADB912197B,Larry Engineer,1,243,804,1,7439,2,0.0006,1678,57469,83892,1183,6333098,0.0232420563,6220360.859999999670320821,1150676.856234606205711353
8668624,2025-11-25T00:03:01.234496Z,1764028981234,6,3B5425C1B54A1210DA6F6B7166D28BC233599D777FC15A3DEA6D28816092CB00,8AC8EE7942D79BAC27B5B38CEDD2404C5E0D8BBD,Keplr,5,249,334485,106,6117,32,0.1768,14025,3318372,3451568,346893,5208060,0.0232420563,5105543.239999999729406157,944451.70899185510720219
8668625,2025-11-25T00:03:07.375532Z,1764028987375,6,5395F5467A6C22994D4BDBB17C835514A8302432846D664AB6662510707F626D,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,2,247,9611,1,6141,16,0.0164,3035,465104,758483,32172,5227998,0.0232420563,5137182.539999999727729278,950304.522209103660226553
8668626,2025-11-25T00:03:13.48146Z,1764028993481,6,5B1E87E16F1A494731C7A3B3838ED9CFEAC4AD3CB659324D01862F00EFAB6F95,A2DD5E9391E5BDC7F2DB899A78564FAC0C07A3CA,LatamNodes,4,244,4935,6,6105,4,0.0034,2958,248078,353352,6661,5198110,0.0232420563,5097122.099999999729852481,942893.919802577832426344
8668627,2025-11-25T00:03:19.610416Z,1764028999610,6,AACAA021FF654192E33D1B90AC32904E2EF292F3E3D22F94821562D752598690,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,3,249,343076,160,6128,32,0.1837,13965,3409197,3490920,360549,5217715,0.0232420563,5116259.539999999728838197,946434.069609188634453899
8668628,2025-11-25T00:03:25.738345Z,1764029005738,6,7F92489A6AC77E4744A95431F12BA5618C7E891B6A950FD321B635563B3E3F9C,3267A9ABDFA8C74963C059B6B3EF9BC68A074CAE,CUCK.,3,247,4086,4,6127,4,0.0027,1286,189851,268760,5329,5216841,0.0232420563,5126189.879999999728311883,948271.038986000763547776
8668629,2025-11-25T00:03:31.855801Z,1764029011855,6,E1914D73A8ECA7BC45939D65F340A70091FDB70E803EF9A3F09F2A32B643759E,0B7919979186EDD15EDCD43D2932FE5DDCB91181,iqlusion,1,244,804,1,6117,2,0.0006,1678,57469,83892,1183,5207924,0.0232420563,5105025.799999999729433595,944355.990070414585721728
8668630,2025-11-25T00:03:37.955356Z,1764029017955,6,19E6CC58082E1BEF0E5F23B1FF1D499FC53F2C787F037C711DAD10440C1636AF,A5466F26A7ACC48107E3AB82D29F983640C1B328,Hex Trust,3,248,4093,4,6099,4,0.0027,1286,189851,268760,5336,5192686,0.0232420563,5090476.71999999973020468,941664.620548244165458454
8668631,2025-11-25T00:03:44.077135Z,1764029024077,6,37498F3099ED466CE3DE19A716E931AE257ACAA72F07B5AE19ED0CBF9D17FD96,1B6A1897DF19EC0D6F5B5EA5703BBA746F389ABE,deNodes,1,247,164691,50,6121,32,0.0867,6404,1573772,1600944,170169,5211605,0.0232420563,5108633.179999999729242395,945023.303232957312179304
8668632,2025-11-25T00:03:50.180943Z,1764029030180,6,CF05355439338923625430741ED37F20EA1298F3782A8036C04DAEDA76648318,E4CDFFF0D3D39E6B9E82C22A37A6FEADFEF1F58B,F5 Nodes,3,247,4392,5,6103,4,0.0029,1305,194627,273556,5739,5196305,0.0232420563,5098654.819999999729771243,943177.45085017816499348
8668633,2025-11-25T00:03:56.316727Z,1764029036316,6,5AD6EF9E38C1EABE63907C3E492FA63BB07DFEC61497D5E196FF870BEBE75D11,13FB0CE63732B7A408519EA9424B740B5D4E994C,Smart Stake,2,248,164942,51,6135,32,0.087,7968,1602581,1656164,170799,5223528,0.0232420563,5120336.339999999728622128,947188.218687204864299997
8668634,2025-11-25T00:04:02.417995Z,1764029042417,6,D4ADB61FF3863AE57D4A8746B6DA447E3466219AEC82C55793AA639A3EC45153,F7C3A82AC89E0114B136B99352E94DA24E972436,DSRV,3,249,4106,4,6101,4,0.0027,1286,189851,268760,5349,5194143,0.0232420563,5098068.779999999729802309,943069.041920213331953104
8668635,2025-11-25T00:04:08.547132Z,1764029048547,6,F51348BB57A49025E52DF81DDF72DBACD10DE39F7CA7E65AAFAFB60E69FCBB08,071BE4CD2F0486F297C6530918804261034C8F7C,Nodes.Guru,0,245,0,0,6129,1,0.0,0,0,0,0,5217869,0.0232420563,5114771.899999999728917047,946158.877710047135197564
8668636,2025-11-25T00:04:14.664738Z,1764029054664,6,BBDF7DB625445184895C832F14F41B6A28CD1C06E774163202341EC6D5DDA6AE,F9DD432A7504D99073856DC52E02665CD416B275,Goose,6,249,166210,56,6117,32,0.0885,9918,1977174,2281130,173755,5208052,0.0232420563,5103890.959999999729493732,944146.061072255260202068
8668637,2025-11-25T00:04:20.785079Z,1764029060785,6,43944E288DC9F54124E52FA02EEE7A48E1AF7CCDAAD7D2D9788A6BB0789717C8,7B3A6C6838B90C5663CB54E87B9535941A87D27B,Staking Facilities,2,244,18925,59,6120,16,0.0131,26465,408178,616156,25688,5210381,0.0232420563,5115893.019999999728857624,946366.268706501598405241
8668638,2025-11-25T00:04:26.896862Z,1764029066896,6,DD746DE3B5EB6BAE791E3328A20F809AA2403B5D0C0BBA7B5BDF48AF46EA51C7,D83849519A5CB73E4A9E3BCDF044C6EE8A32156B,Finoa Consensus Services,2,247,3955,3,6111,4,0.0025,982,140448,193060,4819,5203095,0.0232420563,5124968.799999999728376616,948045.156834268017781378
8668639,2025-11-25T00:04:33.025069Z,1764029073025,6,D3C527D4955B9D2BB28BE9B90AABB0314D31AC2D02C0022F7BEE40DB842B95DD,D1F244351AFAC81FCC7411B9EA622EAA4426D263,IYKYK,2,243,1728,4,6128,4,0.0014,2036,120533,173280,2695,5217077,0.0232420563,5113697.81999999971874657,945960.287077012931148508
8668640,2025-11-25T00:04:39.139108Z,1764029079139,6,CF538A25381A54128D4F173001C58DBE6378F4BD84226227CBAA09AC1D79898E,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,2,245,3497,2,6114,4,0.0022,947,131566,184168,4256,5205016,0.0232420563,5102910.95999999971933985,943964.873671404316655421
8668641,2025-11-25T00:04:45.268612Z,1764029085268,6,E92A4AAB165853218837F614E303547EC4A6446BFD87709F28A2F1F27E7F148F,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,5,242,12427,7,6129,8,0.0075,7120,507597,681515,14764,5218181,0.0232420563,5114745.439999999718688956,946154.081655971376582602
8668642,2025-11-25T00:04:52.741959Z,1764029092741,6,4D44F3F660D489FDC0F55AE8B8ABDF0A684348700FE0BAC7A5827C4B1F9AF1D8,5BF16429EF39D58D9D428842DB7C582FB5844C88,Kiln,2,249,804,1,7473,2,0.0008,16678,222225,1083892,1521,6362225,0.0232420563,6241958.099999999656692261,1154672.153897174586938575
8668643,2025-11-25T00:04:58.854429Z,1764029098854,6,F1147180B8C303D77112B3A850A8D6F9E3EEDB40639978AD9AD9CE47DCFCC2C5,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,3,249,3268,4,6112,4,0.0023,1237,181659,260568,4511,5203680,0.0232420563,5115950.839999999718622655,946377.063257579316604996
8668644,2025-11-25T00:05:04.985394Z,1764029104985,6,F5A243A237CE3946FFA4F4BA69EDE417832ED1F0073CA09BA7F553D5E7494777,70C6BD00EE64DB5D60F5ACC8B4629CD610346889,Cosmostation,2,248,1210,1,6130,8,0.0106,1432,454292,519987,20754,5219425,0.0232420563,5116248.759999999718606268,946432.174157488921293456
8668645,2025-11-25T00:05:11.093303Z,1764029111093,6,2F992DB17E9657FBDE7279341EE084BD4A003D3250CB9DFC5B65B24A1892FBC0,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,4,249,4851,6,6107,4,0.0034,2958,248078,353352,6577,5199796,0.0232420563,5097203.439999999719653766,942909.064852083468939638
8668646,2025-11-25T00:05:17.199763Z,1764029117199,6,AFDD7F1A9DEEB482AB9FA887602E2D6C37EB8503FBCF4DB9FB523A84D01545A3,9F6E7F3058CCEFD736FA8D6F1C2FE73726230678,Nansen | Stake to Stack Points,2,247,20410,59,6106,16,0.0138,26514,415050,628444,27151,5198563,0.0232420563,5097490.579999999719637971,942962.181607588449774237
8668647,2025-11-25T00:05:23.325202Z,1764029123325,6,71EB52A44A06C1D40FD806F2DC3DD575BC52594BC79EE685227218341B0BAB6F,29C11CDC71E64AA29473EE85E4B7106B4F664A1D,Kairos Research X Firstset,4,246,4058,4,6125,4,0.0029,26286,258255,518760,5632,5214721,0.0232420563,5136410.299999999717497387,950161.768051700425424122
8668648,2025-11-25T00:05:29.410361Z,1764029129410,6,64481E0A57DB4991089E78150CB82A10F6C6B927E00110249ABBB4C55DB3D0FF,C39CCA4A2300D48C042737BCCE5B1EC6984A42AE,Informal Systems,1,247,804,1,6085,2,0.0006,1678,57469,83892,1183,5180430,0.0232420563,5102581.679999999719357961,943903.961624135806210284
8668649,2025-11-25T00:05:35.549669Z,1764029135549,6,2D1C42326CE9D231A7D7F52332A9BB4535E65AEF84086FF51370A60644F6275D,4F4D48E9F50D8772CE3D766E6CAE36806B36B981,quantumcore,5,250,6321,6,6139,8,0.0043,1831,315299,404809,8341,5226527,0.0232420563,5123640.899999999718199701,947799.613361495987625912
8668650,2025-11-25T00:05:41.65395Z,1764029141653,6,7D9786090386DA59B46C19589D6E52AB5DCB477890D752E2B1C50020F4862972,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,2,250,1322,1,6104,8,0.0049,1128,343453,398005,9684,5196709,0.0232420563,5094569.199999999719798655,942421.768473935385378502
8668651,2025-11-25T00:05:47.758982Z,1764029147758,6,E3892153E7110E79330FF6829FA209CD400A50D1FE1EA9D470E6DE7AA3792C9A,38FBC528B8821A2E1D9242A4E2E26F1D4523C76E,ContributionDAO,4,248,5130,7,6105,8,0.0035,2977,252854,358148,6960,5197347,0.0232420563,5094505.49999999971980217,942409.984893362608060244
8668652,2025-11-25T00:05:53.878239Z,1764029153878,6,DB31C9CE26738D1D119A790FCCAC950A1E5AC13996265F85A5C0149CDCFE880E,9719FBE87CF5FCA701179A5A052B9B031DB5CB42,bitwise,0,246,0,0,6119,1,0.0,0,0,0,0,5209458,0.0232420563,5108186.299999999719049707,944940.735428685244411967
8668653,2025-11-25T00:05:59.999474Z,1764029159999,6,EE225B5C49DEF75E27BB0A91F23CD3EA57CE80F6486FBD99D2C83702F4984F42,C8B12D54B03D101D10773B37DA2E10614C4BDFAA,KYVE Public Good Funding,4,253,4133,4,6121,8,0.0068,1977,440913,544928,13387,5211142,0.0232420563,5106919.159999999719119399,944706.332818214458681106
8668654,2025-11-25T00:06:06.114871Z,1764029166114,6,62F00A5E2C5E75E7BA523C7E9E059B7F57A5E3C93D81016F34AD9E199344DB32,CBFB913FC967932260667909727676760FA8FA24,Binary Builders,1,245,804,1,6115,2,0.0006,1678,57469,83892,1183,5206172,0.0232420563,5103986.019999999719280721,944163.744254301804626618
8668655,2025-11-25T00:06:12.240205Z,1764029172240,6,E7C44DEC54C227412C34EC89E1F702D2E826E362DF7480AE7EFCFAC4CD135C6D,E65D72B89CBEF9A6F419C9BDE6C975AA0BF21A97,Figment,4,250,4397,5,6125,8,0.0053,1926,420254,521742,10403,5214631,0.0232420563,5111982.819999999718840895,945643.036830822772580062
8668656,2025-11-25T00:06:18.363232Z,1764029178363,6,C20618A1F2C1907D7BD1F87A0B4F6D4A8AFA9EAED9DC63AF8D54A887DBEAF706,06DC1FCA5DD3896FD5347F6BA62DDA624107872B,Neoprom,1,242,19679,60,6123,16,0.0133,1517,351678,379144,26196,5212668,0.0232420563,5110302.11999999971893333,945332.131589556417182977
8668657,2025-11-25T00:06:24.484863Z,1764029184484,6,D4E1D6B0D6F37543F0CC9AFF5AED9C16BE3AB5D24A822DBE89BA45392359AE9A,C2089D877580C038F504EA9B6BFAB3884EF9D465,CHAIN DIGITAL,5,245,13823,6,6121,8,0.0081,3579,374628,506176,15824,5211479,0.0232420563,5108736.079999999719019468,945042.436793321060958761
8668658,2025-11-25T00:06:30.596136Z,1764029190596,6,F5BC8E3E5257FF2F9408340F5A811FEB2313E21DA4B211E4BEABB908C127D661,8766571EB49751E71703895E9CD3C514968D8D7D,mammoth.guru,0,246,0,0,6111,1,0.0,0,0,0,0,5202661,0.0232420563,5102115.199999999719383625,943817.669557172083079669
8668659,2025-11-25T00:06:36.70421Z,1764029196704,6,84E5D6C7BC04233A3BB498C0F9C3911D1ADF0E3D3EE4CA722360DC26B55F681B,3F89E45659C9643CA8321EC8A5094553C50B6C4C,Stakely.io,5,252,4320,4,6108,8,0.0076,6076,562837,698276,14830,5199937,0.0232420563,5095938.259999999719723346,942675.024813322614818563
8668660,2025-11-25T00:06:42.826535Z,1764029202826,6,E925D1E3585CBCC604C2AF7DEBFDB1BA15641DC1057D108344C7CBEB8AF8C768,05D2E22C1216CD30104BCDB6B122B1E7F1ACB5CD,P-OPS Team,3,235,4040,5,6122,4,0.0027,1280,190531,269460,5387,5212070,0.0232420563,5113783.079999999718741883,945976.058946394956174483
8668661,2025-11-25T00:06:50.312789Z,1764029210312,6,E9BBD36F492FF4FD41626FB8A1854EFF7490920038C9C5E540D054BF902060EC,65AFA0603AAD6F854F8EC3BF8F1030E6D0568486,Validatus,1,240,804,1,7486,2,0.0006,1678,57469,83892,1183,6373212,0.0232420563,6247002.159999999656414834,1155605.232192683584739597
8668662,2025-11-25T00:06:56.417117Z,1764029216417,6,749EF2C83F4EA90FA8309C10F1122420E29CF8ADD2361E04655842BCDF01C2AB,EBBC23A35E43E6A2460BDE3BCD024D964697FFFA,Upnode,3,252,2937,3,6104,4,0.0021,1218,176873,255772,4075,5196749,0.0232420563,5094458.459999999719804734,942401.283172324249425227
8668663,2025-11-25T00:07:02.543907Z,1764029222543,6,C03DC4F931A37B0F59F808BD207B160E32B58D0062A3EB5B8217560A1C3643D0,D2CBEA3FC56E7941C6C7E47C2187246C77535E93,TTT VN,3,240,1994,1,6126,4,0.0016,19522,390789,1302994,3048,5215871,0.0232420563,5112747.219999999718798857,945784.439797696100399136
8668664,2025-11-25T00:07:08.666264Z,1764029228666,6,9762A37E6F7B9763816B56AB7056A3A722C845AC5DCA53278842BD63CF69E04D,DE94F351C3DFC59B173BB72BAC4534D237D2E895,NodeStake,4,247,3885,3,6122,8,0.0048,6851,360661,476470,9465,5212097,0.0232420563,5126986.619999999718015689,948418.523270349245541725
8668665,2025-11-25T00:07:14.777155Z,1764029234777,6,DCF30D70290DAC289C6BFCE1783EBE6E15175E715FDFA787C4952475D8C46BE3,5944971767F0F5F1B03E0F5B48E1E539C8196CA8,bitcoinsuisse.com,1,251,1232,4,6110,4,0.001,377,67798,94184,1924,5202336,0.0232420563,5105003.259999999719224771,944351.918971756310108924
8668666,2025-11-25T00:07:20.894544Z,1764029240894,6,EA9EDB164607F8E8F7712CCD037F6F191511F15031D58E2640BD49ABF3729842,54FD50A55FEDC0D9338421AB32F08C9A9AD66CBE,don’t stake,3,249,23667,64,6117,16,0.0159,2485,488719,568808,31152,5207867,0.0232420563,5104079.119999999739691917,944180.965435694183729027
8668667,2025-11-25T00:07:27.011932Z,1764029247011,6,70C8D3C32D40455BD8101B5B14DA41E71C32CC593317C57CE37764E4E8237D00,63A624445A71A5E18730854CE5BE1D9C93DCAD6E,Stakin by The Tie,1,249,804,1,6117,2,0.0006,1678,57469,83892,1183,5207867,0.0232420563,5106144.959999999739586566,944563.116017567545142074
8668668,2025-11-25T00:07:33.118984Z,1764029253118,6,18881561CB968EB8F1A66937A5FE0B21C509BD465A8911C462761BEDC3772D43,1650146F478A6096E4F980803646FC8EE3C36103,P2P.org 💙,4,246,4362,6,6107,8,0.0124,2180,515543,626512,24362,5199067,0.0232420563,5096730.099999999740066718,942821.502810709204015373
8668669,2025-11-25T00:07:39.246933Z,1764029259246,6,98BB2458A7EC1D7C890E584FC0F34FB7D43972E578B599D67D968717920CD39E,A460F7A9868E3C318FBE8F429665A2E81AE44731,Kraken,0,249,0,0,6127,1,0.0,0,0,0,0,5216857,0.0232420563,5114656.259999999739152477,946137.583666319985309175
8668670,2025-11-25T00:07:45.35417Z,1764029265354,6,361DAAC8E3447029BDC2186B07E8C79744DF3A4E5584ACEE612720558F4E75D2,CB6133C282991C32985AC2779EA277EE8978AC63,Qubelabs,3,248,4773,4,6107,4,0.0031,2660,197992,276952,6016,5199225,0.0232420563,5095240.499999999740142711,942545.948311445679656822
8668671,2025-11-25T00:07:51.480226Z,1764029271480,6,6067C4EACCAD43B5AACCB6DB1598B01C320EC02662379FA519A032DA36FBB55D,A6AE5A4868BE44FF6BBA721467406E75F641C698,Anchorage Digital,1,252,1232,4,6126,4,0.001,377,67798,94184,1924,5215246,0.0232420563,5113547.87999999973920901,945932.549364565349750281
8668672,2025-11-25T00:07:57.58436Z,1764029277584,6,1A3179CC4848C5CA804AFFD72208D2AB3548FB618AA782513190BA12D09AA6D5,72C68DEC6CEBA2A90D4ACFC1097DD39EC7166A72,Alchemy,3,249,12035,3,6104,8,0.0067,1545,254697,333596,13173,5196583,0.0232420563,5093020.799999999740255898,942135.335850372072635698
8668673,2025-11-25T00:08:03.709516Z,1764029283709,6,E4E5C1BFDE92AE76CCE68955384272A9A311892065C70008E7662C4481E35693,026AAE267ACF562B632289AF49FE3CED4A04D252,BinanceNode,4,250,2014,2,6125,8,0.0053,7716,523831,655627,10465,5214480,0.0232420563,5111704.499999999739303047,945591.550671726738356582
