timestamp_ms,date,avail_usd,cost_per_mib_usd
1764522100679,2025-11-30T17:01:40.679Z,0.007491,0.04291104
1764525727934,2025-11-30T18:02:07.934Z,0.007475,0.04281854
1764529327827,2025-11-30T19:02:07.827Z,0.007469,0.04278723
1764533208454,2025-11-30T20:06:48.454Z,0.007464,0.04275792
1764536522876,2025-11-30T21:02:02.876Z,0.007452,0.04268816
1764540127536,2025-11-30T22:02:07.536Z,0.007429,0.04255379
1764543725634,2025-11-30T23:02:05.634Z,0.007405,0.04241770
1764547324974,2025-12-01T00:02:04.974Z,0.007383,0.04229092
1764550927895,2025-12-01T01:02:07.895Z,0.007325,0.04196100
1764554472467,2025-12-01T02:01:12.467Z,0.007253,0.04154697
1764558072092,2025-12-01T03:01:12.092Z,0.007240,0.04147547
1764561673341,2025-12-01T04:01:13.341Z,0.007206,0.04127593
1764565271829,2025-12-01T05:01:11.829Z,0.007022,0.04022631
1764568873477,2025-12-01T06:01:13.477Z,0.006964,0.03989258
1764572464338,2025-12-01T07:01:04.338Z,0.006967,0.03990830
1764576061424,2025-12-01T08:01:01.424Z,0.006933,0.03971392
1764579699487,2025-12-01T09:01:39.487Z,0.006878,0.03939681
1764583302278,2025-12-01T10:01:42.278Z,0.006688,0.03830978
1764586902337,2025-12-01T11:01:42.337Z,0.006718,0.03848366
1764590508623,2025-12-01T12:01:48.623Z,0.006688,0.03831129
1764594103085,2025-12-01T13:01:43.085Z,0.006692,0.03833213
1764597980224,2025-12-01T14:06:20.224Z,0.006633,0.03799600
1764601294603,2025-12-01T15:01:34.603Z,0.006715,0.03846482
1764604886956,2025-12-01T16:01:26.956Z,0.006585,0.03771981
1764608509779,2025-12-01T17:01:49.779Z,0.006479,0.03711297
1764612102285,2025-12-01T18:01:42.285Z,0.006590,0.03774742
1764615776110,2025-12-01T19:02:56.110Z,0.006570,0.03763581
1764619651205,2025-12-01T20:07:31.205Z,0.006562,0.03759145
1764622972264,2025-12-01T21:02:52.264Z,0.006592,0.03775976
1764626549646,2025-12-01T22:02:29.646Z,0.006606,0.03784033
1764630197061,2025-12-01T23:03:17.061Z,0.006655,0.03812112
1764633731757,2025-12-02T00:02:11.757Z,0.006755,0.03869372
1764637338724,2025-12-02T01:02:18.724Z,0.006693,0.03833758
1764641097444,2025-12-02T02:04:57.444Z,0.006697,0.03836475
1764644565824,2025-12-02T03:02:45.824Z,0.006635,0.03800686
1764648131362,2025-12-02T04:02:11.362Z,0.006564,0.03759801
1764651711837,2025-12-02T05:01:51.837Z,0.006516,0.03732351
1764655328218,2025-12-02T06:02:08.218Z,0.006431,0.03684044
1764658918826,2025-12-02T07:01:58.826Z,0.006241,0.03574853
1764662498415,2025-12-02T08:01:38.415Z,0.006278,0.03596261
1764666129741,2025-12-02T09:02:09.741Z,0.006254,0.03582653
1764669706365,2025-12-02T10:01:46.365Z,0.006263,0.03587633
1764673341244,2025-12-02T11:02:21.244Z,0.006269,0.03591188
1764676960725,2025-12-02T12:02:40.725Z,0.006403,0.03668037
1764680509909,2025-12-02T13:01:49.909Z,0.006437,0.03687443
1764684147720,2025-12-02T14:02:27.720Z,0.006482,0.03713135
1764687711010,2025-12-02T15:01:51.010Z,0.006541,0.03746677
1764691308157,2025-12-02T16:01:48.157Z,0.006565,0.03760484
1764694912719,2025-12-02T17:01:52.719Z,0.006544,0.03748339
1764698514154,2025-12-02T18:01:54.154Z,0.006621,0.03792802
1764702141234,2025-12-02T19:02:21.234Z,0.006533,0.03742070
1764705964340,2025-12-02T20:06:04.340Z,0.006532,0.03741740
1764709314399,2025-12-02T21:01:54.399Z,0.006557,0.03755857
1764712827166,2025-12-02T22:00:27.166Z,0.006562,0.03758877
1764716428158,2025-12-02T23:00:28.158Z,0.006564,0.03760204
1764720026015,2025-12-03T00:00:26.015Z,0.006579,0.03768599
1764723626732,2025-12-03T01:00:26.732Z,0.006606,0.03783863
1764727238223,2025-12-03T02:00:38.223Z,0.006598,0.03779585
1764730828597,2025-12-03T03:00:28.597Z,0.006612,0.03787293
1764734426952,2025-12-03T04:00:26.952Z,0.006652,0.03810187
1764738024227,2025-12-03T05:00:24.227Z,0.006646,0.03807081
1764741628782,2025-12-03T06:00:28.782Z,0.006672,0.03821884
1764745227089,2025-12-03T07:00:27.089Z,0.006788,0.03888508
1764748824745,2025-12-03T08:00:24.745Z,0.006744,0.03863174
