block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29117843,1766033310000,28,23,0,0,23,23,593,0.9977
29117844,1766033316000,23,28,0,0,28,28,593,0.9977
29117845,1766033322000,25,23,0,0,23,23,593,0.9978
29117846,1766033328000,22,25,0,0,25,25,593,0.9974
29117847,1766033334000,28,22,0,0,22,22,593,0.9976
29117848,1766033340000,24,28,0,0,28,28,593,0.9977
29117849,1766033346000,26,24,0,0,24,24,593,0.9979
29117850,1766033352000,23,26,0,0,26,26,591,0.9979
29117851,1766033358000,28,23,0,0,23,23,593,0.9971
29117852,1766033364000,22,28,0,0,28,28,593,0.9981
29117853,1766033370000,24,22,0,0,22,22,593,0.9979
29117854,1766033376000,24,24,0,0,24,24,590,0.9978
29117855,1766033382000,25,24,0,0,24,24,593,0.9979
29117856,1766033388000,24,25,0,0,25,25,593,0.9976
29117857,1766033394000,28,24,0,0,24,24,593,0.9973
29117858,1766033400000,23,28,0,0,28,28,593,0.9974
29117859,1766033406000,30,23,0,0,23,23,593,0.9972
29117860,1766033412000,25,30,0,0,30,30,593,0.9975
29117861,1766033418000,28,25,0,0,25,25,591,0.9974
29117862,1766033424000,24,28,0,0,28,28,593,0.997
29117863,1766033430000,26,24,0,0,24,24,593,0.9962
29117864,1766033436000,22,26,0,0,26,26,593,0.9979
29117865,1766033442000,28,22,0,0,22,22,592,0.9976
29117866,1766033448000,24,28,0,0,28,28,593,0.9978
29117867,1766033454000,27,24,0,0,24,24,593,0.998
29117868,1766033460000,25,27,0,0,27,27,593,0.9968
29117869,1766033466000,22,25,0,0,25,25,593,0.9976
29117870,1766033472000,31,22,0,0,22,22,593,0.9979
29117871,1766033478000,25,31,0,0,31,31,593,0.9971
29117872,1766033484000,27,25,0,0,25,25,593,0.9974
29117873,1766033490000,22,27,0,0,27,27,593,0.9978
29117874,1766033496000,25,22,0,0,22,22,593,0.9968
29117875,1766033502000,24,25,0,0,25,25,593,0.9981
29117876,1766033508000,28,24,0,0,24,24,593,0.9975
29117877,1766033514000,25,28,0,0,28,28,593,0.9978
29117878,1766033520000,28,25,0,0,25,25,593,0.9977
29117879,1766033526000,26,28,0,0,28,28,593,0.9978
29117880,1766033532000,25,26,0,0,26,26,593,0.9975
29117881,1766033538000,24,25,0,0,25,25,590,0.9978
29117882,1766033544000,29,24,0,0,24,24,593,0.9975
29117883,1766033550000,25,29,0,0,29,29,593,0.9978
29117884,1766033556000,26,25,0,0,25,25,593,0.9979
29117885,1766033562000,24,26,0,0,26,26,593,0.9977
29117886,1766033568000,27,24,0,0,24,24,593,0.9978
29117887,1766033574000,22,27,0,0,27,27,593,0.9977
29117888,1766033580000,25,22,0,0,22,22,593,0.9979
29117889,1766033586000,22,25,0,0,25,25,593,0.998
29117890,1766033592000,28,22,0,0,22,22,593,0.9978
29117891,1766033598000,24,28,0,0,28,28,593,0.9978
29117892,1766033604000,28,24,0,0,24,24,593,0.9979
29117893,1766033610000,21,28,0,0,28,28,593,0.9981
29117894,1766033616000,31,21,0,0,21,21,593,0.9978
29117895,1766033622000,21,31,0,0,31,31,593,0.998
29117896,1766033628000,32,21,0,0,21,21,593,0.9979
29117897,1766033634000,22,32,0,0,32,32,592,0.9981
29117898,1766033640000,32,22,0,0,22,22,593,0.9981
29117899,1766033646000,21,32,0,0,32,32,593,0.9981
29117900,1766033652000,30,21,0,0,21,21,593,0.9979
29117901,1766033658000,23,30,0,0,30,30,593,0.998
29117902,1766033664000,31,23,0,0,23,23,593,0.998
29117903,1766033670000,22,31,0,0,31,31,593,0.998
29117904,1766033676000,30,22,0,0,22,22,593,0.9967
29117905,1766033682000,18,30,0,0,30,30,593,0.998
29117906,1766033688000,33,18,0,0,18,18,593,0.9978
29117907,1766033694000,18,33,0,0,33,33,593,0.9972
29117908,1766033700000,27,18,0,0,18,18,593,0.997
29117909,1766033706000,20,27,0,0,27,27,593,0.9979
29117910,1766033712000,31,20,0,0,20,20,593,0.9967
29117911,1766033718000,19,31,0,0,31,31,593,0.998
29117912,1766033724000,33,19,0,0,19,19,593,0.9978
29117913,1766033730000,20,33,0,0,33,33,593,0.9979
29117914,1766033736000,31,20,0,0,20,20,593,0.9978
29117915,1766033742000,19,31,0,0,31,31,593,0.9978
29117916,1766033748000,29,19,0,0,19,19,593,0.9981
29117917,1766033754000,21,29,0,0,29,29,593,0.9973
29117918,1766033760000,31,21,0,0,21,21,593,0.9978
29117919,1766033766000,23,31,0,0,31,31,593,0.9979
29117920,1766033772000,28,23,0,0,23,23,593,0.9979
29117921,1766033778000,22,28,0,0,28,28,593,0.9981
29117922,1766033784000,27,22,0,0,22,22,593,0.9982
29117923,1766033790000,21,27,0,0,27,27,593,0.9979
29117924,1766033796000,29,21,0,0,21,21,591,0.9977
29117925,1766033802000,22,29,0,0,29,29,593,0.997
29117926,1766033808000,27,22,0,0,22,22,593,0.9978
