block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29189843,1766468814001,31,20,0,0,20,20,593,0.9943
29189844,1766468820001,20,31,0,0,31,31,594,0.9927
29189845,1766468826001,28,20,0,0,20,20,594,0.9927
29189846,1766468832001,20,28,0,0,28,28,593,0.9928
29189847,1766468838001,32,20,0,0,20,20,594,0.993
29189848,1766468844001,19,32,0,0,32,32,593,0.9948
29189849,1766468850001,31,19,0,0,19,19,594,0.993
29189850,1766468856001,18,31,0,0,31,31,594,0.9921
29189851,1766468862001,30,18,0,0,18,18,594,0.9922
29189852,1766468868001,19,30,0,0,30,30,594,0.9929
29189853,1766468874001,30,19,0,0,19,19,594,0.993
29189854,1766468880001,19,30,0,0,30,30,592,0.9928
29189855,1766468886001,31,19,0,0,19,19,593,0.9946
29189856,1766468892001,19,31,0,0,31,31,593,0.9947
29189857,1766468898001,32,19,0,0,19,19,593,0.9945
29189858,1766468904001,19,32,0,0,32,32,594,0.993
29189859,1766468910001,33,19,0,0,19,19,594,0.9928
29189860,1766468916001,19,33,0,0,33,33,593,0.9948
29189861,1766468922001,28,19,0,0,19,19,594,0.9929
29189862,1766468928001,19,28,0,0,28,28,594,0.993
29189863,1766468934001,33,19,0,0,19,19,594,0.9928
29189864,1766468940001,18,33,0,0,33,33,593,0.9947
29189865,1766468946001,30,18,0,0,18,18,593,0.9943
29189866,1766468952001,19,30,0,0,30,30,594,0.9932
29189867,1766468958001,31,19,0,0,19,19,594,0.9932
29189868,1766468964001,17,31,0,0,31,31,594,0.9932
29189869,1766468970001,30,17,0,0,17,17,593,0.9945
29189870,1766468976001,19,30,0,0,30,30,593,0.9947
29189871,1766468982001,30,19,0,0,19,19,594,0.9929
29189872,1766468988001,22,30,0,0,30,30,594,0.9931
29189873,1766468994001,27,22,0,0,22,22,593,0.9948
29189874,1766469000001,17,27,0,0,27,27,593,0.9946
29189875,1766469006001,29,17,0,0,17,17,593,0.9944
29189876,1766469012001,20,29,0,0,29,29,593,0.9949
29189877,1766469018001,26,20,0,0,20,20,593,0.9949
29189878,1766469024001,19,26,0,0,26,26,593,0.9933
29189879,1766469030001,28,19,0,0,19,19,593,0.9948
29189880,1766469036001,21,28,0,0,28,28,593,0.9948
29189881,1766469042001,28,21,0,0,21,21,593,0.9946
29189882,1766469048001,18,28,0,0,28,28,594,0.9931
