block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29362643,1767512556000,21,31,0,0,31,31,596,0.9958
29362644,1767512562000,29,21,0,0,21,21,596,0.9939
29362645,1767512568000,21,29,0,0,29,29,595,0.9944
29362646,1767512574000,33,21,0,0,21,21,596,0.9954
29362647,1767512580000,23,33,0,0,33,33,596,0.9969
29362648,1767512586000,27,23,0,0,23,23,595,0.9978
29362649,1767512592000,21,27,0,0,27,27,595,0.9977
29362650,1767512598000,30,21,0,0,21,21,596,0.9969
29362651,1767512604000,20,30,0,0,30,30,596,0.9957
29362652,1767512610000,31,20,0,0,20,20,596,0.9963
29362653,1767512616000,22,31,0,0,31,31,594,0.9977
29362654,1767512622000,31,22,0,0,22,22,596,0.9965
29362655,1767512628000,24,31,0,0,31,31,595,0.9955
29362656,1767512634000,31,24,0,0,24,24,595,0.9973
29362657,1767512640000,23,31,0,0,31,31,596,0.9961
29362658,1767512646000,32,23,0,0,23,23,595,0.9977
29362659,1767512652000,22,32,0,0,32,32,595,0.9974
29362660,1767512658000,28,22,0,0,22,22,595,0.997
29362661,1767512664000,23,28,0,0,28,28,596,0.997
29362662,1767512670000,30,23,0,0,23,23,596,0.9951
29362663,1767512676000,27,30,0,0,30,30,596,0.9974
29362664,1767512682000,27,27,0,0,27,27,596,0.9963
29362665,1767512688000,27,27,0,0,27,27,596,0.9927
29362666,1767512694000,23,27,0,0,27,27,595,0.9971
29362667,1767512700000,28,23,0,0,23,23,595,0.9962
29362668,1767512706000,23,28,0,0,28,28,596,0.9959
29362669,1767512712000,29,23,0,0,23,23,595,0.9967
29362670,1767512718000,23,29,0,0,29,29,596,0.996
29362671,1767512724000,26,23,0,0,23,23,596,0.9964
29362672,1767512730000,28,26,0,0,26,26,595,0.9971
29362673,1767512736000,28,28,0,0,28,28,595,0.9969
29362674,1767512742000,27,28,0,0,28,28,595,0.9954
29362675,1767512748000,28,27,0,0,27,27,595,0.9973
29362676,1767512754000,27,28,0,0,28,28,595,0.9969
29362677,1767512760000,24,27,0,0,27,27,595,0.9974
29362678,1767512766000,27,24,0,0,24,24,595,0.9976
29362679,1767512772000,26,27,0,0,27,27,596,0.9966
29362680,1767512778000,26,26,0,0,26,26,596,0.9974
29362681,1767512784000,31,26,0,0,26,26,595,0.9977
29362682,1767512790000,25,31,0,0,31,31,595,0.9976
29362683,1767512796000,26,25,0,0,25,25,596,0.9969
29362684,1767512802000,26,26,0,0,26,26,595,0.9977
29362685,1767512808000,27,26,0,0,26,26,595,0.9972
29362686,1767512814000,26,27,0,0,27,27,595,0.9969
29362687,1767512820000,24,26,0,0,26,26,595,0.9968
29362688,1767512826000,26,24,0,0,24,24,596,0.9972
29362689,1767512832000,27,26,0,0,26,26,596,0.996
29362690,1767512838000,29,27,0,0,27,27,596,0.9972
29362691,1767512844000,27,29,0,0,29,29,596,0.9973
29362692,1767512850000,24,27,0,0,27,27,596,0.9975
29362693,1767512856000,27,24,0,0,24,24,596,0.9971
29362694,1767512862000,22,27,0,0,27,27,596,0.9974
29362695,1767512868000,24,22,0,0,22,22,596,0.9975
29362696,1767512874000,23,24,0,0,24,24,596,0.9971
29362697,1767512880000,27,23,0,0,23,23,592,0.9963
29362698,1767512886000,22,27,0,0,27,27,595,0.9966
29362699,1767512892000,26,22,0,0,22,22,596,0.997
29362700,1767512898000,24,26,0,0,26,26,595,0.9958
29362701,1767512904000,28,24,0,0,24,24,596,0.9971
29362702,1767512910000,23,28,0,0,28,28,596,0.9975
29362703,1767512916000,27,23,0,0,23,23,595,0.9959
29362704,1767512922000,23,27,0,0,27,27,596,0.9965
29362705,1767512928000,29,23,0,0,23,23,596,0.9961
29362706,1767512934000,24,29,0,0,29,29,595,0.9967
29362707,1767512940000,26,24,0,0,24,24,596,0.9961
29362708,1767512946000,20,26,0,0,26,26,596,0.9954
29362709,1767512952000,26,20,0,0,20,20,595,0.9973
29362710,1767512958000,24,26,0,0,26,26,596,0.9975
29362711,1767512964000,27,24,0,0,24,24,596,0.9978
29362712,1767512970000,22,27,0,0,27,27,596,0.997
29362713,1767512976000,29,22,0,0,22,22,596,0.9968
29362714,1767512982000,24,29,0,0,29,29,596,0.9975
29362715,1767512988000,29,24,0,0,24,24,596,0.9965
29362716,1767512994000,23,29,0,0,29,29,596,0.9973
29362717,1767513000000,29,23,0,0,23,23,595,0.9976
29362718,1767513006000,24,29,0,0,29,29,593,0.997
29362719,1767513012000,27,24,0,0,24,24,595,0.9979
29362720,1767513018000,26,27,0,0,27,27,596,0.9968
29362721,1767513024000,28,26,0,0,26,26,595,0.9968
29362722,1767513030000,23,28,0,0,28,28,596,0.9953
29362723,1767513036000,30,23,0,0,23,23,596,0.9969
29362724,1767513042000,25,30,0,0,30,30,596,0.9963
29362725,1767513048000,30,25,0,0,25,25,596,0.9974
29362726,1767513054000,26,30,0,0,30,30,596,0.9973
29362727,1767513060000,27,26,0,0,26,26,596,0.9961
29362728,1767513066000,26,27,0,0,27,27,596,0.997
29362729,1767513072000,30,26,0,0,26,26,595,0.9977
29362730,1767513078000,26,30,0,0,30,30,596,0.9969
29362731,1767513084000,26,26,0,0,26,26,595,0.9981
29362732,1767513090000,26,26,0,0,26,26,595,0.9978
29362733,1767513096000,25,26,0,0,26,26,595,0.9975
29362734,1767513102000,24,25,0,0,25,25,595,0.9974
29362735,1767513108000,27,24,0,0,24,24,593,0.9973
29362736,1767513114000,25,27,0,0,27,27,595,0.9945
29362737,1767513120000,25,25,0,0,25,25,595,0.9945
29362738,1767513126000,25,25,0,0,25,25,595,0.9972
29362739,1767513132000,23,25,0,0,25,25,595,0.9972
29362740,1767513138000,24,23,0,0,23,23,595,0.998
29362741,1767513144000,27,24,0,0,24,24,595,0.9973
29362742,1767513150000,24,27,0,0,27,27,595,0.9978
29362743,1767513156000,23,24,0,0,24,24,595,0.9973
29362744,1767513162000,28,23,0,0,23,23,595,0.9966
29362745,1767513168000,29,28,0,0,28,28,596,0.9969
29362746,1767513174000,27,29,0,0,29,29,596,0.9961
29362747,1767513180000,27,27,0,0,27,27,596,0.9956
29362748,1767513186000,25,27,0,0,27,27,596,0.9958
29362749,1767513192000,27,25,0,0,25,25,596,0.9952
29362750,1767513198000,27,27,0,0,27,27,595,0.9977
29362751,1767513204000,23,27,0,0,27,27,595,0.9971
29362752,1767513210000,23,23,0,0,23,23,595,0.9975
29362753,1767513216000,26,23,0,0,23,23,596,0.9953
29362754,1767513222000,26,26,0,0,26,26,595,0.9976
29362755,1767513228000,27,26,0,0,26,26,596,0.9954
29362756,1767513234000,23,27,0,0,27,27,596,0.9963
29362757,1767513240000,26,23,0,0,23,23,595,0.9972
29362758,1767513246000,24,26,0,0,26,26,595,0.9973
29362759,1767513252000,26,24,0,0,24,24,595,0.9975
29362760,1767513258000,26,26,0,0,26,26,594,0.997
29362761,1767513264000,28,26,0,0,26,26,595,0.9966
29362762,1767513270000,26,28,0,0,28,28,595,0.9973
29362763,1767513276000,27,26,0,0,26,26,595,0.9976
29362764,1767513282000,23,27,0,0,27,27,595,0.9973
29362765,1767513288000,29,23,0,0,23,23,595,0.9963
29362766,1767513294000,24,29,0,0,29,29,595,0.9973
29362767,1767513300000,27,24,0,0,24,24,595,0.9968
29362768,1767513306000,24,27,0,0,27,27,595,0.9972
29362769,1767513312000,29,24,0,0,24,24,595,0.9967
29362770,1767513318000,23,29,0,0,29,29,595,0.9966
29362771,1767513324000,30,23,0,0,23,23,595,0.9977
29362772,1767513330000,25,30,0,0,30,30,595,0.9978
29362773,1767513336000,27,25,0,0,25,25,595,0.9968
29362774,1767513342000,26,27,0,0,27,27,595,0.9976
29362775,1767513348000,27,26,0,0,26,26,596,0.9954
29362776,1767513354000,23,27,0,0,27,27,595,0.9976
29362777,1767513360000,28,23,0,0,23,23,596,0.9958
29362778,1767513366000,21,28,0,0,28,28,595,0.9972
29362779,1767513372000,28,21,0,0,21,21,596,0.9956
29362780,1767513378000,23,28,0,0,28,28,595,0.9971
29362781,1767513384000,27,23,0,0,23,23,595,0.9972
29362782,1767513390000,23,27,0,0,27,27,596,0.9967
29362783,1767513396000,30,23,0,0,23,23,595,0.9974
29362784,1767513402000,25,30,0,0,30,30,595,0.9973
29362785,1767513408000,30,25,0,0,25,25,595,0.9972
29362786,1767513414000,24,30,0,0,30,30,596,0.9969
29362787,1767513420000,25,24,0,0,24,24,596,0.9959
29362788,1767513426000,21,25,0,0,25,25,595,0.997
29362789,1767513432000,28,21,0,0,21,21,596,0.9957
29362790,1767513438000,24,28,0,0,28,28,596,0.9974
29362791,1767513444000,0,0,0,0,0,0,0,0
29362792,1767513450000,31,24,0,0,24,24,596,0.9978
29362793,1767513456000,25,31,0,0,31,31,595,0.9963
29362794,1767513462000,25,25,0,0,25,25,596,0.9962
29362795,1767513468000,28,25,0,0,25,25,596,0.996
29362796,1767513474000,25,28,0,0,28,28,595,0.9977
29362797,1767513480000,23,25,0,0,25,25,595,0.9972
29362798,1767513486000,25,23,0,0,23,23,596,0.9942
29362799,1767513492000,25,25,0,0,25,25,596,0.9952
29362800,1767513498000,25,25,0,0,25,25,596,0.9971
29362801,1767513504000,28,25,0,0,25,25,595,0.9962
29362802,1767513510000,28,28,0,0,28,28,595,0.9962
29362803,1767513516000,24,28,0,0,28,28,594,0.9974
29362804,1767513522000,25,24,0,0,24,24,594,0.9978
29362805,1767513528000,23,25,0,0,25,25,595,0.9966
29362806,1767513534000,24,23,0,0,23,23,594,0.9971
29362807,1767513540000,28,24,0,0,24,24,595,0.9975
29362808,1767513546000,25,28,0,0,28,28,594,0.998
29362809,1767513552000,27,25,0,0,25,25,595,0.9968
29362810,1767513558000,22,27,0,0,27,27,595,0.9979
29362811,1767513564000,29,22,0,0,22,22,595,0.9976
29362812,1767513570000,22,29,0,0,29,29,595,0.998
29362813,1767513576000,31,22,0,0,22,22,596,0.9963
29362814,1767513582000,20,31,0,0,31,31,596,0.9957
29362815,1767513588000,27,20,0,0,20,20,595,0.9979
29362816,1767513594000,22,27,0,0,27,27,595,0.9974
29362817,1767513600000,30,22,0,0,22,22,595,0.9978
29362818,1767513606000,20,30,0,0,30,30,596,0.9959
29362819,1767513612000,30,20,0,0,20,20,595,0.9972
29362820,1767513618000,21,30,0,0,30,30,595,0.9976
29362821,1767513624000,30,21,0,0,21,21,595,0.9976
29362822,1767513630000,20,30,0,0,30,30,595,0.9976
29362823,1767513636000,28,20,0,0,20,20,595,0.9979
29362824,1767513642000,20,28,0,0,28,28,595,0.9977
29362825,1767513648000,34,20,0,0,20,20,596,0.9966
29362826,1767513654000,20,34,0,0,34,34,596,0.9946
29362827,1767513660000,29,20,0,0,20,20,595,0.9972
29362828,1767513666000,19,29,0,0,29,29,595,0.9976
29362829,1767513672000,28,19,0,0,19,19,595,0.9975
29362830,1767513678000,22,28,0,0,28,28,595,0.9977
29362831,1767513684000,32,22,0,0,22,22,595,0.9975
29362832,1767513690000,23,32,0,0,32,32,594,0.9976
29362833,1767513696000,32,23,0,0,23,23,595,0.9957
29362834,1767513702000,22,32,0,0,32,32,595,0.9971
29362835,1767513708000,30,22,0,0,22,22,595,0.9969
29362836,1767513714000,21,30,0,0,30,30,595,0.9966
29362837,1767513720000,30,21,0,0,21,21,595,0.9963
29362838,1767513726000,20,30,0,0,30,30,596,0.996
29362839,1767513732000,27,20,0,0,20,20,595,0.9982
29362840,1767513738000,22,27,0,0,27,27,595,0.996
29362841,1767513744000,30,22,0,0,22,22,596,0.9948
29362842,1767513750000,21,30,0,0,30,30,596,0.9963
29362843,1767513756000,29,21,0,0,21,21,594,0.9973
29362844,1767513762000,24,29,0,0,29,29,596,0.9959
29362845,1767513768000,29,24,0,0,24,24,596,0.9971
29362846,1767513774000,22,29,0,0,29,29,595,0.9974
29362847,1767513780000,26,22,0,0,22,22,595,0.998
29362848,1767513786000,19,26,0,0,26,26,595,0.9976
29362849,1767513792000,30,19,0,0,19,19,595,0.9956
29362850,1767513798000,23,30,0,0,30,30,595,0.997
29362851,1767513804000,27,23,0,0,23,23,595,0.9975
29362852,1767513810000,25,27,0,0,27,27,595,0.9978
29362853,1767513816000,30,25,0,0,25,25,595,0.9977
29362854,1767513822000,22,30,0,0,30,30,595,0.9977
29362855,1767513828000,30,22,0,0,22,22,595,0.9976
29362856,1767513834000,23,30,0,0,30,30,596,0.9975
29362857,1767513840000,26,23,0,0,23,23,595,0.9974
29362858,1767513846000,23,26,0,0,26,26,596,0.9959
29362859,1767513852000,26,23,0,0,23,23,596,0.9977
29362860,1767513858000,23,26,0,0,26,26,595,0.9977
29362861,1767513864000,28,23,0,0,23,23,596,0.9974
29362862,1767513870000,23,28,0,0,28,28,596,0.9961
29362863,1767513876000,26,23,0,0,23,23,595,0.9978
29362864,1767513882000,26,26,0,0,26,26,596,0.9965
29362865,1767513888000,31,26,0,0,26,26,595,0.9975
29362866,1767513894000,25,31,0,0,31,31,596,0.9964
29362867,1767513900000,29,25,0,0,25,25,595,0.9973
29362868,1767513906000,20,29,0,0,29,29,592,0.9976
29362869,1767513912000,31,20,0,0,20,20,595,0.9976
29362870,1767513918000,24,31,0,0,31,31,595,0.9973
29362871,1767513924000,30,24,0,0,24,24,595,0.9975
29362872,1767513930000,22,30,0,0,30,30,594,0.9968
29362873,1767513936000,30,22,0,0,22,22,595,0.9964
29362874,1767513942000,23,30,0,0,30,30,595,0.9973
29362875,1767513948000,31,23,0,0,23,23,595,0.9976
29362876,1767513954000,21,31,0,0,31,31,596,0.9963
29362877,1767513960000,28,21,0,0,21,21,595,0.9983
29362878,1767513966000,21,28,0,0,28,28,595,0.9972
29362879,1767513972000,30,21,0,0,21,21,595,0.998
29362880,1767513978000,22,30,0,0,30,30,595,0.9977
29362881,1767513984000,31,22,0,0,22,22,596,0.9973
29362882,1767513990000,23,31,0,0,31,31,596,0.9964
29362883,1767513996000,27,23,0,0,23,23,596,0.9952
29362884,1767514002000,20,27,0,0,27,27,596,0.9953
29362885,1767514008000,31,20,0,0,20,20,591,0.997
29362886,1767514014000,21,31,0,0,31,31,595,0.997
29362887,1767514020000,28,21,0,0,21,21,595,0.9976
29362888,1767514026000,20,28,0,0,28,28,595,0.9972
29362889,1767514032000,31,20,0,0,20,20,595,0.9967
29362890,1767514038000,17,31,0,0,31,31,595,0.9975
29362891,1767514044000,30,17,0,0,17,17,596,0.9951
29362892,1767514050000,18,30,0,0,30,30,595,0.9961
29362893,1767514056000,27,18,0,0,18,18,595,0.9978
29362894,1767514062000,20,27,0,0,27,27,594,0.9974
29362895,1767514068000,28,20,0,0,20,20,595,0.997
29362896,1767514074000,18,28,0,0,28,28,596,0.9953
29362897,1767514080000,28,18,0,0,18,18,595,0.9973
29362898,1767514086000,19,28,0,0,28,28,596,0.996
29362899,1767514092000,27,19,0,0,19,19,595,0.9977
29362900,1767514098000,17,27,0,0,27,27,595,0.9975
29362901,1767514104000,31,17,0,0,17,17,596,0.9975
29362902,1767514110000,20,31,0,0,31,31,596,0.9975
29362903,1767514116000,31,20,0,0,20,20,596,0.9977
29362904,1767514122000,20,31,0,0,31,31,596,0.9971
29362905,1767514128000,32,20,0,0,20,20,596,0.9947
29362906,1767514134000,20,32,0,0,32,32,596,0.9971
29362907,1767514140000,28,20,0,0,20,20,595,0.9971
29362908,1767514146000,19,28,0,0,28,28,596,0.9962
29362909,1767514152000,32,19,0,0,19,19,595,0.9973
29362910,1767514158000,22,32,0,0,32,32,596,0.9973
29362911,1767514164000,29,22,0,0,22,22,595,0.9958
29362912,1767514170000,20,29,0,0,29,29,596,0.997
29362913,1767514176000,32,20,0,0,20,20,596,0.9967
29362914,1767514182000,20,32,0,0,32,32,596,0.9966
29362915,1767514188000,0,0,0,0,0,0,0,0
29362916,1767514194000,33,20,0,0,20,20,596,0.998
29362917,1767514200000,24,33,0,0,33,33,594,0.9976
29362918,1767514206000,29,24,0,0,24,24,596,0.9954
29362919,1767514212000,22,29,0,0,29,29,594,0.9976
29362920,1767514218000,30,22,0,0,22,22,595,0.998
29362921,1767514224000,26,30,0,0,30,30,596,0.996
29362922,1767514230000,28,26,0,0,26,26,596,0.9971
29362923,1767514236000,22,28,0,0,28,28,596,0.9956
29362924,1767514242000,30,22,0,0,22,22,596,0.9966
29362925,1767514248000,24,30,0,0,30,30,596,0.9971
29362926,1767514254000,27,24,0,0,24,24,596,0.9972
29362927,1767514260000,25,27,0,0,27,27,594,0.9957
29362928,1767514266000,26,25,0,0,25,25,596,0.9975
29362929,1767514272000,26,26,0,0,26,26,593,0.9967
29362930,1767514278000,25,26,0,0,26,26,596,0.9955
29362931,1767514284000,25,25,0,0,25,25,596,0.9952
29362932,1767514290000,23,25,0,0,25,25,595,0.9976
29362933,1767514296000,25,23,0,0,23,23,596,0.997
29362934,1767514302000,26,25,0,0,25,25,596,0.996
29362935,1767514308000,27,26,0,0,26,26,596,0.9966
29362936,1767514314000,28,27,0,0,27,27,596,0.9968
29362937,1767514320000,29,28,0,0,28,28,595,0.9972
29362938,1767514326000,23,29,0,0,29,29,595,0.9967
29362939,1767514332000,27,23,0,0,23,23,594,0.9979
29362940,1767514338000,26,27,0,0,27,27,594,0.9977
29362941,1767514344000,28,26,0,0,26,26,595,0.9972
29362942,1767514350000,24,28,0,0,28,28,595,0.9975
29362943,1767514356000,27,24,0,0,24,24,596,0.9976
29362944,1767514362000,24,27,0,0,27,27,596,0.9972
29362945,1767514368000,30,24,0,0,24,24,596,0.997
29362946,1767514374000,24,30,0,0,30,30,596,0.9978
29362947,1767514380000,27,24,0,0,24,24,596,0.9963
29362948,1767514386000,26,27,0,0,27,27,596,0.9961
29362949,1767514392000,29,26,0,0,26,26,596,0.9956
29362950,1767514398000,23,29,0,0,29,29,596,0.997
29362951,1767514404000,27,23,0,0,23,23,596,0.9961
29362952,1767514410000,27,27,0,0,27,27,595,0.9977
29362953,1767514416000,26,27,0,0,27,27,596,0.9975
29362954,1767514422000,26,26,0,0,26,26,594,0.9939
29362955,1767514428000,28,26,0,0,26,26,593,0.9977
29362956,1767514434000,23,28,0,0,28,28,596,0.998
29362957,1767514440000,27,23,0,0,23,23,596,0.9971
29362958,1767514446000,25,27,0,0,27,27,596,0.9958
29362959,1767514452000,25,25,0,0,25,25,596,0.9954
29362960,1767514458000,24,25,0,0,25,25,596,0.9968
29362961,1767514464000,30,24,0,0,24,24,596,0.996
29362962,1767514470000,23,30,0,0,30,30,596,0.9968
29362963,1767514476000,30,23,0,0,23,23,596,0.996
29362964,1767514482000,22,30,0,0,30,30,596,0.9969
29362965,1767514488000,29,22,0,0,22,22,596,0.9973
29362966,1767514494000,24,29,0,0,29,29,596,0.9972
29362967,1767514500000,27,24,0,0,24,24,596,0.9962
29362968,1767514506000,22,27,0,0,27,27,596,0.9979
29362969,1767514512000,30,22,0,0,22,22,592,0.997
29362970,1767514518000,25,30,0,0,30,30,596,0.9973
29362971,1767514524000,29,25,0,0,25,25,595,0.9976
29362972,1767514530000,24,29,0,0,29,29,596,0.996
29362973,1767514536000,27,24,0,0,24,24,596,0.9961
29362974,1767514542000,24,27,0,0,27,27,596,0.9962
29362975,1767514548000,27,24,0,0,24,24,595,0.9977
29362976,1767514554000,27,27,0,0,27,27,596,0.9965
29362977,1767514560000,28,27,0,0,27,27,595,0.9975
29362978,1767514566000,25,28,0,0,28,28,595,0.997
29362979,1767514572000,31,25,0,0,25,25,595,0.9974
29362980,1767514578000,23,31,0,0,31,31,596,0.9962
29362981,1767514584000,33,23,0,0,23,23,596,0.997
29362982,1767514590000,25,33,0,0,33,33,596,0.9959
29362983,1767514596000,27,25,0,0,25,25,596,0.9956
29362984,1767514602000,26,27,0,0,27,27,596,0.9971
29362985,1767514608000,22,26,0,0,26,26,595,0.9975
29362986,1767514614000,25,22,0,0,22,22,594,0.9972
29362987,1767514620000,22,25,0,0,25,25,595,0.9971
29362988,1767514626000,25,22,0,0,22,22,595,0.998
29362989,1767514632000,22,25,0,0,25,25,595,0.9977
29362990,1767514638000,26,22,0,0,22,22,595,0.9976
29362991,1767514644000,20,26,0,0,26,26,595,0.9978
29362992,1767514650000,29,20,0,0,20,20,595,0.9977
29362993,1767514656000,23,29,0,0,29,29,595,0.9973
29362994,1767514662000,30,23,0,0,23,23,596,0.9964
29362995,1767514668000,24,30,0,0,30,30,596,0.9966
29362996,1767514674000,30,24,0,0,24,24,595,0.9974
29362997,1767514680000,24,30,0,0,30,30,595,0.9974
