timestamp_ms,date,near_usd
1764046923982,2025-11-25T05:02:03.982Z,1.899176
1764050443950,2025-11-25T06:00:43.950Z,1.899340
1764054068607,2025-11-25T07:01:08.607Z,1.871189
1764057650763,2025-11-25T08:00:50.763Z,1.851116
1764061305590,2025-11-25T09:01:45.590Z,1.853638
1764064899523,2025-11-25T10:01:39.523Z,1.859532
1764068606049,2025-11-25T11:03:26.049Z,1.858803
1764072208480,2025-11-25T12:03:28.480Z,1.854845
1764075754393,2025-11-25T13:02:34.393Z,1.868935
1764079330799,2025-11-25T14:02:10.799Z,1.853106
1764082983130,2025-11-25T15:03:03.130Z,1.832570
1764086818290,2025-11-25T16:06:58.290Z,1.842934
1764090018094,2025-11-25T17:00:18.094Z,1.867951
1764093630149,2025-11-25T18:00:30.149Z,1.906578
1764097224511,2025-11-25T19:00:24.511Z,1.902540
1764100957268,2025-11-25T20:02:37.268Z,1.891760
1764104485214,2025-11-25T21:01:25.214Z,1.901198
1764108024986,2025-11-25T22:00:24.986Z,1.897891
1764111622827,2025-11-25T23:00:22.827Z,1.914152
1764115398659,2025-11-26T00:03:18.659Z,1.911826
1764118878332,2025-11-26T01:01:18.332Z,1.913848
1764122671653,2025-11-26T02:04:31.653Z,1.914650
1764126022055,2025-11-26T03:00:22.055Z,1.901383
1764129689096,2025-11-26T04:01:29.096Z,1.881669
1764133281569,2025-11-26T05:01:21.569Z,1.876167
1764136891407,2025-11-26T06:01:31.407Z,1.892573
1764140504823,2025-11-26T07:01:44.823Z,1.888963
1764144063357,2025-11-26T08:01:03.357Z,1.889710
1764147801518,2025-11-26T09:03:21.518Z,1.866217
1764151282825,2025-11-26T10:01:22.825Z,1.860166
1764154828543,2025-11-26T11:00:28.543Z,1.858898
1764158506911,2025-11-26T12:01:46.911Z,1.853825
1764162093571,2025-11-26T13:01:33.571Z,1.851690
1764165701902,2025-11-26T14:01:41.902Z,1.878445
1764169308450,2025-11-26T15:01:48.450Z,1.871214
1764172817365,2025-11-26T16:00:17.365Z,1.855653
1764176474557,2025-11-26T17:01:14.557Z,1.874562
1764180046083,2025-11-26T18:00:46.083Z,1.939029
1764183741891,2025-11-26T19:02:21.891Z,1.955924
1764187229234,2025-11-26T20:00:29.234Z,1.941955
1764190917565,2025-11-26T21:01:57.565Z,1.931206
1764194412934,2025-11-26T22:00:12.934Z,1.948094
1764198107592,2025-11-26T23:01:47.592Z,1.936207
1764201681627,2025-11-27T00:01:21.627Z,1.937146
1764205258880,2025-11-27T01:00:58.880Z,1.926585
1764208907275,2025-11-27T02:01:47.275Z,1.936909
1764212521224,2025-11-27T03:02:01.224Z,1.932375
1764216078390,2025-11-27T04:01:18.390Z,1.916249
1764219678715,2025-11-27T05:01:18.715Z,1.922470
1764223247015,2025-11-27T06:00:47.015Z,1.916015
1764226914069,2025-11-27T07:01:54.069Z,1.931578
1764230405403,2025-11-27T08:00:05.403Z,1.923606
1764234128309,2025-11-27T09:02:08.309Z,1.923558
1764237717835,2025-11-27T10:01:57.835Z,1.930773
1764241301260,2025-11-27T11:01:41.260Z,1.930768
1764245005898,2025-11-27T12:03:25.898Z,1.917769
1764248499887,2025-11-27T13:01:39.887Z,1.907053
1764252114671,2025-11-27T14:01:54.671Z,1.913792
1764255600266,2025-11-27T15:00:00.266Z,1.925897
1764259271855,2025-11-27T16:01:11.855Z,1.934151
1764262848947,2025-11-27T17:00:48.947Z,1.943776
1764266469049,2025-11-27T18:01:09.049Z,1.938600
1764270111871,2025-11-27T19:01:51.871Z,1.945259
1764273705557,2025-11-27T20:01:45.557Z,1.936471
1764277297156,2025-11-27T21:01:37.156Z,1.937216
1764280899492,2025-11-27T22:01:39.492Z,1.928044
1764284761678,2025-11-27T23:06:01.678Z,1.908902
1764288019295,2025-11-28T00:00:19.295Z,1.908103
1764291638774,2025-11-28T01:00:38.774Z,1.909375
1764295489359,2025-11-28T02:04:49.359Z,1.886217
1764298931176,2025-11-28T03:02:11.176Z,1.885355
1764302510515,2025-11-28T04:01:50.515Z,1.889584
1764306106235,2025-11-28T05:01:46.235Z,1.884072
1764309699090,2025-11-28T06:01:39.090Z,1.887739
1764313275201,2025-11-28T07:01:15.201Z,1.881537
1764316898305,2025-11-28T08:01:38.305Z,1.884439
1764320507119,2025-11-28T09:01:47.119Z,1.931177
1764324247413,2025-11-28T10:04:07.413Z,1.922227
1764327670462,2025-11-28T11:01:10.462Z,1.925171
1764331404765,2025-11-28T12:03:24.765Z,1.897623
1764334850665,2025-11-28T13:00:50.665Z,1.898276
1764338472716,2025-11-28T14:01:12.716Z,1.918799
1764342071937,2025-11-28T15:01:11.937Z,1.924494
1764345605628,2025-11-28T16:00:05.628Z,1.934820
1764349351042,2025-11-28T17:02:31.042Z,1.896749
1764352860289,2025-11-28T18:01:00.289Z,1.881816
1764356443442,2025-11-28T19:00:43.442Z,1.872857
1764360085559,2025-11-28T20:01:25.559Z,1.886169
1764363707858,2025-11-28T21:01:47.858Z,1.881292
1764367257129,2025-11-28T22:00:57.129Z,1.873597
1764370868068,2025-11-28T23:01:08.068Z,1.883790
1764374515336,2025-11-29T00:01:55.336Z,1.879801
1764378110877,2025-11-29T01:01:50.877Z,1.873815
1764381783385,2025-11-29T02:03:03.385Z,1.875707
1764385274119,2025-11-29T03:01:14.119Z,1.874251
1764388880395,2025-11-29T04:01:20.395Z,1.878353
1764392470678,2025-11-29T05:01:10.678Z,1.888241
1764396114897,2025-11-29T06:01:54.897Z,1.892833
1764399764997,2025-11-29T07:02:44.997Z,1.883213
1764403223199,2025-11-29T08:00:23.199Z,1.873868
1764406917377,2025-11-29T09:01:57.377Z,1.872201
1764410611829,2025-11-29T10:03:31.829Z,1.878495
1764414146724,2025-11-29T11:02:26.724Z,1.886469
1764417698552,2025-11-29T12:01:38.552Z,1.891448
1764421314696,2025-11-29T13:01:54.696Z,1.880732
1764424883893,2025-11-29T14:01:23.893Z,1.877920
1764428480253,2025-11-29T15:01:20.253Z,1.866447
1764432106261,2025-11-29T16:01:46.261Z,1.876361
1764435611784,2025-11-29T17:00:11.784Z,1.869095
