block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
22027065,1741737611000,6,786432,44564480
22027066,1741737623000,4,524288,44957696
22027067,1741737635000,4,524288,45088768
22027068,1741737647000,0,0,45219840
22027069,1741737659000,0,0,44826624
22027070,1741737671000,5,655360,44433408
22027071,1741737683000,3,393216,44695552
22027072,1741737695000,2,262144,44695552
22027073,1741737707000,5,655360,44564480
22027074,1741737719000,0,0,44826624
22027075,1741737731000,5,655360,44433408
22027076,1741737743000,5,655360,44695552
22027077,1741737755000,3,393216,44957696
22027078,1741737767000,0,0,44957696
22027079,1741737779000,2,262144,44564480
22027080,1741737791000,6,786432,44433408
22027081,1741737803000,0,0,44826624
22027082,1741737815000,0,0,44433408
22027083,1741737827000,0,0,44040192
22027084,1741737839000,5,655360,43646976
22027085,1741737851000,4,524288,43909120
22027086,1741737863000,1,131072,44040192
22027087,1741737875000,4,524288,43778048
22027088,1741737887000,6,786432,43909120
22027089,1741737899000,3,393216,44302336
22027090,1741737911000,6,786432,44302336
22027091,1741737923000,0,0,44695552
22027092,1741737935000,6,786432,44302336
22027093,1741737947000,3,393216,44695552
22027094,1741737959000,6,786432,44695552
22027095,1741737971000,6,786432,45088768
22027096,1741737983000,4,524288,45481984
22027097,1741737995000,1,131072,45613056
22027098,1741738007000,6,786432,45350912
22027099,1741738019000,4,524288,45744128
22027100,1741738031000,4,524288,45875200
22027101,1741738043000,6,786432,46006272
22027102,1741738055000,6,786432,46399488
22027103,1741738067000,2,262144,46792704
22027104,1741738079000,0,0,46661632
22027105,1741738091000,5,655360,46268416
22027106,1741738103000,5,655360,46530560
22027107,1741738115000,3,393216,46792704
22027108,1741738127000,5,655360,46792704
22027109,1741738139000,0,0,47054848
22027110,1741738151000,5,655360,46661632
22027111,1741738163000,6,786432,46923776
22027112,1741738175000,4,524288,47316992
22027113,1741738187000,6,786432,47448064
22027114,1741738199000,6,786432,47841280
22027115,1741738211000,0,0,48234496
22027116,1741738223000,3,393216,47841280
22027117,1741738235000,1,131072,47841280
22027118,1741738247000,5,655360,47579136
22027119,1741738259000,3,393216,47841280
22027120,1741738271000,4,524288,47841280
22027121,1741738283000,1,131072,47972352
22027122,1741738295000,6,786432,47710208
22027123,1741738307000,6,786432,48103424
22027124,1741738319000,0,0,48496640
22027125,1741738331000,6,786432,48103424
22027126,1741738343000,0,0,48496640
22027127,1741738355000,2,262144,48103424
22027128,1741738367000,5,655360,47972352
22027129,1741738379000,1,131072,48234496
22027130,1741738391000,1,131072,47972352
22027131,1741738403000,4,524288,47710208
22027132,1741738415000,4,524288,47841280
22027133,1741738427000,5,655360,47972352
22027134,1741738439000,1,131072,48234496
22027135,1741738451000,6,786432,47972352
22027136,1741738463000,2,262144,48365568
22027137,1741738475000,2,262144,48234496
22027138,1741738487000,0,0,48103424
22027139,1741738499000,4,524288,47710208
22027140,1741738511000,5,655360,47841280
22027141,1741738523000,6,786432,48103424
22027142,1741738535000,5,655360,48496640
22027143,1741738547000,6,786432,48758784
22027144,1741738559000,0,0,49152000
22027145,1741738571000,6,786432,48758784
22027146,1741738583000,5,655360,49152000
22027147,1741738595000,6,786432,49414144
22027148,1741738607000,6,786432,49807360
22027149,1741738619000,2,262144,50200576
22027150,1741738631000,2,262144,50069504
22027151,1741738643000,6,786432,49938432
22027152,1741738655000,6,786432,50331648
22027153,1741738667000,1,131072,50724864
22027154,1741738679000,6,786432,50462720
22027155,1741738691000,1,131072,50855936
22027156,1741738703000,2,262144,50593792
22027157,1741738715000,4,524288,50462720
22027158,1741738727000,0,0,50593792
22027159,1741738739000,6,786432,50200576
22027160,1741738751000,0,0,50593792
22027161,1741738763000,2,262144,50200576
22027162,1741738775000,0,0,50069504
22027163,1741738787000,3,393216,49676288
22027164,1741738799000,6,786432,49676288
22027165,1741738811000,3,393216,50069504
22027166,1741738823000,5,655360,50069504
22027167,1741738847000,1,131072,50331648
22027168,1741738859000,6,786432,50069504
