block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
19721528,1713916811000,0,0,0
19721529,1713916823000,0,0,0
19721530,1713916835000,0,0,0
19721531,1713916847000,0,0,0
19721532,1713916859000,6,786432,0
19721533,1713916871000,2,262144,393216
19721534,1713916883000,0,0,262144
19721535,1713916895000,0,0,0
19721536,1713916907000,0,0,0
19721537,1713916931000,0,0,0
19721538,1713916943000,6,786432,0
19721539,1713916955000,0,0,393216
19721540,1713916967000,6,786432,0
19721541,1713916979000,1,131072,393216
19721542,1713916991000,0,0,131072
19721543,1713917003000,0,0,0
19721544,1713917015000,0,0,0
19721545,1713917027000,0,0,0
19721546,1713917039000,0,0,0
19721547,1713917051000,0,0,0
19721548,1713917063000,0,0,0
19721549,1713917075000,0,0,0
19721550,1713917087000,0,0,0
19721551,1713917099000,0,0,0
19721552,1713917111000,0,0,0
19721553,1713917123000,0,0,0
19721554,1713917135000,6,786432,0
19721555,1713917147000,0,0,393216
19721556,1713917159000,0,0,0
19721557,1713917171000,0,0,0
19721558,1713917183000,6,786432,0
19721559,1713917195000,0,0,393216
19721560,1713917207000,0,0,0
19721561,1713917219000,3,393216,0
19721562,1713917231000,6,786432,0
19721563,1713917243000,0,0,393216
19721564,1713917255000,0,0,0
19721565,1713917267000,0,0,0
19721566,1713917279000,0,0,0
19721567,1713917291000,0,0,0
19721568,1713917303000,6,786432,0
19721569,1713917315000,0,0,393216
19721570,1713917327000,6,786432,0
19721571,1713917339000,0,0,393216
19721572,1713917351000,0,0,0
19721573,1713917363000,0,0,0
19721574,1713917375000,0,0,0
19721575,1713917387000,0,0,0
19721576,1713917399000,0,0,0
19721577,1713917411000,0,0,0
19721578,1713917423000,6,786432,0
19721579,1713917435000,0,0,393216
19721580,1713917447000,0,0,0
19721581,1713917459000,1,131072,0
19721582,1713917471000,6,786432,0
19721583,1713917483000,0,0,393216
19721584,1713917495000,0,0,0
19721585,1713917507000,0,0,0
19721586,1713917519000,0,0,0
19721587,1713917531000,0,0,0
19721588,1713917543000,6,786432,0
19721589,1713917555000,0,0,393216
19721590,1713917567000,0,0,0
19721591,1713917579000,0,0,0
19721592,1713917591000,0,0,0
19721593,1713917603000,0,0,0
19721594,1713917615000,0,0,0
19721595,1713917627000,6,786432,0
19721596,1713917639000,0,0,393216
19721597,1713917651000,6,786432,0
19721598,1713917663000,2,262144,393216
19721599,1713917675000,0,0,262144
19721600,1713917687000,6,786432,0
19721601,1713917699000,0,0,393216
19721602,1713917711000,6,786432,0
19721603,1713917723000,0,0,393216
19721604,1713917735000,1,131072,0
19721605,1713917747000,0,0,0
19721606,1713917759000,0,0,0
19721607,1713917771000,0,0,0
19721608,1713917783000,0,0,0
19721609,1713917795000,6,786432,0
19721610,1713917807000,6,786432,393216
19721611,1713917819000,0,0,786432
19721612,1713917831000,0,0,393216
19721613,1713917843000,0,0,0
19721614,1713917855000,0,0,0
19721615,1713917867000,0,0,0
19721616,1713917879000,0,0,0
19721617,1713917891000,0,0,0
19721618,1713917903000,0,0,0
19721619,1713917915000,0,0,0
19721620,1713917927000,6,786432,0
19721621,1713917939000,0,0,393216
19721622,1713917951000,6,786432,0
19721623,1713917963000,0,0,393216
19721624,1713917975000,0,0,0
19721625,1713917987000,6,786432,0
19721626,1713917999000,0,0,393216
19721627,1713918011000,1,131072,0
19721628,1713918023000,0,0,0
19721629,1713918035000,6,786432,0
19721630,1713918047000,0,0,393216
19721631,1713918059000,0,0,0
19721632,1713918071000,0,0,0
19721633,1713918083000,6,786432,0
19721634,1713918095000,0,0,393216
19721635,1713918107000,2,262144,0
19721636,1713918119000,0,0,0
19721637,1713918131000,0,0,0
19721638,1713918143000,0,0,0
19721639,1713918155000,0,0,0
19721640,1713918167000,0,0,0
19721641,1713918179000,0,0,0
19721642,1713918191000,0,0,0
19721643,1713918203000,6,786432,0
19721644,1713918215000,1,131072,393216
19721645,1713918227000,6,786432,131072
19721646,1713918239000,0,0,524288
19721647,1713918251000,0,0,131072
19721648,1713918263000,0,0,0
19721649,1713918275000,6,786432,0
19721650,1713918287000,0,0,393216
19721651,1713918299000,0,0,0
19721652,1713918311000,0,0,0
19721653,1713918323000,6,786432,0
19721654,1713918335000,1,131072,393216
19721655,1713918347000,6,786432,131072
19721656,1713918359000,0,0,524288
19721657,1713918371000,6,786432,131072
19721658,1713918383000,0,0,524288
19721659,1713918395000,0,0,131072
19721660,1713918407000,0,0,0
19721661,1713918419000,0,0,0
19721662,1713918431000,0,0,0
19721663,1713918443000,6,786432,0
19721664,1713918455000,0,0,393216
19721665,1713918467000,0,0,0
19721666,1713918479000,0,0,0
19721667,1713918491000,0,0,0
19721668,1713918503000,2,262144,0
19721669,1713918515000,0,0,0
19721670,1713918527000,0,0,0
19721671,1713918539000,1,131072,0
19721672,1713918551000,0,0,0
19721673,1713918563000,6,786432,0
19721674,1713918575000,6,786432,393216
19721675,1713918587000,0,0,786432
19721676,1713918599000,0,0,393216
19721677,1713918611000,0,0,0
19721678,1713918623000,0,0,0
19721679,1713918635000,0,0,0
19721680,1713918647000,0,0,0
19721681,1713918659000,6,786432,0
19721682,1713918671000,0,0,393216
19721683,1713918683000,0,0,0
19721684,1713918695000,0,0,0
19721685,1713918707000,0,0,0
19721686,1713918719000,6,786432,0
19721687,1713918731000,0,0,393216
19721688,1713918743000,0,0,0
19721689,1713918755000,6,786432,0
19721690,1713918767000,0,0,393216
19721691,1713918779000,1,131072,0
19721692,1713918791000,0,0,0
19721693,1713918803000,0,0,0
19721694,1713918815000,0,0,0
19721695,1713918827000,0,0,0
19721696,1713918839000,0,0,0
