block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
21798075,1738972811000,0,0,24117248
21798076,1738972823000,0,0,23724032
21798077,1738972835000,0,0,23330816
21798078,1738972847000,5,655360,22937600
21798079,1738972859000,5,655360,23199744
21798080,1738972871000,5,655360,23461888
21798081,1738972883000,0,0,23724032
21798082,1738972895000,4,524288,23330816
21798083,1738972907000,5,655360,23461888
21798084,1738972919000,3,393216,23724032
21798085,1738972931000,0,0,23724032
21798086,1738972943000,6,786432,23330816
21798087,1738972955000,5,655360,23724032
21798088,1738972967000,0,0,23986176
21798089,1738972979000,6,786432,23592960
21798090,1738972991000,3,393216,23986176
21798091,1738973003000,0,0,23986176
21798092,1738973015000,6,786432,23592960
21798093,1738973027000,6,786432,23986176
21798094,1738973039000,3,393216,24379392
21798095,1738973051000,6,786432,24379392
21798096,1738973063000,0,0,24772608
21798097,1738973075000,4,524288,24379392
21798098,1738973087000,5,655360,24510464
21798099,1738973099000,1,131072,24772608
21798100,1738973111000,2,262144,24510464
21798101,1738973123000,4,524288,24379392
21798102,1738973135000,0,0,24510464
21798103,1738973147000,5,655360,24117248
21798104,1738973159000,1,131072,24379392
21798105,1738973171000,1,131072,24117248
21798106,1738973183000,1,131072,23855104
21798107,1738973195000,3,393216,23592960
21798108,1738973207000,5,655360,23592960
21798109,1738973219000,3,393216,23855104
21798110,1738973231000,0,0,23855104
21798111,1738973243000,0,0,23461888
21798112,1738973255000,3,393216,23068672
21798113,1738973267000,5,655360,23068672
21798114,1738973279000,4,524288,23330816
21798115,1738973291000,6,786432,23461888
21798116,1738973303000,6,786432,23855104
21798117,1738973315000,6,786432,24248320
21798118,1738973327000,0,0,24641536
21798119,1738973339000,6,786432,24248320
21798120,1738973351000,3,393216,24641536
21798121,1738973363000,6,786432,24641536
21798122,1738973375000,0,0,25034752
21798123,1738973387000,0,0,24641536
21798124,1738973399000,0,0,24248320
21798125,1738973411000,2,262144,23855104
21798126,1738973423000,4,524288,23724032
21798127,1738973435000,3,393216,23855104
21798128,1738973447000,5,655360,23855104
21798129,1738973459000,3,393216,24117248
21798130,1738973471000,5,655360,24117248
21798131,1738973483000,0,0,24379392
21798132,1738973495000,6,786432,23986176
21798133,1738973507000,1,131072,24379392
21798134,1738973519000,5,655360,24117248
21798135,1738973531000,0,0,24379392
21798136,1738973543000,6,786432,23986176
21798137,1738973555000,3,393216,24379392
21798138,1738973567000,6,786432,24379392
21798139,1738973579000,6,786432,24772608
21798140,1738973591000,5,655360,25165824
21798141,1738973603000,5,655360,25427968
21798142,1738973615000,0,0,25690112
21798143,1738973627000,0,0,25296896
21798144,1738973639000,4,524288,24903680
21798145,1738973651000,6,786432,25034752
21798146,1738973663000,6,786432,25427968
21798147,1738973675000,6,786432,25821184
21798148,1738973687000,4,524288,26214400
21798149,1738973699000,5,655360,26345472
21798150,1738973711000,0,0,26607616
21798151,1738973723000,6,786432,26214400
21798152,1738973735000,0,0,26607616
21798153,1738973747000,1,131072,26214400
21798154,1738973759000,4,524288,25952256
21798155,1738973771000,6,786432,26083328
21798156,1738973783000,0,0,26476544
21798157,1738973795000,0,0,26083328
21798158,1738973807000,4,524288,25690112
21798159,1738973819000,2,262144,25821184
21798160,1738973831000,3,393216,25690112
21798161,1738973843000,6,786432,25690112
21798162,1738973855000,5,655360,26083328
21798163,1738973867000,6,786432,26345472
21798164,1738973879000,1,131072,26738688
21798165,1738973891000,6,786432,26476544
21798166,1738973903000,0,0,26869760
21798167,1738973915000,1,131072,26476544
21798168,1738973927000,5,655360,26214400
21798169,1738973939000,5,655360,26476544
21798170,1738973951000,1,131072,26738688
21798171,1738973963000,0,0,26476544
21798172,1738973975000,4,524288,26083328
21798173,1738973987000,0,0,26214400
21798174,1738973999000,4,524288,25821184
21798175,1738974011000,6,786432,25952256
21798176,1738974023000,0,0,26345472
21798177,1738974035000,0,0,25952256
21798178,1738974047000,6,786432,25559040
21798179,1738974059000,6,786432,25952256
21798180,1738974071000,4,524288,26345472
21798181,1738974083000,1,131072,26476544
21798182,1738974095000,0,0,26214400
