block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
24021446,1765843211000,3,393216,122148017
24021447,1765843223000,8,1048576,122279089
24021448,1765843235000,0,0,122628614
24021449,1765843247000,5,655360,121317894
24021450,1765843259000,4,524288,121536347
24021451,1765843271000,5,655360,121711109
24021452,1765843283000,0,0,121929562
24021453,1765843295000,11,1441792,121929562
24021454,1765843307000,3,393216,122410159
24021455,1765843319000,13,1703936,122541231
24021456,1765843331000,1,131072,123109209
24021457,1765843355000,12,1572864,123152899
24021458,1765843367000,10,1310720,123415043
24021459,1765843379000,8,1048576,123415043
24021460,1765843391000,5,655360,123152899
24021461,1765843403000,0,0,122497539
24021462,1765843415000,15,1966080,122497539
24021463,1765843427000,1,131072,123152899
24021464,1765843439000,5,655360,121973251
24021465,1765843451000,3,393216,122191704
24021466,1765843463000,5,655360,121274200
24021467,1765843475000,10,1310720,121492653
24021468,1765843487000,11,1441792,121929559
24021469,1765843499000,0,0,122410156
24021470,1765843511000,0,0,122410156
24021471,1765843523000,8,1048576,122410156
24021472,1765843535000,4,524288,122759681
24021473,1765843547000,7,917504,122934443
24021474,1765843559000,3,393216,123240277
24021475,1765843571000,5,655360,122322773
24021476,1765843583000,0,0,121667413
24021477,1765843595000,9,1179648,121667413
24021478,1765843607000,4,524288,122060629
24021479,1765843619000,13,1703936,122235391
24021480,1765843631000,3,393216,122803369
24021481,1765843643000,0,0,121885865
24021482,1765843655000,11,1441792,121885865
24021483,1765843667000,8,1048576,122366462
24021484,1765843679000,0,0,122715987
24021485,1765843691000,0,0,122715987
24021486,1765843703000,6,786432,121405267
24021487,1765843715000,14,1835008,121667411
24021488,1765843727000,9,1179648,122279080
24021489,1765843739000,3,393216,122672296
24021490,1765843751000,6,786432,122803368
24021491,1765843763000,3,393216,123065512
24021492,1765843775000,6,786432,123196584
24021493,1765843787000,0,0,122672296
24021494,1765843799000,9,1179648,122672296
24021495,1765843811000,3,393216,123065512
24021496,1765843823000,5,655360,123196584
24021497,1765843835000,9,1179648,123415037
24021498,1765843847000,0,0,123808253
24021499,1765843859000,8,1048576,123808253
24021500,1765843871000,3,393216,123546109
24021501,1765843883000,5,655360,122628605
24021502,1765843895000,15,1966080,122847058
24021503,1765843919000,5,655360,123502418
24021504,1765843931000,3,393216,123720871
24021505,1765843943000,3,393216,122803367
24021506,1765843955000,1,131072,122934439
24021507,1765843967000,10,1310720,122978129
24021508,1765843979000,6,786432,123415035
24021509,1765843991000,6,786432,123677179
24021510,1765844003000,5,655360,123939323
24021511,1765844015000,8,1048576,123283963
24021512,1765844027000,13,1703936,123633488
24021513,1765844039000,6,786432,124201466
24021514,1765844051000,7,917504,123677178
24021515,1765844063000,1,131072,123283962
24021516,1765844075000,11,1441792,123327652
24021517,1765844087000,9,1179648,123808249
24021518,1765844099000,5,655360,123677177
24021519,1765844111000,0,0,123021817
24021520,1765844123000,13,1703936,123021817
24021521,1765844135000,0,0,123589795
24021522,1765844147000,0,0,122279075
24021523,1765844159000,8,1048576,122279075
24021524,1765844171000,13,1703936,122016931
24021525,1765844183000,8,1048576,122584909
24021526,1765844195000,0,0,122322765
24021527,1765844207000,5,655360,121012045
24021528,1765844219000,3,393216,121230498
24021529,1765844231000,8,1048576,121361570
24021530,1765844243000,4,524288,121711095
24021531,1765844255000,3,393216,121885857
24021532,1765844267000,7,917504,122016929
24021533,1765844279000,0,0,122322763
