block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
21697805,1737763211000,0,0,80478208
21697806,1737763223000,6,786432,80084992
21697807,1737763235000,5,655360,80478208
21697808,1737763247000,3,393216,80740352
21697809,1737763259000,5,655360,80740352
21697810,1737763271000,1,131072,81002496
21697811,1737763283000,6,786432,80740352
21697812,1737763295000,3,393216,81133568
21697813,1737763307000,4,524288,81133568
21697814,1737763319000,0,0,81264640
21697815,1737763331000,6,786432,80871424
21697816,1737763343000,5,655360,81264640
21697817,1737763355000,4,524288,81526784
21697818,1737763367000,2,262144,81657856
21697819,1737763379000,1,131072,81526784
21697820,1737763391000,0,0,81264640
21697821,1737763403000,4,524288,80871424
21697822,1737763415000,5,655360,81002496
21697823,1737763427000,0,0,81264640
21697824,1737763439000,0,0,80871424
21697825,1737763451000,4,524288,80478208
21697826,1737763463000,0,0,80609280
21697827,1737763475000,5,655360,80216064
21697828,1737763487000,4,524288,80478208
21697829,1737763499000,1,131072,80609280
21697830,1737763511000,0,0,80347136
21697831,1737763523000,1,131072,79953920
21697832,1737763535000,5,655360,79691776
21697833,1737763547000,0,0,79953920
21697834,1737763559000,0,0,79560704
21697835,1737763571000,6,786432,79167488
21697836,1737763583000,2,262144,79560704
21697837,1737763595000,6,786432,79429632
21697838,1737763607000,0,0,79822848
21697839,1737763619000,5,655360,79429632
21697840,1737763631000,1,131072,79691776
21697841,1737763643000,1,131072,79429632
21697842,1737763655000,3,393216,79167488
21697843,1737763667000,5,655360,79167488
21697844,1737763679000,1,131072,79429632
21697845,1737763691000,0,0,79167488
21697846,1737763703000,3,393216,78774272
21697847,1737763715000,1,131072,78774272
21697848,1737763727000,3,393216,78512128
21697849,1737763739000,5,655360,78512128
21697850,1737763751000,0,0,78774272
21697851,1737763763000,1,131072,78381056
21697852,1737763775000,5,655360,78118912
21697853,1737763787000,0,0,78381056
21697854,1737763799000,6,786432,77987840
21697855,1737763811000,4,524288,78381056
21697856,1737763823000,0,0,78512128
21697857,1737763835000,1,131072,78118912
21697858,1737763847000,5,655360,77856768
21697859,1737763859000,3,393216,78118912
21697860,1737763871000,4,524288,78118912
21697861,1737763883000,0,0,78249984
21697862,1737763895000,6,786432,77856768
21697863,1737763907000,0,0,78249984
21697864,1737763919000,6,786432,77856768
21697865,1737763931000,1,131072,78249984
21697866,1737763943000,0,0,77987840
21697867,1737763955000,5,655360,77594624
21697868,1737763967000,4,524288,77856768
21697869,1737763979000,1,131072,77987840
21697870,1737763991000,0,0,77725696
21697871,1737764003000,0,0,77332480
21697872,1737764015000,0,0,76939264
21697873,1737764027000,3,393216,76546048
21697874,1737764039000,6,786432,76546048
21697875,1737764051000,0,0,76939264
21697876,1737764075000,6,786432,76546048
21697877,1737764087000,6,786432,76939264
21697878,1737764099000,6,786432,77332480
21697879,1737764111000,5,655360,77725696
21697880,1737764123000,3,393216,77987840
21697881,1737764135000,5,655360,77987840
21697882,1737764147000,1,131072,78249984
21697883,1737764159000,5,655360,77987840
21697884,1737764171000,0,0,78249984
21697885,1737764183000,6,786432,77856768
21697886,1737764195000,1,131072,78249984
21697887,1737764207000,5,655360,77987840
21697888,1737764219000,1,131072,78249984
21697889,1737764231000,0,0,77987840
21697890,1737764243000,4,524288,77594624
21697891,1737764255000,0,0,77725696
21697892,1737764267000,0,0,77332480
21697893,1737764279000,6,786432,76939264
21697894,1737764291000,2,262144,77332480
21697895,1737764303000,3,393216,77201408
21697896,1737764315000,0,0,77201408
21697897,1737764327000,6,786432,76808192
21697898,1737764339000,3,393216,77201408
21697899,1737764351000,1,131072,77201408
21697900,1737764363000,0,0,76939264
21697901,1737764375000,6,786432,76546048
21697902,1737764387000,5,655360,76939264
21697903,1737764399000,3,393216,77201408
21697904,1737764411000,0,0,77201408
21697905,1737764423000,1,131072,76808192
21697906,1737764435000,0,0,76546048
21697907,1737764447000,3,393216,76152832
21697908,1737764459000,6,786432,76152832
21697909,1737764471000,3,393216,76546048
21697910,1737764483000,6,786432,76546048
21697911,1737764495000,0,0,76939264
21697912,1737764507000,0,0,76546048
21697913,1737764519000,4,524288,76152832
21697914,1737764531000,6,786432,76283904
21697915,1737764543000,1,131072,76677120
21697916,1737764555000,0,0,76414976
21697917,1737764567000,1,131072,76021760
21697918,1737764579000,5,655360,75759616
21697919,1737764591000,4,524288,76021760
21697920,1737764603000,0,0,76152832
21697921,1737764615000,0,0,75759616
21697922,1737764627000,3,393216,75366400
21697923,1737764639000,1,131072,75366400
21697924,1737764651000,0,0,75104256
21697925,1737764663000,6,786432,74711040
21697926,1737764675000,3,393216,75104256
21697927,1737764687000,0,0,75104256
21697928,1737764699000,0,0,74711040
21697929,1737764711000,0,0,74317824
21697930,1737764723000,6,786432,73924608
21697931,1737764735000,3,393216,74317824
21697932,1737764747000,0,0,74317824
21697933,1737764759000,2,262144,73924608
21697934,1737764771000,0,0,73793536
21697935,1737764783000,0,0,73400320
21697936,1737764795000,6,786432,73007104
21697937,1737764807000,3,393216,73400320
21697938,1737764819000,5,655360,73400320
21697939,1737764831000,0,0,73662464
21697940,1737764843000,6,786432,73269248
21697941,1737764855000,4,524288,73662464
21697942,1737764867000,0,0,73793536
21697943,1737764879000,3,393216,73400320
21697944,1737764891000,1,131072,73400320
