block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
23493532,1759449611000,7,917504,393216
23493533,1759449623000,3,393216,524288
23493534,1759449635000,6,786432,131072
23493535,1759449647000,3,393216,131072
23493536,1759449659000,8,1048576,0
23493537,1759449671000,6,786432,262144
23493538,1759449683000,6,786432,262144
23493539,1759449695000,6,786432,262144
23493540,1759449707000,6,786432,262144
23493541,1759449719000,7,917504,262144
23493542,1759449731000,0,0,393216
23493543,1759449743000,6,786432,0
23493544,1759449755000,7,917504,0
23493545,1759449767000,9,1179648,131072
23493546,1759449779000,6,786432,524288
23493547,1759449791000,0,0,524288
23493548,1759449803000,8,1048576,0
23493549,1759449815000,9,1179648,262144
23493550,1759449827000,8,1048576,655360
23493551,1759449839000,3,393216,917504
23493552,1759449851000,0,0,524288
23493553,1759449863000,6,786432,0
23493554,1759449875000,7,917504,0
23493555,1759449887000,6,786432,131072
23493556,1759449899000,0,0,131072
23493557,1759449911000,9,1179648,0
23493558,1759449923000,6,786432,393216
23493559,1759449935000,6,786432,393216
23493560,1759449947000,6,786432,393216
23493561,1759449959000,6,786432,393216
23493562,1759449971000,7,917504,393216
23493563,1759449983000,4,524288,524288
23493564,1759449995000,8,1048576,262144
23493565,1759450007000,7,917504,524288
23493566,1759450019000,9,1179648,655360
23493567,1759450031000,7,917504,1048576
23493568,1759450043000,6,786432,1179648
23493569,1759450055000,6,786432,1179648
23493570,1759450067000,9,1179648,1179648
23493571,1759450079000,6,786432,1572864
23493572,1759450091000,6,786432,1572864
23493573,1759450103000,3,393216,1572864
23493574,1759450115000,6,786432,1179648
23493575,1759450127000,6,786432,1179648
23493576,1759450139000,3,393216,1179648
23493577,1759450151000,4,524288,786432
23493578,1759450163000,3,393216,524288
23493579,1759450175000,7,917504,131072
23493580,1759450187000,7,917504,262144
23493581,1759450199000,3,393216,393216
23493582,1759450211000,6,786432,0
23493583,1759450223000,3,393216,0
23493584,1759450235000,6,786432,0
23493585,1759450247000,6,786432,0
23493586,1759450259000,3,393216,0
23493587,1759450271000,6,786432,0
23493588,1759450283000,6,786432,0
23493589,1759450295000,0,0,0
23493590,1759450307000,7,917504,0
23493591,1759450319000,3,393216,131072
23493592,1759450331000,9,1179648,0
23493593,1759450343000,4,524288,393216
23493594,1759450355000,3,393216,131072
23493595,1759450367000,7,917504,0
23493596,1759450379000,6,786432,131072
23493597,1759450391000,6,786432,131072
23493598,1759450403000,6,786432,131072
23493599,1759450415000,9,1179648,131072
23493600,1759450427000,8,1048576,524288
23493601,1759450439000,8,1048576,786432
23493602,1759450451000,6,786432,1048576
23493603,1759450463000,6,786432,1048576
23493604,1759450475000,3,393216,1048576
23493605,1759450487000,3,393216,655360
23493606,1759450499000,7,917504,262144
23493607,1759450511000,6,786432,393216
