block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
21146368,1731110411000,1,131072,29097984
21146369,1731110423000,5,655360,28835840
21146370,1731110435000,1,131072,29097984
21146371,1731110447000,4,524288,28835840
21146372,1731110459000,1,131072,28966912
21146373,1731110471000,0,0,28704768
21146374,1731110483000,6,786432,28311552
21146375,1731110495000,6,786432,28704768
21146376,1731110507000,0,0,29097984
21146377,1731110519000,0,0,28704768
21146378,1731110531000,6,786432,28311552
21146379,1731110543000,2,262144,28704768
21146380,1731110555000,0,0,28573696
21146381,1731110567000,6,786432,28180480
21146382,1731110579000,0,0,28573696
21146383,1731110591000,6,786432,28180480
21146384,1731110603000,0,0,28573696
21146385,1731110615000,6,786432,28180480
21146386,1731110627000,6,786432,28573696
21146387,1731110639000,0,0,28966912
21146388,1731110651000,4,524288,28573696
21146389,1731110663000,6,786432,28704768
21146390,1731110675000,1,131072,29097984
21146391,1731110687000,3,393216,28835840
21146392,1731110699000,0,0,28835840
21146393,1731110711000,1,131072,28442624
21146394,1731110723000,5,655360,28180480
21146395,1731110735000,0,0,28442624
21146396,1731110747000,1,131072,28049408
21146397,1731110759000,1,131072,27787264
21146398,1731110771000,0,0,27525120
21146399,1731110783000,6,786432,27131904
21146400,1731110795000,4,524288,27525120
21146401,1731110807000,0,0,27656192
21146402,1731110819000,6,786432,27262976
21146403,1731110831000,6,786432,27656192
21146404,1731110843000,6,786432,28049408
21146405,1731110855000,1,131072,28442624
21146406,1731110867000,1,131072,28180480
21146407,1731110879000,5,655360,27918336
21146408,1731110891000,3,393216,28180480
21146409,1731110903000,0,0,28180480
21146410,1731110915000,1,131072,27787264
21146411,1731110927000,1,131072,27525120
21146412,1731110939000,5,655360,27262976
21146413,1731110951000,4,524288,27525120
21146414,1731110963000,0,0,27656192
21146415,1731110975000,0,0,27262976
21146416,1731110987000,6,786432,26869760
21146417,1731110999000,5,655360,27262976
21146418,1731111011000,0,0,27525120
21146419,1731111023000,0,0,27131904
21146420,1731111035000,6,786432,26738688
21146421,1731111047000,6,786432,27131904
21146422,1731111059000,6,786432,27525120
21146423,1731111071000,0,0,27918336
21146424,1731111083000,6,786432,27525120
21146425,1731111095000,6,786432,27918336
21146426,1731111107000,0,0,28311552
21146427,1731111119000,4,524288,27918336
21146428,1731111131000,1,131072,28049408
21146429,1731111143000,0,0,27787264
21146430,1731111155000,6,786432,27394048
21146431,1731111167000,1,131072,27787264
21146432,1731111179000,4,524288,27525120
21146433,1731111191000,5,655360,27656192
21146434,1731111203000,3,393216,27918336
21146435,1731111215000,0,0,27918336
21146436,1731111227000,0,0,27525120
21146437,1731111239000,6,786432,27131904
21146438,1731111251000,0,0,27525120
21146439,1731111263000,4,524288,27131904
21146440,1731111275000,0,0,27262976
21146441,1731111287000,6,786432,26869760
21146442,1731111299000,0,0,27262976
21146443,1731111311000,0,0,26869760
21146444,1731111323000,4,524288,26476544
21146445,1731111335000,0,0,26607616
21146446,1731111347000,6,786432,26214400
21146447,1731111359000,6,786432,26607616
21146448,1731111371000,3,393216,27000832
21146449,1731111383000,0,0,27000832
21146450,1731111395000,4,524288,26607616
21146451,1731111407000,5,655360,26738688
21146452,1731111419000,6,786432,27000832
21146453,1731111431000,4,524288,27394048
21146454,1731111443000,0,0,27525120
21146455,1731111455000,6,786432,27131904
21146456,1731111467000,2,262144,27525120
21146457,1731111479000,0,0,27394048
21146458,1731111491000,0,0,27000832
21146459,1731111503000,0,0,26607616
21146460,1731111515000,6,786432,26214400
21146461,1731111527000,0,0,26607616
21146462,1731111539000,6,786432,26214400
21146463,1731111551000,3,393216,26607616
21146464,1731111563000,5,655360,26607616
21146465,1731111575000,0,0,26869760
21146466,1731111587000,4,524288,26476544
21146467,1731111599000,6,786432,26607616
21146468,1731111611000,3,393216,27000832
21146469,1731111623000,0,0,27000832
21146470,1731111635000,5,655360,26607616
21146471,1731111647000,6,786432,26869760
21146472,1731111659000,6,786432,27262976
21146473,1731111671000,2,262144,27656192
21146474,1731111683000,6,786432,27525120
21146475,1731111695000,4,524288,27918336
21146476,1731111707000,3,393216,28049408
21146477,1731111719000,0,0,28049408
21146478,1731111731000,0,0,27656192
21146479,1731111743000,6,786432,27262976
21146480,1731111755000,5,655360,27656192
21146481,1731111767000,6,786432,27918336
21146482,1731111779000,6,786432,28311552
21146483,1731111791000,4,524288,28704768
21146484,1731111803000,1,131072,28835840
21146485,1731111815000,1,131072,28573696
21146486,1731111827000,1,131072,28311552
21146487,1731111839000,6,786432,28049408
21146488,1731111851000,1,131072,28442624
21146489,1731111863000,1,131072,28180480
21146490,1731111875000,1,131072,27918336
21146491,1731111887000,0,0,27656192
21146492,1731111899000,6,786432,27262976
21146493,1731111911000,6,786432,27656192
21146494,1731111923000,0,0,28049408
21146495,1731111935000,4,524288,27656192
21146496,1731111947000,0,0,27787264
21146497,1731111959000,5,655360,27394048
21146498,1731111971000,5,655360,27656192
21146499,1731111983000,1,131072,27918336
21146500,1731111995000,0,0,27656192
21146501,1731112007000,2,262144,27262976
21146502,1731112019000,6,786432,27131904
21146503,1731112031000,3,393216,27525120
21146504,1731112043000,2,262144,27525120
21146505,1731112055000,4,524288,27394048
21146506,1731112067000,3,393216,27525120
21146507,1731112079000,5,655360,27525120
21146508,1731112091000,0,0,27787264
21146509,1731112103000,0,0,27394048
21146510,1731112115000,0,0,27000832
21146511,1731112127000,2,262144,26607616
21146512,1731112139000,6,786432,26476544
21146513,1731112151000,0,0,26869760
21146514,1731112163000,5,655360,26476544
21146515,1731112175000,6,786432,26738688
21146516,1731112187000,6,786432,27131904
21146517,1731112199000,1,131072,27525120
21146518,1731112211000,3,393216,27262976
21146519,1731112223000,5,655360,27262976
21146520,1731112235000,0,0,27525120
21146521,1731112247000,5,655360,27131904
21146522,1731112259000,0,0,27394048
21146523,1731112271000,5,655360,27000832
21146524,1731112283000,0,0,27262976
21146525,1731112295000,6,786432,26869760
21146526,1731112307000,3,393216,27262976
21146527,1731112319000,2,262144,27262976
21146528,1731112331000,0,0,27131904
21146529,1731112343000,0,0,26738688
21146530,1731112355000,0,0,26345472
21146531,1731112367000,0,0,25952256
21146532,1731112379000,0,0,25559040
21146533,1731112391000,6,786432,25165824
21146534,1731112403000,6,786432,25559040
21146535,1731112415000,0,0,25952256
21146536,1731112427000,6,786432,25559040
21146537,1731112439000,0,0,25952256
21146538,1731112451000,6,786432,25559040
21146539,1731112463000,5,655360,25952256
