block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
19986093,1717113611000,3,393216,0
19986094,1717113623000,1,131072,0
19986095,1717113635000,0,0,0
19986096,1717113647000,1,131072,0
19986097,1717113659000,0,0,0
19986098,1717113671000,5,655360,0
19986099,1717113683000,2,262144,262144
19986100,1717113695000,1,131072,131072
19986101,1717113707000,2,262144,0
19986102,1717113719000,6,786432,0
19986103,1717113731000,1,131072,393216
19986104,1717113743000,0,0,131072
19986105,1717113755000,2,262144,0
19986106,1717113767000,1,131072,0
19986107,1717113779000,6,786432,0
19986108,1717113791000,2,262144,393216
19986109,1717113803000,0,0,262144
19986110,1717113815000,2,262144,0
19986111,1717113827000,0,0,0
19986112,1717113839000,4,524288,0
19986113,1717113851000,6,786432,131072
19986114,1717113863000,0,0,524288
19986115,1717113875000,4,524288,131072
19986116,1717113887000,3,393216,262144
19986117,1717113899000,6,786432,262144
19986118,1717113911000,4,524288,655360
19986119,1717113923000,0,0,786432
19986120,1717113935000,3,393216,393216
19986121,1717113947000,0,0,393216
19986122,1717113959000,0,0,0
19986123,1717113971000,0,0,0
19986124,1717113983000,0,0,0
19986125,1717113995000,3,393216,0
19986126,1717114007000,1,131072,0
19986127,1717114019000,6,786432,0
19986128,1717114031000,1,131072,393216
19986129,1717114043000,0,0,131072
19986130,1717114055000,3,393216,0
19986131,1717114067000,0,0,0
19986132,1717114079000,3,393216,0
19986133,1717114091000,1,131072,0
19986134,1717114115000,3,393216,0
19986135,1717114127000,6,786432,0
19986136,1717114139000,0,0,393216
19986137,1717114151000,6,786432,0
19986138,1717114163000,0,0,393216
19986139,1717114175000,6,786432,0
19986140,1717114187000,0,0,393216
19986141,1717114199000,4,524288,0
19986142,1717114211000,6,786432,131072
19986143,1717114223000,2,262144,524288
19986144,1717114235000,4,524288,393216
19986145,1717114247000,3,393216,524288
19986146,1717114259000,0,0,524288
19986147,1717114271000,2,262144,131072
19986148,1717114283000,0,0,0
19986149,1717114295000,0,0,0
19986150,1717114307000,0,0,0
19986151,1717114319000,0,0,0
19986152,1717114331000,6,786432,0
19986153,1717114343000,6,786432,393216
19986154,1717114355000,1,131072,786432
19986155,1717114367000,4,524288,524288
19986156,1717114379000,6,786432,655360
19986157,1717114391000,0,0,1048576
19986158,1717114403000,0,0,655360
19986159,1717114415000,6,786432,262144
19986160,1717114427000,6,786432,655360
19986161,1717114439000,6,786432,1048576
19986162,1717114451000,4,524288,1441792
19986163,1717114463000,0,0,1572864
19986164,1717114475000,3,393216,1179648
19986165,1717114487000,3,393216,1179648
19986166,1717114499000,0,0,1179648
19986167,1717114511000,3,393216,786432
19986168,1717114523000,0,0,786432
19986169,1717114535000,6,786432,393216
19986170,1717114547000,3,393216,786432
19986171,1717114559000,0,0,786432
19986172,1717114571000,1,131072,393216
19986173,1717114583000,4,524288,131072
19986174,1717114595000,6,786432,262144
19986175,1717114607000,1,131072,655360
19986176,1717114619000,3,393216,393216
19986177,1717114631000,0,0,393216
19986178,1717114643000,2,262144,0
19986179,1717114655000,3,393216,0
19986180,1717114667000,1,131072,0
19986181,1717114679000,6,786432,0
19986182,1717114691000,6,786432,393216
19986183,1717114703000,3,393216,786432
19986184,1717114715000,2,262144,786432
19986185,1717114727000,2,262144,655360
19986186,1717114739000,0,0,524288
19986187,1717114751000,5,655360,131072
19986188,1717114763000,0,0,393216
19986189,1717114775000,4,524288,0
19986190,1717114787000,0,0,131072
19986191,1717114799000,4,524288,0
19986192,1717114811000,2,262144,131072
19986193,1717114823000,0,0,0
19986194,1717114835000,4,524288,0
19986195,1717114847000,0,0,131072
19986196,1717114859000,4,524288,0
19986197,1717114871000,6,786432,131072
19986198,1717114883000,0,0,524288
19986199,1717114895000,6,786432,131072
19986200,1717114907000,0,0,524288
19986201,1717114919000,0,0,131072
19986202,1717114931000,5,655360,0
19986203,1717114943000,3,393216,262144
19986204,1717114955000,1,131072,262144
19986205,1717114967000,2,262144,0
19986206,1717114979000,6,786432,0
19986207,1717114991000,4,524288,393216
19986208,1717115003000,5,655360,524288
19986209,1717115015000,3,393216,786432
19986210,1717115027000,6,786432,786432
19986211,1717115039000,0,0,1179648
19986212,1717115051000,3,393216,786432
19986213,1717115063000,2,262144,786432
19986214,1717115075000,0,0,655360
19986215,1717115087000,0,0,262144
19986216,1717115099000,1,131072,0
19986217,1717115111000,4,524288,0
19986218,1717115123000,0,0,131072
19986219,1717115135000,1,131072,0
19986220,1717115147000,0,0,0
19986221,1717115159000,0,0,0
19986222,1717115171000,1,131072,0
19986223,1717115183000,5,655360,0
19986224,1717115195000,1,131072,262144
19986225,1717115207000,1,131072,0
19986226,1717115219000,0,0,0
19986227,1717115231000,6,786432,0
19986228,1717115243000,6,786432,393216
19986229,1717115255000,4,524288,786432
19986230,1717115267000,2,262144,917504
19986231,1717115279000,6,786432,786432
19986232,1717115291000,2,262144,1179648
19986233,1717115303000,0,0,1048576
19986234,1717115315000,4,524288,655360
19986235,1717115327000,0,0,786432
19986236,1717115339000,0,0,393216
19986237,1717115351000,6,786432,0
19986238,1717115363000,1,131072,393216
19986239,1717115375000,0,0,131072
19986240,1717115387000,1,131072,0
19986241,1717115399000,6,786432,0
19986242,1717115411000,3,393216,393216
19986243,1717115423000,6,786432,393216
19986244,1717115435000,0,0,786432
19986245,1717115447000,1,131072,393216
19986246,1717115459000,6,786432,131072
19986247,1717115471000,6,786432,524288
19986248,1717115483000,0,0,917504
19986249,1717115495000,3,393216,524288
19986250,1717115507000,2,262144,524288
19986251,1717115519000,0,0,393216
19986252,1717115531000,6,786432,0
19986253,1717115543000,0,0,393216
19986254,1717115555000,4,524288,0
19986255,1717115567000,6,786432,131072
19986256,1717115579000,3,393216,524288
19986257,1717115591000,0,0,524288
19986258,1717115603000,2,262144,131072
19986259,1717115615000,3,393216,0
19986260,1717115627000,5,655360,0
19986261,1717115639000,2,262144,262144
19986262,1717115651000,2,262144,131072
19986263,1717115663000,0,0,0
19986264,1717115675000,6,786432,0
19986265,1717115687000,0,0,393216
19986266,1717115699000,4,524288,0
19986267,1717115711000,1,131072,131072
19986268,1717115723000,1,131072,0
19986269,1717115735000,3,393216,0
19986270,1717115747000,6,786432,0
19986271,1717115759000,1,131072,393216
19986272,1717115771000,0,0,131072
19986273,1717115783000,0,0,0
19986274,1717115795000,0,0,0
19986275,1717115807000,0,0,0
19986276,1717115819000,0,0,0
19986277,1717115831000,6,786432,0
19986278,1717115843000,4,524288,393216
19986279,1717115855000,2,262144,524288
19986280,1717115867000,0,0,393216
19986281,1717115879000,5,655360,0
19986282,1717115891000,2,262144,262144
19986283,1717115903000,0,0,131072
19986284,1717115915000,3,393216,0
19986285,1717115927000,0,0,0
19986286,1717115939000,6,786432,0
19986287,1717115951000,6,786432,393216
19986288,1717115963000,5,655360,786432
19986289,1717115975000,2,262144,1048576
19986290,1717115987000,2,262144,917504
19986291,1717115999000,5,655360,786432
19986292,1717116011000,0,0,1048576
19986293,1717116023000,0,0,655360
19986294,1717116035000,4,524288,262144
19986295,1717116047000,6,786432,393216
19986296,1717116059000,1,131072,786432
19986297,1717116071000,0,0,524288
19986298,1717116083000,3,393216,131072
19986299,1717116095000,3,393216,131072
19986300,1717116107000,2,262144,131072
19986301,1717116119000,0,0,0
19986302,1717116131000,1,131072,0
19986303,1717116143000,0,0,0
19986304,1717116155000,6,786432,0
19986305,1717116167000,6,786432,393216
19986306,1717116179000,2,262144,786432
19986307,1717116191000,2,262144,655360
19986308,1717116203000,1,131072,524288
19986309,1717116215000,2,262144,262144
19986310,1717116227000,0,0,131072
19986311,1717116239000,0,0,0
19986312,1717116251000,6,786432,0
19986313,1717116263000,0,0,393216
19986314,1717116275000,3,393216,0
19986315,1717116287000,6,786432,0
19986316,1717116299000,1,131072,393216
19986317,1717116311000,0,0,131072
19986318,1717116323000,0,0,0
19986319,1717116335000,6,786432,0
19986320,1717116347000,4,524288,393216
19986321,1717116359000,6,786432,524288
19986322,1717116371000,2,262144,917504
19986323,1717116383000,6,786432,786432
19986324,1717116395000,3,393216,1179648
19986325,1717116407000,1,131072,1179648
19986326,1717116419000,2,262144,917504
19986327,1717116431000,0,0,786432
19986328,1717116443000,0,0,393216
19986329,1717116455000,2,262144,0
19986330,1717116467000,2,262144,0
19986331,1717116479000,0,0,0
19986332,1717116491000,6,786432,0
19986333,1717116503000,2,262144,393216
19986334,1717116515000,0,0,262144
19986335,1717116527000,3,393216,0
19986336,1717116539000,4,524288,0
19986337,1717116551000,0,0,131072
19986338,1717116563000,2,262144,0
19986339,1717116575000,3,393216,0
19986340,1717116587000,6,786432,0
19986341,1717116599000,2,262144,393216
19986342,1717116611000,1,131072,262144
19986343,1717116623000,1,131072,0
19986344,1717116635000,3,393216,0
19986345,1717116647000,6,786432,0
19986346,1717116659000,5,655360,393216
19986347,1717116671000,6,786432,655360
19986348,1717116683000,0,0,1048576
19986349,1717116695000,1,131072,655360
19986350,1717116707000,4,524288,393216
19986351,1717116719000,1,131072,524288
19986352,1717116731000,3,393216,262144
19986353,1717116743000,6,786432,262144
19986354,1717116755000,2,262144,655360
19986355,1717116767000,1,131072,524288
19986356,1717116779000,0,0,262144
19986357,1717116791000,2,262144,0
19986358,1717116803000,6,786432,0
19986359,1717116815000,3,393216,393216
19986360,1717116827000,6,786432,393216
19986361,1717116839000,0,0,786432
19986362,1717116851000,2,262144,393216
19986363,1717116863000,1,131072,262144
19986364,1717116875000,0,0,0
19986365,1717116887000,2,262144,0
19986366,1717116899000,0,0,0
19986367,1717116911000,4,524288,0
19986368,1717116923000,2,262144,131072
19986369,1717116935000,2,262144,0
19986370,1717116947000,2,262144,0
19986371,1717116959000,2,262144,0
19986372,1717116971000,0,0,0
19986373,1717116983000,5,655360,0
19986374,1717116995000,2,262144,262144
19986375,1717117007000,0,0,131072
19986376,1717117019000,3,393216,0
19986377,1717117031000,2,262144,0
19986378,1717117043000,6,786432,0
19986379,1717117055000,3,393216,393216
19986380,1717117067000,1,131072,393216
19986381,1717117079000,4,524288,131072
19986382,1717117091000,3,393216,262144
19986383,1717117103000,0,0,262144
19986384,1717117115000,1,131072,0
19986385,1717117127000,0,0,0
19986386,1717117139000,0,0,0
19986387,1717117151000,6,786432,0
19986388,1717117163000,1,131072,393216
19986389,1717117175000,6,786432,131072
19986390,1717117187000,0,0,524288
19986391,1717117199000,2,262144,131072
19986392,1717117211000,0,0,0
19986393,1717117223000,0,0,0
19986394,1717117235000,2,262144,0
19986395,1717117247000,6,786432,0
19986396,1717117259000,2,262144,393216
19986397,1717117271000,2,262144,262144
19986398,1717117283000,6,786432,131072
19986399,1717117295000,4,524288,524288
19986400,1717117307000,6,786432,655360
19986401,1717117319000,1,131072,1048576
19986402,1717117331000,2,262144,786432
19986403,1717117343000,2,262144,655360
19986404,1717117355000,3,393216,524288
19986405,1717117367000,0,0,524288
19986406,1717117379000,5,655360,131072
19986407,1717117391000,6,786432,393216
19986408,1717117403000,2,262144,786432
19986409,1717117415000,0,0,655360
19986410,1717117427000,0,0,262144
19986411,1717117439000,0,0,0
19986412,1717117451000,0,0,0
19986413,1717117463000,6,786432,0
19986414,1717117475000,2,262144,393216
19986415,1717117487000,1,131072,262144
19986416,1717117499000,2,262144,0
19986417,1717117511000,4,524288,0
19986418,1717117523000,6,786432,131072
19986419,1717117535000,1,131072,524288
19986420,1717117547000,3,393216,262144
19986421,1717117559000,1,131072,262144
19986422,1717117571000,2,262144,0
19986423,1717117583000,0,0,0
19986424,1717117595000,5,655360,0
19986425,1717117607000,0,0,262144
19986426,1717117619000,5,655360,0
19986427,1717117631000,0,0,262144
19986428,1717117643000,4,524288,0
19986429,1717117655000,2,262144,131072
19986430,1717117667000,6,786432,0
19986431,1717117679000,1,131072,393216
19986432,1717117691000,0,0,131072
19986433,1717117703000,0,0,0
19986434,1717117715000,1,131072,0
19986435,1717117727000,6,786432,0
19986436,1717117739000,5,655360,393216
19986437,1717117751000,2,262144,655360
19986438,1717117763000,4,524288,524288
19986439,1717117775000,2,262144,655360
19986440,1717117787000,1,131072,524288
19986441,1717117799000,0,0,262144
19986442,1717117811000,0,0,0
19986443,1717117823000,5,655360,0
19986444,1717117835000,6,786432,262144
19986445,1717117847000,0,0,655360
19986446,1717117859000,2,262144,262144
19986447,1717117871000,4,524288,131072
19986448,1717117883000,0,0,262144
19986449,1717117895000,6,786432,0
19986450,1717117907000,3,393216,393216
19986451,1717117919000,6,786432,393216
19986452,1717117931000,3,393216,786432
19986453,1717117943000,6,786432,786432
19986454,1717117955000,2,262144,1179648
19986455,1717117967000,2,262144,1048576
19986456,1717117979000,0,0,917504
19986457,1717117991000,0,0,524288
19986458,1717118003000,0,0,131072
19986459,1717118015000,2,262144,0
19986460,1717118027000,6,786432,0
19986461,1717118039000,1,131072,393216
19986462,1717118051000,3,393216,131072
19986463,1717118063000,2,262144,131072
19986464,1717118075000,0,0,0
19986465,1717118087000,3,393216,0
19986466,1717118099000,1,131072,0
19986467,1717118111000,3,393216,0
19986468,1717118123000,2,262144,0
19986469,1717118135000,0,0,0
19986470,1717118147000,3,393216,0
19986471,1717118159000,0,0,0
19986472,1717118171000,3,393216,0
19986473,1717118183000,5,655360,0
19986474,1717118195000,2,262144,262144
19986475,1717118207000,0,0,131072
19986476,1717118219000,3,393216,0
19986477,1717118231000,6,786432,0
19986478,1717118243000,0,0,393216
19986479,1717118255000,3,393216,0
19986480,1717118267000,0,0,0
19986481,1717118279000,3,393216,0
19986482,1717118291000,4,524288,0
19986483,1717118303000,3,393216,131072
19986484,1717118315000,2,262144,131072
19986485,1717118327000,0,0,0
19986486,1717118339000,0,0,0
19986487,1717118351000,4,524288,0
19986488,1717118363000,6,786432,131072
19986489,1717118375000,0,0,524288
19986490,1717118387000,6,786432,131072
19986491,1717118399000,3,393216,524288
19986492,1717118411000,3,393216,524288
19986493,1717118423000,2,262144,524288
19986494,1717118435000,0,0,393216
19986495,1717118447000,0,0,0
19986496,1717118459000,6,786432,0
19986497,1717118471000,0,0,393216
19986498,1717118483000,3,393216,0
19986499,1717118495000,0,0,0
19986500,1717118507000,2,262144,0
19986501,1717118519000,6,786432,0
19986502,1717118531000,1,131072,393216
19986503,1717118543000,0,0,131072
19986504,1717118555000,0,0,0
19986505,1717118567000,3,393216,0
19986506,1717118579000,4,524288,0
19986507,1717118591000,2,262144,131072
19986508,1717118603000,6,786432,0
19986509,1717118615000,5,655360,393216
19986510,1717118627000,6,786432,655360
19986511,1717118639000,5,655360,1048576
19986512,1717118651000,1,131072,1310720
19986513,1717118663000,3,393216,1048576
19986514,1717118675000,2,262144,1048576
19986515,1717118687000,6,786432,917504
19986516,1717118699000,1,131072,1310720
19986517,1717118711000,0,0,1048576
19986518,1717118723000,1,131072,655360
19986519,1717118735000,6,786432,393216
19986520,1717118747000,4,524288,786432
19986521,1717118759000,0,0,917504
19986522,1717118771000,1,131072,524288
19986523,1717118783000,3,393216,262144
19986524,1717118795000,1,131072,262144
19986525,1717118807000,6,786432,0
19986526,1717118819000,2,262144,393216
19986527,1717118831000,0,0,262144
19986528,1717118843000,1,131072,0
19986529,1717118855000,1,131072,0
19986530,1717118867000,1,131072,0
19986531,1717118879000,0,0,0
19986532,1717118891000,4,524288,0
19986533,1717118903000,0,0,131072
19986534,1717118915000,2,262144,0
19986535,1717118927000,0,0,0
19986536,1717118939000,2,262144,0
19986537,1717118951000,1,131072,0
19986538,1717118963000,1,131072,0
19986539,1717118975000,0,0,0
19986540,1717118987000,1,131072,0
19986541,1717118999000,3,393216,0
19986542,1717119011000,1,131072,0
19986543,1717119023000,0,0,0
19986544,1717119035000,1,131072,0
19986545,1717119047000,6,786432,0
19986546,1717119059000,5,655360,393216
19986547,1717119071000,1,131072,655360
19986548,1717119083000,2,262144,393216
19986549,1717119095000,2,262144,262144
19986550,1717119107000,6,786432,131072
19986551,1717119119000,1,131072,524288
19986552,1717119131000,0,0,262144
19986553,1717119143000,2,262144,0
19986554,1717119155000,1,131072,0
19986555,1717119167000,4,524288,0
19986556,1717119179000,1,131072,131072
19986557,1717119191000,6,786432,0
19986558,1717119203000,1,131072,393216
19986559,1717119215000,1,131072,131072
19986560,1717119227000,3,393216,0
19986561,1717119239000,1,131072,0
19986562,1717119251000,1,131072,0
19986563,1717119263000,1,131072,0
19986564,1717119275000,0,0,0
19986565,1717119287000,0,0,0
19986566,1717119299000,1,131072,0
19986567,1717119311000,0,0,0
19986568,1717119323000,6,786432,0
19986569,1717119335000,6,786432,393216
19986570,1717119347000,5,655360,786432
19986571,1717119359000,0,0,1048576
19986572,1717119371000,2,262144,655360
19986573,1717119383000,1,131072,524288
19986574,1717119395000,1,131072,262144
19986575,1717119407000,0,0,0
19986576,1717119419000,2,262144,0
19986577,1717119431000,0,0,0
19986578,1717119443000,1,131072,0
19986579,1717119455000,4,524288,0
19986580,1717119467000,1,131072,131072
19986581,1717119479000,0,0,0
19986582,1717119491000,0,0,0
19986583,1717119503000,2,262144,0
19986584,1717119515000,6,786432,0
19986585,1717119527000,2,262144,393216
19986586,1717119539000,6,786432,262144
19986587,1717119551000,2,262144,655360
19986588,1717119563000,3,393216,524288
19986589,1717119575000,1,131072,524288
19986590,1717119587000,0,0,262144
19986591,1717119599000,0,0,0
19986592,1717119611000,4,524288,0
19986593,1717119623000,0,0,131072
19986594,1717119635000,5,655360,0
19986595,1717119647000,0,0,262144
19986596,1717119659000,2,262144,0
19986597,1717119671000,0,0,0
19986598,1717119683000,0,0,0
19986599,1717119695000,1,131072,0
19986600,1717119707000,2,262144,0
19986601,1717119719000,1,131072,0
19986602,1717119731000,1,131072,0
19986603,1717119743000,0,0,0
19986604,1717119755000,2,262144,0
19986605,1717119767000,0,0,0
19986606,1717119779000,1,131072,0
19986607,1717119791000,0,0,0
19986608,1717119803000,5,655360,0
19986609,1717119815000,0,0,262144
19986610,1717119827000,1,131072,0
19986611,1717119839000,6,786432,0
19986612,1717119851000,3,393216,393216
19986613,1717119863000,0,0,393216
19986614,1717119875000,2,262144,0
19986615,1717119887000,0,0,0
19986616,1717119899000,1,131072,0
19986617,1717119911000,1,131072,0
19986618,1717119923000,3,393216,0
19986619,1717119935000,1,131072,0
19986620,1717119947000,0,0,0
19986621,1717119959000,0,0,0
19986622,1717119971000,5,655360,0
19986623,1717119983000,0,0,262144
19986624,1717119995000,2,262144,0
19986625,1717120007000,2,262144,0
19986626,1717120019000,1,131072,0
19986627,1717120031000,1,131072,0
19986628,1717120043000,1,131072,0
19986629,1717120055000,6,786432,0
19986630,1717120067000,1,131072,393216
19986631,1717120079000,0,0,131072
19986632,1717120091000,4,524288,0
19986633,1717120103000,2,262144,131072
19986634,1717120115000,1,131072,0
19986635,1717120127000,0,0,0
19986636,1717120139000,5,655360,0
19986637,1717120151000,0,0,262144
19986638,1717120163000,1,131072,0
19986639,1717120175000,0,0,0
19986640,1717120187000,0,0,0
19986641,1717120199000,6,786432,0
19986642,1717120211000,2,262144,393216
19986643,1717120223000,2,262144,262144
19986644,1717120235000,0,0,131072
19986645,1717120247000,0,0,0
19986646,1717120259000,6,786432,0
19986647,1717120271000,2,262144,393216
19986648,1717120283000,0,0,262144
19986649,1717120295000,0,0,0
19986650,1717120307000,0,0,0
19986651,1717120319000,6,786432,0
19986652,1717120331000,2,262144,393216
19986653,1717120343000,0,0,262144
19986654,1717120355000,0,0,0
19986655,1717120367000,4,524288,0
19986656,1717120379000,0,0,131072
19986657,1717120391000,1,131072,0
19986658,1717120403000,0,0,0
19986659,1717120415000,2,262144,0
19986660,1717120427000,3,393216,0
19986661,1717120439000,1,131072,0
19986662,1717120451000,0,0,0
19986663,1717120463000,3,393216,0
19986664,1717120475000,6,786432,0
19986665,1717120487000,0,0,393216
19986666,1717120499000,0,0,0
19986667,1717120511000,6,786432,0
19986668,1717120523000,5,655360,393216
19986669,1717120535000,0,0,655360
19986670,1717120547000,0,0,262144
19986671,1717120559000,2,262144,0
19986672,1717120571000,1,131072,0
19986673,1717120583000,2,262144,0
19986674,1717120595000,1,131072,0
19986675,1717120607000,6,786432,0
19986676,1717120619000,1,131072,393216
19986677,1717120631000,2,262144,131072
19986678,1717120643000,1,131072,0
19986679,1717120655000,0,0,0
19986680,1717120667000,1,131072,0
19986681,1717120679000,2,262144,0
19986682,1717120691000,0,0,0
19986683,1717120703000,0,0,0
