block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
23572226,1760400011000,6,786432,0
23572227,1760400023000,3,393216,0
23572228,1760400035000,6,786432,0
23572229,1760400047000,9,1179648,0
23572230,1760400059000,6,786432,393216
23572231,1760400071000,9,1179648,393216
23572232,1760400083000,0,0,786432
23572233,1760400095000,9,1179648,0
23572234,1760400107000,0,0,393216
23572235,1760400119000,9,1179648,0
23572236,1760400131000,9,1179648,393216
23572237,1760400143000,0,0,786432
23572238,1760400155000,8,1048576,0
23572239,1760400167000,0,0,262144
23572240,1760400179000,7,917504,0
23572241,1760400191000,6,786432,131072
23572242,1760400203000,0,0,131072
23572243,1760400215000,0,0,0
23572244,1760400227000,7,917504,0
23572245,1760400239000,6,786432,131072
23572246,1760400251000,6,786432,131072
23572247,1760400263000,7,917504,131072
23572248,1760400275000,9,1179648,262144
23572249,1760400287000,7,917504,655360
23572250,1760400299000,9,1179648,786432
23572251,1760400311000,7,917504,1179648
23572252,1760400323000,0,0,1310720
23572253,1760400335000,9,1179648,524288
23572254,1760400347000,6,786432,917504
23572255,1760400359000,9,1179648,917504
23572256,1760400371000,0,0,1310720
23572257,1760400383000,8,1048576,524288
23572258,1760400395000,7,917504,786432
23572259,1760400407000,9,1179648,917504
23572260,1760400419000,6,786432,1310720
23572261,1760400431000,6,786432,1310720
23572262,1760400443000,6,786432,1310720
23572263,1760400455000,9,1179648,1310720
23572264,1760400467000,6,786432,1703936
23572265,1760400479000,9,1179648,1703936
23572266,1760400491000,9,1179648,2097152
23572267,1760400503000,6,786432,2490368
23572268,1760400515000,3,393216,2490368
23572269,1760400527000,6,786432,2097152
23572270,1760400539000,6,786432,2097152
23572271,1760400551000,7,917504,2097152
23572272,1760400563000,6,786432,2228224
23572273,1760400575000,3,393216,2228224
23572274,1760400587000,6,786432,1835008
23572275,1760400599000,0,0,1835008
23572276,1760400611000,9,1179648,1048576
23572277,1760400623000,0,0,1441792
23572278,1760400635000,9,1179648,655360
23572279,1760400647000,9,1179648,1048576
23572280,1760400659000,8,1048576,1441792
23572281,1760400671000,9,1179648,1703936
23572282,1760400683000,0,0,2097152
23572283,1760400695000,9,1179648,1310720
23572284,1760400707000,8,1048576,1703936
23572285,1760400719000,3,393216,1966080
23572286,1760400731000,4,524288,1572864
23572287,1760400743000,3,393216,1310720
23572288,1760400755000,6,786432,917504
23572289,1760400767000,7,917504,917504
23572290,1760400779000,3,393216,1048576
23572291,1760400791000,0,0,655360
23572292,1760400803000,6,786432,0
23572293,1760400815000,7,917504,0
23572294,1760400827000,6,786432,131072
23572295,1760400839000,6,786432,131072
23572296,1760400851000,7,917504,131072
23572297,1760400863000,6,786432,262144
23572298,1760400875000,7,917504,262144
23572299,1760400887000,7,917504,393216
23572300,1760400899000,6,786432,524288
23572301,1760400911000,3,393216,524288
23572302,1760400923000,4,524288,131072
23572303,1760400935000,3,393216,0
23572304,1760400947000,8,1048576,0
23572305,1760400959000,6,786432,262144
23572306,1760400971000,5,655360,262144
23572307,1760400983000,0,0,131072
23572308,1760400995000,9,1179648,0
23572309,1760401007000,6,786432,393216
23572310,1760401019000,6,786432,393216
23572311,1760401031000,4,524288,393216
23572312,1760401043000,6,786432,131072
23572313,1760401055000,7,917504,131072
23572314,1760401067000,6,786432,262144
23572315,1760401079000,3,393216,262144
