block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
22727654,1750204811000,1,131072,0
22727655,1750204823000,4,524288,0
22727656,1750204835000,4,524288,0
22727657,1750204847000,6,786432,0
22727658,1750204859000,6,786432,0
22727659,1750204871000,6,786432,0
22727660,1750204883000,3,393216,0
22727661,1750204895000,1,131072,0
22727662,1750204907000,0,0,0
22727663,1750204919000,5,655360,0
22727664,1750204931000,9,1179648,0
22727665,1750204943000,2,262144,393216
22727666,1750204955000,4,524288,0
22727667,1750204967000,9,1179648,0
22727668,1750204979000,0,0,393216
22727669,1750204991000,9,1179648,0
22727670,1750205003000,7,917504,393216
22727671,1750205015000,8,1048576,524288
22727672,1750205027000,4,524288,786432
22727673,1750205039000,0,0,524288
22727674,1750205051000,3,393216,0
22727675,1750205063000,6,786432,0
22727676,1750205075000,6,786432,0
22727677,1750205087000,1,131072,0
22727678,1750205099000,4,524288,0
22727679,1750205111000,3,393216,0
22727680,1750205123000,3,393216,0
22727681,1750205135000,9,1179648,0
22727682,1750205147000,4,524288,393216
22727683,1750205159000,8,1048576,131072
22727684,1750205171000,3,393216,393216
22727685,1750205183000,1,131072,0
22727686,1750205195000,0,0,0
22727687,1750205207000,7,917504,0
22727688,1750205219000,7,917504,131072
22727689,1750205231000,0,0,262144
22727690,1750205243000,0,0,0
22727691,1750205255000,0,0,0
22727692,1750205267000,9,1179648,0
22727693,1750205279000,7,917504,393216
22727694,1750205291000,9,1179648,524288
22727695,1750205303000,9,1179648,917504
22727696,1750205315000,3,393216,1310720
22727697,1750205327000,1,131072,917504
22727698,1750205339000,6,786432,262144
22727699,1750205351000,3,393216,262144
22727700,1750205363000,1,131072,0
22727701,1750205375000,4,524288,0
22727702,1750205387000,0,0,0
22727703,1750205399000,9,1179648,0
22727704,1750205411000,5,655360,393216
22727705,1750205423000,0,0,262144
22727706,1750205435000,9,1179648,0
22727707,1750205447000,3,393216,393216
22727708,1750205459000,6,786432,0
22727709,1750205471000,9,1179648,0
22727710,1750205483000,3,393216,393216
22727711,1750205495000,9,1179648,0
22727712,1750205507000,4,524288,393216
22727713,1750205519000,9,1179648,131072
22727714,1750205531000,7,917504,524288
22727715,1750205543000,0,0,655360
22727716,1750205555000,9,1179648,0
22727717,1750205567000,4,524288,393216
22727718,1750205579000,0,0,131072
22727719,1750205591000,3,393216,0
