block_number,timestamp_ms,blob_count,blob_gas_used,excess_blob_gas
20651994,1725148811000,6,786432,0
20651995,1725148823000,1,131072,393216
20651996,1725148835000,3,393216,131072
20651997,1725148847000,6,786432,131072
20651998,1725148859000,0,0,524288
20651999,1725148871000,6,786432,131072
20652000,1725148883000,4,524288,524288
20652001,1725148895000,1,131072,655360
20652002,1725148907000,2,262144,393216
20652003,1725148919000,2,262144,262144
20652004,1725148931000,5,655360,131072
20652005,1725148943000,3,393216,393216
20652006,1725148955000,6,786432,393216
20652007,1725148967000,0,0,786432
20652008,1725148979000,0,0,393216
20652009,1725148991000,6,786432,0
20652010,1725149003000,0,0,393216
20652011,1725149015000,2,262144,0
20652012,1725149027000,0,0,0
20652013,1725149039000,6,786432,0
20652014,1725149051000,5,655360,393216
20652015,1725149063000,0,0,655360
20652016,1725149075000,6,786432,262144
20652017,1725149087000,0,0,655360
20652018,1725149099000,6,786432,262144
20652019,1725149111000,6,786432,655360
20652020,1725149123000,4,524288,1048576
20652021,1725149135000,6,786432,1179648
20652022,1725149147000,0,0,1572864
20652023,1725149159000,2,262144,1179648
20652024,1725149171000,5,655360,1048576
20652025,1725149183000,2,262144,1310720
20652026,1725149195000,0,0,1179648
20652027,1725149207000,0,0,786432
20652028,1725149219000,3,393216,393216
20652029,1725149231000,0,0,393216
20652030,1725149243000,6,786432,0
20652031,1725149255000,6,786432,393216
20652032,1725149267000,4,524288,786432
20652033,1725149279000,2,262144,917504
20652034,1725149291000,5,655360,786432
20652035,1725149303000,2,262144,1048576
20652036,1725149315000,6,786432,917504
20652037,1725149327000,0,0,1310720
20652038,1725149339000,6,786432,917504
20652039,1725149351000,4,524288,1310720
20652040,1725149363000,2,262144,1441792
20652041,1725149375000,0,0,1310720
20652042,1725149387000,0,0,917504
20652043,1725149399000,3,393216,524288
20652044,1725149411000,6,786432,524288
20652045,1725149423000,2,262144,917504
20652046,1725149435000,0,0,786432
20652047,1725149447000,4,524288,393216
20652048,1725149459000,6,786432,524288
20652049,1725149471000,5,655360,917504
20652050,1725149483000,1,131072,1179648
20652051,1725149495000,2,262144,917504
20652052,1725149507000,0,0,786432
20652053,1725149519000,6,786432,393216
20652054,1725149531000,1,131072,786432
20652055,1725149543000,4,524288,524288
20652056,1725149555000,1,131072,655360
20652057,1725149567000,2,262144,393216
20652058,1725149579000,0,0,262144
20652059,1725149591000,6,786432,0
20652060,1725149603000,6,786432,393216
20652061,1725149615000,4,524288,786432
20652062,1725149627000,3,393216,917504
20652063,1725149639000,5,655360,917504
20652064,1725149651000,3,393216,1179648
20652065,1725149663000,0,0,1179648
20652066,1725149675000,5,655360,786432
20652067,1725149687000,0,0,1048576
20652068,1725149699000,6,786432,655360
20652069,1725149711000,4,524288,1048576
20652070,1725149723000,3,393216,1179648
20652071,1725149735000,1,131072,1179648
20652072,1725149747000,0,0,917504
20652073,1725149759000,6,786432,524288
20652074,1725149771000,2,262144,917504
20652075,1725149783000,5,655360,786432
20652076,1725149795000,0,0,1048576
20652077,1725149807000,6,786432,655360
20652078,1725149819000,6,786432,1048576
20652079,1725149831000,3,393216,1441792
20652080,1725149843000,0,0,1441792
20652081,1725149855000,0,0,1048576
20652082,1725149867000,3,393216,655360
20652083,1725149879000,0,0,655360
20652084,1725149891000,6,786432,262144
20652085,1725149903000,0,0,655360
20652086,1725149915000,6,786432,262144
20652087,1725149927000,0,0,655360
20652088,1725149939000,2,262144,262144
20652089,1725149951000,1,131072,131072
20652090,1725149963000,2,262144,0
20652091,1725149975000,0,0,0
20652092,1725149987000,0,0,0
20652093,1725149999000,6,786432,0
20652094,1725150011000,2,262144,393216
20652095,1725150023000,0,0,262144
20652096,1725150035000,1,131072,0
20652097,1725150047000,6,786432,0
20652098,1725150059000,2,262144,393216
20652099,1725150071000,0,0,262144
20652100,1725150083000,0,0,0
20652101,1725150095000,0,0,0
20652102,1725150107000,6,786432,0
20652103,1725150119000,2,262144,393216
20652104,1725150131000,0,0,262144
20652105,1725150143000,6,786432,0
20652106,1725150155000,4,524288,393216
20652107,1725150167000,2,262144,524288
20652108,1725150179000,0,0,393216
20652109,1725150191000,3,393216,0
20652110,1725150203000,6,786432,0
20652111,1725150215000,4,524288,393216
20652112,1725150227000,0,0,524288
20652113,1725150239000,2,262144,131072
20652114,1725150251000,3,393216,0
20652115,1725150263000,1,131072,0
20652116,1725150275000,0,0,0
20652117,1725150287000,3,393216,0
20652118,1725150299000,5,655360,0
20652119,1725150311000,2,262144,262144
20652120,1725150323000,5,655360,131072
20652121,1725150335000,0,0,393216
20652122,1725150347000,3,393216,0
20652123,1725150359000,0,0,0
20652124,1725150371000,2,262144,0
20652125,1725150383000,0,0,0
20652126,1725150395000,1,131072,0
20652127,1725150407000,6,786432,0
20652128,1725150419000,0,0,393216
20652129,1725150431000,0,0,0
20652130,1725150443000,6,786432,0
20652131,1725150455000,1,131072,393216
20652132,1725150467000,1,131072,131072
20652133,1725150479000,1,131072,0
20652134,1725150491000,0,0,0
20652135,1725150503000,6,786432,0
20652136,1725150515000,6,786432,393216
20652137,1725150527000,1,131072,786432
20652138,1725150539000,2,262144,524288
20652139,1725150551000,3,393216,393216
20652140,1725150563000,3,393216,393216
20652141,1725150575000,0,0,393216
20652142,1725150587000,0,0,0
20652143,1725150599000,5,655360,0
20652144,1725150611000,2,262144,262144
20652145,1725150623000,0,0,131072
20652146,1725150635000,0,0,0
20652147,1725150647000,2,262144,0
20652148,1725150659000,5,655360,0
20652149,1725150671000,0,0,262144
20652150,1725150683000,2,262144,0
20652151,1725150695000,5,655360,0
20652152,1725150707000,0,0,262144
20652153,1725150719000,5,655360,0
20652154,1725150731000,6,786432,262144
20652155,1725150743000,0,0,655360
20652156,1725150755000,5,655360,262144
20652157,1725150767000,0,0,524288
