_day,block_count,total_bytes,total_txs,non_empty_blocks,avg_block_time_ms,p10_block_time_ms,p50_block_time_ms,p90_block_time_ms,p50_payload_bytes,p90_payload_bytes,p99_payload_bytes,daily_mib,actual_mib_per_s,max_mib_per_s,utilization_pct,avg_eth_usd,p10_eth_usd,p50_eth_usd,p90_eth_usd,cost_per_mib_usd,cost_per_mib_day_usd,cost_per_mib_usd_p10,cost_per_mib_usd_p50,cost_per_mib_usd_p90,daily_da_spend_usd,actual_mib_per_s_7d,utilization_pct_7d,daily_mib_7d,cost_per_mib_usd_7d,cumulative_daily_mib,cumulative_daily_da_spend_usd
2026-01-15,38973,50456892,61512,32625,2286.0506958776527,1000.0,2000.0,3000.0,419.0,2896.4000000000087,12897.359999999986,48.119441986083984,0.000617343314423883,0.476837158203125,0.1294662766530675,3324.57375,3288.11,3323.83,3362.577,3.4860682444800004e-09,4.980097492114286e-10,3.4478332313600005e-09,3.4852883660800002e-09,3.5259175403520005e-09,1.67747658649785e-07,0.0007082586203798704,0.14853259822468853,47.916912351335796,3.3281596269714288e-09,24532.352561950684,7.722678094517728e-05
2026-01-16,40948,53817471,71100,35995,2184.7974510696404,1000.0,2000.0,3000.0,491.0,2911.9000000000087,11850.369999999966,51.324339866638184,0.0006267014245706528,0.476837158203125,0.13142881459411937,3297.2925,3276.685,3297.815,3313.0190000000002,3.4574617804800003e-09,4.939231114971429e-10,3.43585325056e-09,3.45800966144e-09,3.4739522109440005e-09,1.774519434972675e-07,0.0006820539147736443,0.1430370731475377,47.91724491119385,3.3580939751619053e-09,24583.67690181732,7.740423288867455e-05
2026-01-17,41179,59731020,78985,37458,2180.9117528271404,1000.0,2000.0,3000.0,611.0,3207.0,12087.96000000008,56.96393966674805,0.0006916624938287482,0.476837158203125,0.1450521382257947,3301.3541666666665,3289.6079999999997,3299.5249999999996,3317.084,3.4617207466666666e-09,4.945315352380952e-10,3.4494039982079998e-09,3.4598027264e-09,3.478214672384e-09,1.9719325175625002e-07,0.000651693001285928,0.1366699281032786,47.86403260912214,3.3902566097676196e-09,24640.64084148407,7.76014261404308e-05
2026-01-18,39867,53176132,77736,36037,2250.345097017841,1000.0,2000.0,3000.0,513.0,2863.800000000003,12471.379999999976,50.712711334228516,0.0006360236703818762,0.476837158203125,0.13338383123886924,3323.2204166666666,3303.364,3321.325,3343.176,3.484649171626667e-09,4.978070245180953e-10,3.463828209664e-09,3.4826616832e-09,3.5055741173760004e-09,1.7671600754176167e-07,0.0006464115993719278,0.13556233784460367,49.0254214150565,3.423120105081905e-09,24691.3535528183,7.777814214797255e-05
2026-01-19,37872,53882249,75112,33906,2368.4859782340523,1000.0,2000.0,3000.0,499.0,3016.0,14345.610000000008,51.38611698150635,0.0006784183167182397,0.476837158203125,0.142274632974229,3213.7833333333333,3202.06,3212.255,3221.5550000000003,3.3698960725333335e-09,4.81413724647619e-10,3.3576032665600002e-09,3.3682934988800004e-09,3.3780452556800004e-09,1.7316587379871667e-07,0.0006419745376733077,0.13463181856306522,49.93883228302002,3.437213028937143e-09,24742.739669799805,7.795130802177127e-05
2026-01-20,37506,56726925,76151,33619,2391.695501730104,1000.0,2000.0,3000.0,513.0,3208.5,15716.799999999988,54.09901142120361,0.0007212047595211914,0.476837158203125,0.15124760038393856,3086.7625000000003,2991.476,3099.965,3186.015,3.2367050752000004e-09,4.623864393142858e-10,3.136789938176e-09,3.2505488998400003e-09,3.34077886464e-09,1.7510254483031253e-07,0.0006593261054948703,0.13827070607907777,51.403367042541504,3.427548403809524e-09,24796.83868122101,7.812641056660158e-05
2026-01-21,34522,56706093,73613,30396,2594.7983301798963,1000.0,2000.0,3000.0,513.0,3410.0,18133.17000000002,54.07914447784424,0.0007832562493170187,0.476837158203125,0.16426074097676843,2966.603333333333,2925.4990000000003,2963.645,3017.902,3.1107090568533332e-09,4.4438700812190474e-10,3.0676080394240005e-09,3.10760701952e-09,3.1644996075520004e-09,1.6822448451410998e-07,0.0006792300326802302,0.14244486214954097,52.38352939060756,3.3724585925485715e-09,24850.917825698853,7.829463505111569e-05
2026-01-22,34444,63916574,76513,30501,2603.827606992164,1000.0,2000.0,3000.0,654.0,4236.100000000002,20063.969999999994,60.95559501647949,0.0008848506999256691,0.476837158203125,0.18556664150505167,2980.645,2941.243,2984.84,3016.595,3.12543281152e-09,4.464904016457143e-10,3.0841168199680003e-09,3.1298315878400002e-09,3.16312911872e-09,1.9051261671023e-07,0.0007174453734661996,0.1504591999855387,54.21726553780692,3.3209392449828573e-09,24911.873420715332,7.848514766782592e-05
2026-01-23,33387,54881160,73219,29073,2686.2214760927686,1000.0,2000.0,3000.0,513.0,3509.600000000006,18868.79999999999,52.33875274658203,0.0007838193420580171,0.476837158203125,0.16437883008356546,2947.0975,2924.831,2947.0249999999996,2972.238,3.09025570816e-09,4.414651011657143e-10,3.0669075906560005e-09,3.0901796863999998e-09,3.116617433088e-09,1.617401294331e-07,0.0007398907902501089,0.1551663450554596,54.362181663513184,3.2684812346514287e-09,24964.212173461914,7.864688779725901e-05
2026-01-24,31043,59579655,75165,26864,2893.5030140656395,1000.0,2000.0,4000.0,651.0,4115.0,20826.239999999947,56.819586753845215,0.0009151755106440295,0.476837158203125,0.19192621524981476,2954.8254166666666,2949.8469999999998,2955.6099999999997,2958.679,3.0983590161066666e-09,4.4262271658666664e-10,3.093138767872e-09,3.09918171136e-09,3.1023997911040004e-09,1.7604747891023127e-07,0.0007718212212237206,0.16186264177317675,54.341559818812776,3.216572416e-09,25021.03176021576,7.882293527616924e-05
2026-01-25,31376,53525173,70991,26802,2854.1838723530773,1000.0,2000.0,4000.0,510.0,3553.0,19510.5,51.04558277130127,0.000813449495973057,0.476837158203125,0.17059272373788884,2908.9829166666664,2813.897,2933.795,2948.706,3.0502896708266667e-09,4.357556672609524e-10,2.950584860672e-09,3.07630702592e-09,3.0919423426560005e-09,1.557038138686279e-07,0.0007971677677367463,0.16717819784446525,54.38911288125174,3.1545210587428573e-09,25072.07734298706,7.897863909003786e-05
2026-01-26,34303,55581269,72841,29394,2612.2263877131454,1000.0,2000.0,3000.0,436.0,3257.5999999999985,18877.920000000013,53.006428718566895,0.0007726208891141722,0.476837158203125,0.16203034428475643,2889.505416666667,2850.942,2898.235,2921.453,3.029866031786667e-09,4.3283800454095243e-10,2.989429358592e-09,3.0390196633600005e-09,3.063365500928e-09,1.6060237784070708e-07,0.0008106252780790223,0.17000044231739775,54.62058598654611,3.1059453386361904e-09,25125.083771705627,7.913924146787857e-05
2026-01-27,33433,60440694,71682,28063,2684.3593648031324,1000.0,2000.0,3000.0,436.0,3386.0,22950.920000000006,57.640737533569336,0.0008620335825915912,0.476837158203125,0.18078154517991207,2940.3987500000003,2909.76,2927.855,3005.098,3.0832315596800005e-09,4.404616513828572e-10,3.0511045017600006e-09,3.0700784844800003e-09,3.1510736404480002e-09,1.7771974108673251e-07,0.0008307436813747937,0.1742195772882511,55.12654685974121,3.084020550704762e-09,25182.724509239197,7.931696120896531e-05
2026-01-28,33563,62181721,71180,28408,2673.6070290505213,1000.0,2000.0,3000.0,436.0,3437.0,24345.019999999793,59.30111026763916,0.0008834298225373053,0.476837158203125,0.1852686619193755,3011.3925,3001.412,3010.305,3025.784,3.15767390208e-09,4.510962717257143e-10,3.147208589312e-09,3.15653357568e-09,3.1727644835840005e-09,1.872535682564925e-07,0.0008450541918348347,0.1772207088514807,55.87254197256906,3.090729814308572e-09,25242.025619506836,7.950421477722181e-05
2026-01-29,33829,65779140,73914,28735,2653.2260541104934,1000.0,2000.0,3000.0,513.0,3684.2000000000007,24314.560000000027,62.731876373291016,0.0009271908181337169,0.476837158203125,0.19444600786307606,2902.097916666667,2804.412,2936.285,2979.823,3.0430702250666674e-09,4.3472431786666675e-10,2.940639117312e-09,3.07891798016e-09,3.1245708820480002e-09,1.9089750515412503e-07,0.0008511027801502702,0.17848918975976988,56.12629645211356,3.078963730529524e-09,25304.757495880127,7.969511228237593e-05
2026-01-30,33056,47470780,56636,25611,2700.6313683815715,1000.0,2000.0,3000.0,289.0,3123.0,17015.05000000002,45.271663665771484,0.0006847722601913644,0.476837158203125,0.14360715150048403,2734.0849999999996,2705.581,2732.8050000000003,2754.457,2.86689591296e-09,4.095565589942857e-10,2.8370073026560003e-09,2.8655537356800005e-09,2.888257503232e-09,1.297891475363e-07,0.0008369531970264626,0.17552180710504395,55.116712297712056,3.0470551883580956e-09,25350.0291595459,7.982490142991223e-05
2026-01-31,33747,48897772,57801,26353,2648.569939609454,1000.0,2000.0,3000.0,394.0,3150.0,17081.94000000001,46.63254928588867,0.0006909139965906402,0.476837158203125,0.14489516697780544,2583.0733333333333,2391.736,2639.285,2699.6549999999997,2.7085487035733335e-09,3.869355290819048e-10,2.507916967936e-09,2.76749090816e-09,2.83079344128e-09,1.2630653091261332e-07,0.0008049158378759785,0.16880308592332832,53.661421230861116,2.9913680008533335e-09,25396.661708831787,7.995120796082484e-05
2026-02-01,34027,44765956,55684,26272,2626.5693874449003,1000.0,2000.0,3000.0,260.0,2825.4000000000015,16103.219999999994,42.692142486572266,0.0006273274530016203,0.476837158203125,0.13156010227172538,2383.815,2308.978,2401.76,2447.183,2.4996111974400003e-09,3.5708731392000005e-10,2.4211389153280003e-09,2.5184278937600002e-09,2.5660573614080003e-09,1.0671375740214001e-07,0.0007783269745943447,0.16322699714244784,52.46807261875698,2.9126996475123817e-09,25439.35385131836,8.005792171822698e-05
2026-02-02,33606,52104275,61176,26811,2667.2120519865402,1000.0,2000.0,3000.0,420.0,3291.0,18662.899999999994,49.69050884246826,0.0007393100762135967,0.476837158203125,0.15504456049514967,2293.9958333333334,2230.5750000000003,2290.9,2352.645,2.4054289749333335e-09,3.436327107047619e-10,2.3389274112000006e-09,2.4021827584000002e-09,2.46692708352e-09,1.1952698974885417e-07,0.0007735682870371195,0.16222902802964687,51.99436977931431,2.823494353676191e-09,25489.044360160828,8.017744870797583e-05
2026-02-03,34065,62064261,67175,28274,2641.024857064237,1000.0,2000.0,3000.0,519.0,4070.600000000002,20246.960000000006,59.18909168243408,0.0008687669408841051,0.476837158203125,0.18219363276089828,2286.95125,2213.889,2297.46,2343.337,2.3980421939200004e-09,3.4257745627428575e-10,2.3214308720640004e-09,2.40906141696e-09,2.457166938112e-09,1.4193793927427626e-07,0.0007745301953646216,0.16243075482693062,52.21556322915213,2.7256101585676197e-09,25548.23345184326,8.031938664725011e-05
2026-02-04,34245,61663984,65772,28171,2624.4837220602526,1000.0,2000.0,3000.0,549.0,3960.2000000000044,20296.75999999995,58.80735778808594,0.0008586269205443997,0.476837158203125,0.1800671163673529,2213.065,2122.567,2241.67,2275.194,2.3205668454400004e-09,3.3150954934857147e-10,2.2256728145920003e-09,2.3505613619200004e-09,2.3857138237440003e-09,1.3646640475096e-07,0.0007709869236513493,0.1616876768909274,52.14502716064453,2.6060234361904764e-09,25607.040809631348,8.045585305200107e-05
2026-02-05,32672,69262613,60453,25794,2737.934531165827,1000.0,2000.0,3000.0,592.0,4630.9000000000015,24994.990000000027,66.05397510528564,0.0010108651919883331,0.476837158203125,0.2119937959108717,2040.4608333333333,1890.079,2079.6800000000003,2139.284,2.1395782587733336e-09,3.056540369676191e-10,1.981891477504e-09,2.1807025356800003e-09,2.2432018595840004e-09,1.4132764904082419e-07,0.00078294040563058,0.1641945037548982,52.61961269378662,2.476953155291429e-09,25673.094784736633,8.05971807010419e-05
2026-02-06,39853,64118228,64317,32851,2256.404899323601,1000.0,2000.0,3000.0,522.0,3570.0,17784.920000000093,61.14790725708008,0.0007671681837889253,0.476837158203125,0.16088682909693122,1955.3320833333335,1877.318,1927.99,2060.61,2.0503142946133335e-09,2.929020420876191e-10,1.9685105991680003e-09,2.02164404224e-09,2.16070619136e-09,1.2537242833488169e-07,0.000794711251858803,0.16666302912581923,54.88764749254499,2.3602986383847623e-09,25734.242691993713,8.072255312937678e-05
2026-02-07,40931,74083781,66942,34378,2198.778470543326,1000.0,2000.0,3000.0,680.0,3995.0,19308.399999999965,70.65179920196533,0.0008630597737896134,0.476837158203125,0.18099675307224353,2055.8708333333334,2016.847,2054.435,2093.413,2.1557368149333336e-09,3.0796240213333336e-10,2.114817359872e-09,2.15423123456e-09,2.195102629888e-09,1.5230668458095415e-07,0.0008193035057443706,0.17182039856788184,58.31896890912737,2.2813255114361908e-09,25804.89449119568,8.087485981395773e-05
2026-02-08,40605,51520263,56423,31575,2205.913141164756,1000.0,2000.0,3000.0,394.0,3150.5999999999985,13084.0,49.133551597595215,0.0006050184903040909,0.476837158203125,0.12688157369782047,2099.42875,2079.362,2094.7799999999997,2124.8450000000003,2.20141060096e-09,3.1448722870857144e-10,2.1803690885120004e-09,2.19653603328e-09,2.2280614707200003e-09,1.0816312134976124e-07,0.0008161165110732951,0.17115203734303824,59.23917021070208,2.238725426224762e-09,25854.028042793274,8.09830229353075e-05
2026-02-09,41624,53502619,61105,33724,2153.1349681020733,1000.0,2000.0,3000.0,420.0,2864.0,13710.61999999998,51.02407360076904,0.0006129165097151769,0.476837158203125,0.12853790841822027,2078.205,2028.1470000000002,2083.2349999999997,2126.1059999999998,2.17915588608e-09,3.113079837257143e-10,2.126666268672e-09,2.18443022336e-09,2.229383725056e-09,1.11189410318895e-07,0.0007980602872878067,0.16736537276061977,59.42967946188791,2.2064006992457146e-09,25905.052116394043,8.109421234562639e-05
2026-02-10,41333,52350446,61456,33794,2167.83339606072,1000.0,2000.0,3000.0,420.0,2661.0,13887.480000000003,49.925275802612305,0.0006039396584159425,0.476837158203125,0.12665532625263107,2035.4879166666667,2006.789,2015.9,2102.1279999999997,2.134363777706667e-09,3.049091111009524e-10,2.104270782464e-09,2.1138243584000003e-09,2.2042409697279997e-09,1.0655870026511084e-07,0.0007602278183637835,0.15943132897372445,58.10627719334194,2.168732354072381e-09,25954.977392196655,8.12007710458915e-05
2026-02-11,37286,50320130,55567,28938,2397.8963143872115,1000.0,2000.0,3000.0,420.0,3010.5,15360.800000000017,47.98901557922363,0.0006435259290246155,0.476837158203125,0.13495716891058307,1962.96125,1932.823,1951.1399999999999,2018.837,2.05831405568e-09,2.9404486509714286e-10,2.0267118100480004e-09,2.04591857664e-09,2.116904026112e-09,9.877646528496249e-08,0.0007294991052895285,0.1529870507656145,56.560799734933035,2.1312676698209526e-09,26002.96640777588,8.129954751117646e-05
2026-02-12,40020,64336697,61565,32725,2239.3530158894737,1000.0,2000.0,3000.0,420.0,3790.199999999997,16763.959999999963,61.356255531311035,0.0007665699091867946,0.476837158203125,0.16076136181909045,1955.1458333333333,1915.4450000000002,1964.18,1986.526,2.0501189973333335e-09,2.9287414247619053e-10,2.00848965632e-09,2.0595920076800003e-09,2.0830234869760003e-09,1.2578762506997914e-07,0.000694599779175023,0.14566813160964573,55.88969693865095,2.118487775329524e-09,26064.32266330719,8.142533513624645e-05
2026-02-13,42608,51796162,59326,34219,2102.360097323601,1000.0,2000.0,3000.0,354.0,2698.0,12393.300000000003,49.39666938781738,0.0005796642577428814,0.476837158203125,0.12156440574539994,1985.0279166666667,1933.9569999999999,1959.34,2058.707,2.081452632746667e-09,2.973503761066667e-10,2.027900895232e-09,2.05451689984e-09,2.158710751232e-09,1.0281682754618917e-07,0.0006678135040255882,0.14005064255942698,54.21094867161342,2.1229361093485716e-09,26113.719332695007,8.152815196379263e-05
2026-02-14,23309,25280689,33446,19413,1987.3015873015872,1000.0,2000.0,3000.0,420.0,2383.2000000000007,9443.15999999996,24.109543800354004,0.0005171724183867606,0.476837158203125,0.10845891715646316,2062.9486666666667,2049.236,2053.59,2079.84,2.1631584610986666e-09,3.090226372998095e-10,2.148779687936e-09,2.1533451878400003e-09,2.1808703078400003e-09,5.215276366496466e-08,0.0006184010246823234,0.12968809457145833,47.5620550428118,2.123996344515048e-09,26137.82887649536,8.15803047274576e-05
2026-02-16,51,62060,61,43,1816.3265306122448,1000.0,1000.0,3000.0,792.0,2929.0,7058.0,0.059185028076171875,0.0011604907465916053,0.95367431640625,0.12168627450980392,,,,,,,,,,,0.0006977542041519683,0.1289459089731703,40.55143124716623,2.111093968440889e-09,26137.888061523438,
