height,timestamp_ms,size_bytes,num_transactions,block_time_ms
8374917,1766102400000,2835,1,2000
8374918,1766102404000,420,1,4000
8374919,1766102405000,5255,1,1000
8374920,1766102408000,0,0,3000
8374921,1766102411000,1131,1,3000
8374922,1766102413000,1893,2,2000
8374923,1766102416000,4004,2,3000
8374924,1766102417000,2490,2,1000
8374925,1766102418000,1485,1,1000
8374926,1766102420000,1485,1,2000
8374927,1766102422000,0,0,2000
8374928,1766102424000,1477,1,2000
8374929,1766102467000,0,0,43000
8374930,1766102468000,30341,19,1000
8374931,1766102469000,0,0,1000
8374932,1766102471000,0,0,2000
8374933,1766102474000,5574,1,3000
8374934,1766102476000,0,0,2000
8374935,1766102480000,6226,2,4000
8374936,1766102481000,555,1,1000
8374937,1766102483000,0,0,2000
8374938,1766102485000,1477,1,2000
8374939,1766102487000,6650,2,2000
8374940,1766102489000,0,0,2000
8374941,1766102490000,555,1,1000
8374942,1766102492000,0,0,2000
8374943,1766102494000,0,0,2000
8374944,1766102496000,2341,1,2000
8374945,1766102497000,518,1,1000
8374946,1766102502000,3186,3,5000
8374947,1766102504000,420,1,2000
8374948,1766102506000,967,1,2000
8374949,1766102507000,0,0,1000
8374950,1766102508000,0,0,1000
8374951,1766102509000,0,0,1000
8374952,1766102511000,294,1,2000
8374953,1766102512000,1867,2,1000
8374954,1766102514000,2341,1,2000
8374955,1766102515000,468,1,1000
8374956,1766102516000,394,1,1000
8374957,1766102522000,295,1,6000
8374958,1766102525000,1415,1,3000
8374959,1766102528000,3078,2,3000
8374960,1766102530000,1031,2,2000
8374961,1766102533000,15685,4,3000
8374962,1766102539000,15541,6,6000
8374963,1766102541000,2654,1,2000
8374964,1766102542000,0,0,1000
8374965,1766102543000,2341,1,1000
8374966,1766102545000,5226,1,2000
8374967,1766102547000,555,1,2000
8374968,1766102549000,4192,2,2000
8374969,1766102550000,394,1,1000
8374970,1766102553000,4854,2,3000
8374971,1766102557000,555,1,4000
8374972,1766102559000,483,1,2000
8374973,1766102565000,5805,5,6000
8374974,1766102568000,4251,1,3000
8374975,1766102568000,2654,1,0
8374976,1766102570000,0,0,2000
8374977,1766102571000,1273,1,1000
8374978,1766102573000,0,0,2000
8374979,1766102575000,0,0,2000
8374980,1766102576000,294,1,1000
8374981,1766102578000,2117,1,2000
8374982,1766102580000,394,1,2000
8374983,1766102582000,0,0,2000
8374984,1766102583000,467,1,1000
8374985,1766102583000,420,1,0
8374986,1766102584000,0,0,1000
8374987,1766102585000,1477,1,1000
8374988,1766102585000,394,1,0
8374989,1766102586000,2341,1,1000
8374990,1766102592000,2341,1,6000
8374991,1766102592000,0,0,0
8374992,1766102594000,0,0,2000
8374993,1766102595000,0,0,1000
8374994,1766102595000,294,1,0
8374995,1766102596000,302,1,1000
8374996,1766102597000,394,1,1000
8374997,1766102599000,394,1,2000
8374998,1766102601000,0,0,2000
8374999,1766102603000,354,1,2000
8375000,1766102605000,0,0,2000
8375001,1766102608000,0,0,3000
8375002,1766102610000,2341,1,2000
8375003,1766102612000,0,0,2000
8375004,1766102613000,0,0,1000
8375005,1766102636000,0,0,23000
8375006,1766102638000,16939,11,2000
8375007,1766102640000,658,1,2000
8375008,1766102642000,0,0,2000
8375009,1766102646000,2731,2,4000
8375010,1766102648000,0,0,2000
8375011,1766102650000,1477,1,2000
8375012,1766102653000,4234,2,3000
8375013,1766102655000,7200,3,2000
8375014,1766102657000,394,1,2000
8375015,1766102659000,1477,1,2000
8375016,1766102662000,3814,2,3000
