block_number,timestamp_ms,spec_version,submit_data_bytes,submit_data_count,block_fee_plancks,block_time_ms
2449099,1769081080001,50,0,0,0,0
2449100,1769081100000,50,0,0,0,19999
2449101,1769081120000,50,0,0,0,20000
2449102,1769081140000,50,0,0,0,20000
2449103,1769081160001,50,0,0,0,20001
2449104,1769081180000,50,0,0,0,19999
2449105,1769081200000,50,0,0,0,20000
2449106,1769081220001,50,0,0,0,20001
2449107,1769081240000,50,0,0,0,19999
2449108,1769081260000,50,0,0,0,20000
2449109,1769081280001,50,0,0,0,20001
2449110,1769081300000,50,0,0,0,19999
2449111,1769081320000,50,0,0,0,20000
2449112,1769081340000,50,0,0,0,20000
2449113,1769081360000,50,0,0,0,20000
2449114,1769081380000,50,0,0,0,20000
2449115,1769081400000,50,0,0,0,20000
2449116,1769081420000,50,0,0,0,20000
2449117,1769081440000,50,0,0,0,20000
2449118,1769081460001,50,0,0,0,20001
2449119,1769081480000,50,0,0,0,19999
2449120,1769081500001,50,0,0,0,20001
2449121,1769081520000,50,0,0,0,19999
2449122,1769081540000,50,0,0,0,20000
2449123,1769081560000,50,0,0,0,20000
2449124,1769081580000,50,0,0,0,20000
2449125,1769081600000,50,0,0,0,20000
2449126,1769081620001,50,4289,1,126226412749490566,20001
2449127,1769081640000,50,0,0,0,19999
2449128,1769081660000,50,0,0,0,20000
2449129,1769081680000,50,0,0,0,20000
2449130,1769081700000,50,0,0,0,20000
2449131,1769081720000,50,0,0,0,20000
2449132,1769081740000,50,1131283,5,1095617421873316731,20000
2449133,1769081760000,50,0,0,0,20000
2449134,1769081780001,50,0,0,0,20001
2449135,1769081800000,50,0,0,0,19999
2449136,1769081820001,50,0,0,0,20001
2449137,1769081840000,50,0,0,0,19999
2449138,1769081860001,50,0,0,0,20001
2449139,1769081880001,50,0,0,0,20000
2449140,1769081900001,50,0,0,0,20000
2449141,1769081920000,50,0,0,0,19999
2449142,1769081940000,50,0,0,0,20000
2449143,1769081960000,50,0,0,0,20000
2449144,1769081980001,50,0,0,0,20001
2449145,1769082000000,50,0,0,0,19999
2449146,1769082020000,50,0,0,0,20000
2449147,1769082040001,50,0,0,0,20001
2449148,1769082060000,50,0,0,0,19999
2449149,1769082080000,50,0,0,0,20000
