_day,block_count,blocks_with_data,total_encoded_bytes,total_gas_used,total_gas_limit,total_chunks_produced,total_da_cost_near,avg_block_time_ms,p10_block_time_ms,p50_block_time_ms,p90_block_time_ms,p50_encoded_bytes,p90_encoded_bytes,p99_encoded_bytes,p10_cost_per_byte_near,p50_cost_per_byte_near,p90_cost_per_byte_near,daily_data_mib,actual_mib_per_s,max_mib_per_s,utilization_pct,avg_cost_per_mib_near,cost_per_mib_near_p10,cost_per_mib_near_p50,cost_per_mib_near_p90,avg_near_usd,cost_per_mib_usd,cost_per_mib_usd_p10,cost_per_mib_usd_p50,cost_per_mib_usd_p90,daily_da_spend_usd,actual_mib_per_s_7d,utilization_pct_7d,daily_data_mib_7d,cost_per_mib_usd_7d,cumulative_daily_data_mib,cumulative_daily_da_spend_usd
2025-11-21,141153,141153,10413726556.0,3.6152212215694238e+19,1.270377e+21,1265791,3615.221221569424,612.1756107584174,477.0,606.0,716.0,40136.0,174128.80000000002,381072.16000000015,1.9972213767191965e-07,3.6831815013281087e-07,6.464426000821905e-07,9931.303554534912,0.11610302079270013,59.01639344262295,0.1954400850010452,0.36402282960313026,0.20942384023147081,0.3862095725936623,0.677844195823783,1.9536099166666665,0.7111586098057354,0.40913249106261695,0.7545028509305735,1.3242431429162842,7062.732029401806,0.11726753995077062,0.19730642934716686,9945.685491016933,0.8173778813049969,117457.34125995636,101288.80022273789
2025-11-22,141193,141193,10299060356.0,3.5498884145099674e+19,1.270737e+21,1266513,3549.8884145099682,611.9488908405814,477.0,606.0,716.0,38965.0,177231.2,390229.71999999956,1.9706482425010455e-07,3.688548982702912e-07,6.480462563328961e-07,9821.94934463501,0.1147920732781937,59.01639344262295,0.19323332335162607,0.361424019810182,0.20663744515287763,0.38677239380866885,0.6795257512805228,1.8385120833333335,0.6644824276279258,0.3799054397826945,0.7110857195169963,1.2493163046654026,6526.512744561586,0.11681563155031019,0.19654571687305847,9926.931433541435,0.7848189296699795,127279.29060459137,107815.31296729947
2025-11-23,141698,141698,10075105832.0,3.4592578371564462e+19,1.275282e+21,1271660,3459.2578371564464,609.7867568177968,478.0,605.0,713.0,35496.0,173668.10000000003,351998.19999999984,2.024403456342608e-07,3.6086136786749186e-07,6.131364043683793e-07,9608.369667053223,0.11208064161427736,59.01639344262295,0.188357744935105,0.36002547331397183,0.21227408786379065,0.37839056967302315,0.6429201183469777,1.8609504166666666,0.6699895545742497,0.3950315522576578,0.7041660882957498,1.1964424621211909,6437.507313413721,0.11607816030859246,0.19525983050441528,9897.551527295795,0.7574857522728589,136887.6602716446,114252.82028071319
2025-11-24,140467,140467,10214082895.0,3.4292410701048332e+19,1.264203e+21,1259567,3429.2410701048334,615.1700474905482,471.0,606.0,725.0,37824.0,176055.40000000002,379670.4199999999,1.8789707898306453e-07,3.5158778667615004e-07,6.152702524524811e-07,9740.908522605896,0.11443332934388166,59.01639344262295,0.19262943772886743,0.35204530071774454,0.19702436749174587,0.3686665150017307,0.6451576202356128,1.8861043333333332,0.6639941672133743,0.37160851329844097,0.6953435114996626,1.2168345832094103,6467.906442369363,0.11531207503972138,0.1940177917011116,9847.820797783988,0.7343619914926361,146628.5687942505,120720.72672308255
2025-11-25,139814,139814,10517105083.0,3.5357414119054655e+19,1.258326e+21,1252748,3535.741411905466,618.0308228241976,467.0,606.0,729.0,39243.5,180225.7,389782.22999999986,1.9304004307139973e-07,3.56559464915053e-07,6.170697689425867e-07,10029.893000602722,0.11837854970782165,59.01639344262295,0.19927055867483312,0.3525203520808242,0.20241715620363604,0.3738796974827666,0.6470445500387418,1.8838262916666668,0.6640871075974468,0.3813187607408081,0.7043244040384155,1.21891953524261,6660.722632282139,0.11580195398509076,0.1948424212591501,9878.470005444118,0.7146143274336445,156658.4617948532,127381.44935536469
2025-11-26,141350,141350,9753742233.0,3.2145458074926916e+19,1.27215e+21,1267816,3214.5458074926914,611.2658705172378,479.0,605.0,713.0,34414.0,172811.2,377721.51000000094,1.7483689139336755e-07,3.4740340048729467e-07,6.230590054216127e-07,9301.893456459045,0.10877276622952867,59.01639344262295,0.18279867658018012,0.34557972766937856,0.18332976822969177,0.3642788680693655,0.653324719668973,1.8955780833333333,0.6550733578143759,0.34751589067878336,0.6905190385337641,1.238428019904399,6093.422580554198,0.11449528157841274,0.19259969224511925,9781.506913457599,0.694567618497376,165960.35525131226,133474.8719359189
2025-11-27,138485,138485,10240743506.0,3.3978431745968034e+19,1.246365e+21,1235462,3397.8431745968032,623.9653279795477,479.0,606.0,722.0,40175.0,175710.2,374791.3200000002,1.8656246091848695e-07,3.4294995224697296e-07,5.942669738699201e-07,9766.334062576294,0.11637406801842681,59.01639344262295,0.19589634783101847,0.34791387974501403,0.19562491902006338,0.3596090891273219,0.6231340863926254,1.9277067499999998,0.6706759344031518,0.3771074768631795,0.69322086847209,1.201219784494147,6550.045223111685,0.11441920699783284,0.19251802487181077,9742.950229781014,0.671351594148037,175726.68931388855,140024.9171590306
2025-11-28,141163,141163,10452125214.0,3.5632401419394036e+19,1.270467e+21,1265565,3563.240141939403,612.0779197778376,480.0,605.0,712.0,40408.0,178054.8,370765.8200000004,1.913857999310193e-07,3.553970793038087e-07,6.246911162941007e-07,9967.92336845398,0.11671547355991875,59.01639344262295,0.196146837510419,0.35747065965777586,0.2006825565484685,0.3726608478280705,0.655036111959203,1.8977199166666665,0.6783791904565327,0.38083928448961324,0.7072059130852153,1.243075075800876,6762.031785224565,0.11450670025029266,0.19261898951600703,9748.181631769452,0.6666688199552938,185694.61268234253,146786.94894425516
2025-11-29,142701,142701,9827184099.0,3.2096402691921756e+19,1.284309e+21,1281403,3209.6402691921758,605.461923882804,485.0,605.0,704.0,34517.0,168797.0,358611.0,1.7825475624261654e-07,3.370103464347807e-07,5.765493122472818e-07,9371.933077812195,0.10855423911340942,59.01639344262295,0.18243142962114636,0.34247366498923415,0.18691365928185788,0.3533809610231966,0.6045557716390058,1.8709412083333332,0.6407480925973029,0.34970446755080414,0.661155002218734,1.1310883058951722,6005.048243557734,0.1136155810838949,0.1910758618402242,9683.893593651908,0.6632782006652048,195066.54576015472,152791.9971878129
2025-11-30,142223,142223,9829474219.0,3.220415887536403e+19,1.280007e+21,1276709,3220.4158875364033,607.5016031275048,484.0,605.0,708.0,34143.0,173203.2,358124.47999999975,1.7816527858915182e-07,3.3658028905584494e-07,5.778558735328341e-07,9374.117106437683,0.10894446355647726,59.01639344262295,0.1830872234768576,0.3435433813094547,0.18681983516189846,0.35293001317702166,0.6059258004455651,1.85152725,0.6360799320515961,0.3459020156427631,0.6534595367401147,1.121888131003026,5962.687772106586,0.1131675556470663,0.19032293020333174,9650.428942135402,0.6584339688762544,204440.6628665924,158754.68495991948
2025-12-01,142279,142279,10337316536.0,3.442988513057243e+19,1.280511e+21,1277321,3442.9885130572434,607.2597080384315,484.0,605.0,707.0,38807.0,174393.59999999998,363599.82000000007,1.8993478854627795e-07,3.4778100468770816e-07,5.916333564505848e-07,9858.433280944824,0.11452801216542151,59.01639344262295,0.1924706871113334,0.34924296943938643,0.19916106083470195,0.3646748147714183,0.6203725383735285,1.6527098333333334,0.5771972898150068,0.32915544365861016,0.6027016523417349,1.0252957944998913,5690.260971583418,0.11318108176442913,0.19030025154368402,9667.218193326678,0.6460344149622018,214299.09614753723,164444.9459315029
2025-12-02,138005,138005,10119795659.0,3.379959824952984e+19,1.242045e+21,1234311,3379.959824952983,626.0674328280339,457.0,607.0,765.0,40069.0,176335.6000000001,388777.6399999991,1.7994243681356192e-07,3.4837904260701506e-07,6.297830104755067e-07,9650.989207267761,0.115209506797682,59.01639344262295,0.19425602951720272,0.3502190037066537,0.1886833206242175,0.3653019029806934,0.6603753499923649,1.7248725,0.6040831284710051,0.3254546709533956,0.6300992066490662,1.1390632808797054,5829.999753166215,0.11272836134869492,0.1895838902354511,9613.089079993111,0.6374624179441388,223950.085354805,170274.94568466913
2025-12-03,125850,125850,10217263748.0,3.429841484664252e+19,1.13265e+21,1112969,3429.8414846642518,686.5298969399836,390.0,616.0,1095.199999999997,43205.5,199235.90000000005,394907.02999999974,1.75188921180936e-07,3.5083541623213455e-07,6.49176725522243e-07,9743.94202041626,0.1256900094992526,59.01639344262295,0.21506957180983224,0.35199732074326623,0.18369889821622115,0.3678775974110267,0.6807111341412114,1.8134546666666667,0.6383311839560396,0.33312962423173126,0.6671293457871477,1.2344387828603391,6219.862046291316,0.1151451103872269,0.1941940181254014,9676.238874844143,0.6350706788215194,233694.02737522125,176494.80773096046
2025-12-04,138174,138174,10391678718.0,3.500215279934885e+19,1.243566e+21,1235267,3500.215279934885,625.3043047172406,455.0,606.0,753.0,41619.0,181535.09999999998,398954.3599999993,1.8329880519775743e-07,3.576767916078183e-07,6.314148711952241e-07,9910.277097702026,0.11835506369118205,59.01639344262295,0.19923102388015645,0.35319045526451603,0.1922027279590437,0.3750512994369597,0.6620864799784033,1.8424570833333334,0.6507382560678324,0.35412527756412976,0.6910159232609974,1.2198659248154424,6448.996435707595,0.11542810976904909,0.1946704004181354,9696.80216557639,0.6322224390593308,243604.30447292328,182943.80416666804
2025-12-05,141745,141745,9911011205.0,3.262185695820041e+19,1.275705e+21,1271622,3262.185695820042,609.5447317365692,482.0,605.0,710.0,37327.0,171424.4000000001,392959.2399999997,1.783396120945789e-07,3.442028703934612e-07,6.202683245275161e-07,9451.876835823059,0.1102186103122918,59.01639344262295,0.18522849788593482,0.3451362890654906,0.18700263709168516,0.360922869025694,0.6503984786597647,1.7409895000000002,0.600878655331984,0.32556962764893443,0.6283629252836085,1.1323369221626247,5679.431043472888,0.11449998644795951,0.19311063761463765,9623.081232343402,0.6211509340415382,253056.18130874634,188623.23521014093
2025-12-06,141435,141435,9584489418.0,3.1136940873396634e+19,1.272915e+21,1268849,3113.694087339663,610.8808357195885,482.0,605.0,717.0,34801.0,170238.40000000002,397885.42000000086,1.6983462070970872e-07,3.358919144143947e-07,6.193777610802812e-07,9140.481393814087,0.1068210394087999,59.01639344262295,0.1795186912286776,0.34064880756137056,0.17808450724530353,0.35220820004898834,0.649464655202517,1.7022802916666666,0.5798797514914721,0.3031497469348499,0.5995570775067836,1.1055708826853317,5300.380079157337,0.11425238649015816,0.19269453212999926,9590.016706057957,0.6124554567407052,262196.6627025604,193923.61528929826
2025-12-07,141309,141309,9531493672.0,3.127406517377704e+19,1.271781e+21,1268454,3127.406517377704,611.4251675406379,482.0,606.0,717.0,34091.0,172016.2,399327.8400000026,1.7298509254042362e-07,3.3966995046502045e-07,6.221747754629503e-07,9089.940711975098,0.10614965900951397,59.01639344262295,0.17868525933268184,0.34405136584198565,0.18138801639566723,0.3561697579788093,0.6523975373558386,1.709393375,0.5881191254299916,0.310063473531145,0.60883422466433,1.1152040282223856,5345.96798173727,0.11385312869773483,0.19206568010940273,9549.420078277588,0.6056039129376188,271286.6034145355,199269.58327103555
2025-12-08,140788,140788,9798607330.0,3.2087582910699766e+19,1.267092e+21,1262402,3208.7582910699766,613.6910319061284,481.0,606.0,718.0,35461.0,176619.90000000002,389485.69000000006,1.7474897993906464e-07,3.4188496986706344e-07,6.10799285340227e-07,9344.68014717102,0.10952825716154155,59.01639344262295,0.18437256622192824,0.343378076139009,0.18323758638858464,0.3584923741633259,0.6404694714249138,1.7548470416666666,0.6025760010857314,0.32155393639614804,0.6290992822605722,1.1239259572078237,5630.879994507537,0.11313887798289483,0.19090880569663055,9476.026773452759,0.609229443119151,280631.28356170654,204900.46326554308
2025-12-09,133721,133721,10000192081.0,3.18615779312756e+19,1.203489e+21,1186659,3186.15779312756,646.1186275902812,420.0,606.0,913.0,37617.0,190542.0,391864.7999999997,1.627317680008557e-07,3.3079354621529387e-07,6.040850037762919e-07,9536.92634677887,0.11768908565152353,59.01639344262295,0.19810996084673127,0.3340864422428612,0.17063662636326526,0.346862173516248,0.6334290369197291,1.7657930000000002,0.5899275011073487,0.3013089603758693,0.6124867979597761,1.1185045593895993,5626.0951280000945,0.11349310353344363,0.19145936731513463,9459.732079097203,0.6072072106386285,290168.2099084854,210526.55839354318
2025-12-10,137503,137503,9931063213.0,3.0019051109405024e+19,1.237527e+21,1227657,3001.9051109405027,628.3563075446175,462.0,606.0,744.0,37023.0,180916.0,392027.0600000031,1.5648491333828597e-07,3.0936549853387655e-07,5.536274571628705e-07,9470.999920845032,0.11366088551281331,59.01639344262295,0.1913291572799024,0.316957569003196,0.16408632448860655,0.32439323699065814,0.5805204645220141,1.779824125,0.5641287279132404,0.2920447989074002,0.5773629091828157,1.0332243278124873,5342.863137412708,0.11177465724966659,0.18806787952514467,9420.740350587028,0.5966068597753715,299639.20982933044,215869.42153095588
2025-12-11,139495,139495,9843454901.0,2.9638851229505106e+19,1.255455e+21,1248014,2963.8851229505112,619.3857756303183,474.0,606.0,727.0,36914.0,176119.0,384651.89999999997,1.5586254588436065e-07,3.102629004431202e-07,5.553289571283042e-07,9387.450123786926,0.11104944111564766,59.01639344262295,0.1869332258780069,0.31572845489109996,0.16343372491323935,0.3253342310950452,0.5823046165497687,1.6756521666666666,0.5290510695165905,0.27385807525727346,0.5451470092252465,0.9757399923816225,4966.440528023124,0.11073099688173309,0.18631105123912328,9346.05078288487,0.5792229759823371,309026.65995311737,220835.862058979
2025-12-12,142477,142477,9489920338.0,2.8246123260103647e+19,1.282293e+21,1279157,2824.612326010365,606.4125227229658,488.0,604.0,704.0,32712.0,169478.2,384946.59999999916,1.542314491251931e-07,3.0575504273479157e-07,5.451817392591678e-07,9050.293291091919,0.10516735536182882,59.01639344262295,0.176447451773735,0.312101744679434,0.16172339599789848,0.3206073996906768,0.5716644874254211,1.6678674166666667,0.5205443306356472,0.2697331826975753,0.5347306354863066,0.9534605718423113,4711.078863267732,0.11000938903166697,0.18505661608023763,9288.681705066136,0.5677466438828603,318076.9532442093,225546.94092224672
2025-12-13,142032,142032,9115874918.0,2.6928410012027326e+19,1.278288e+21,1274298,2692.8410012027325,608.3363585797067,485.0,604.0,709.0,31411.5,165643.1000000001,391829.5300000003,1.4925718866938607e-07,3.0052643600194e-07,5.525532111669507e-07,8693.57578086853,0.10133869399532447,59.01639344262295,0.17002380881437773,0.30975067901619013,0.15650750586619017,0.31512480815717026,0.5793940359525965,1.6545912916666667,0.5125107760880251,0.258955956286668,0.5214027633649829,0.9586603263307698,4455.551270432989,0.1092261968297419,0.1837002043067662,9224.838046073914,0.5581225045395107,326770.5290250778,230002.49219267973
2025-12-14,139596,139596,9456690370.0,2.8307292509965144e+19,1.256364e+21,1249070,2830.7292509965146,618.9528336354063,482.0,606.0,722.0,33135.0,174791.0,393481.49999999895,1.5320628220931168e-07,3.0349416117812264e-07,5.479729072956284e-07,9018.602724075317,0.10660894805721922,59.01639344262295,0.179458395896319,0.3138766988194117,0.1606484305739112,0.31823669355151113,0.5745912392404209,1.6252187083333334,0.510118283031215,0.26108883483310913,0.5172042280380578,0.9338364316579661,4600.55413694594,0.10929180955084265,0.1838106523872858,9214.646904945374,0.5469795270539712,335789.13174915314,234603.04632962568
2025-12-15,134265,134265,9816642385.0,2.9619173354256695e+19,1.208385e+21,1190081,2961.9173354256695,643.5336516259739,437.0,605.0,809.0,37020.0,188040.4000000002,406875.9599999988,1.5125179687668075e-07,3.0913603172260204e-07,5.67796330949572e-07,9361.879715919495,0.11525104344860734,59.01639344262295,0.19368578135113176,0.31638062283464824,0.1585990041617624,0.32415262359955915,0.5953776055217784,1.58822725,0.5024843265579606,0.25189126023257447,0.5148280299598129,0.945594937129439,4704.197824370439,0.11010935044899492,0.1851411116914577,9217.103986195156,0.5326807164071468,345151.01146507263,239307.24415399611
2025-12-16,141224,141224,9855294032.0,2.943633556632462e+19,1.271016e+21,1265910,2943.633556632463,611.8057243205733,483.0,605.0,713.0,35636.0,175220.4,382852.34999999835,1.5630351526497235e-07,3.0625455968762193e-07,5.37530364490759e-07,9398.740798950195,0.11000331925590101,59.01639344262295,0.18486668930505584,0.31319446079003005,0.16389611482248365,0.32113118117900785,0.5636414394762621,1.5489494166666666,0.48512237734394825,0.25386679144821905,0.49741595576070186,0.8730520788859165,4559.539480426279,0.10901138382104883,0.18324921575693268,9197.363193648202,0.5177085558695181,354549.7522640228,243866.7836344224
2025-12-17,139925,139925,9793666952.0,2.919790126450409e+19,1.259325e+21,1252192,2919.7901264504094,617.4875359128657,482.0,606.0,715.0,35466.0,177418.80000000005,383001.16000000015,1.5252591400169018e-07,3.052023886469943e-07,5.437848103634516e-07,9339.968635559082,0.11014821867159012,59.01639344262295,0.1854161680971767,0.3126124123516003,0.15993501280023628,0.3200278998779107,0.5701997013116666,1.5312383333333335,0.47868410926857724,0.24489862244187915,0.4900389880292189,0.873111640303641,4470.894566909048,0.10850957427230266,0.1824045030165433,9178.644438607353,0.5055021817774235,363889.7208995819,248337.67820133147
2025-12-18,141690,141690,10001659420.0,2.996088098921146e+19,1.27521e+21,1271407,2996.0880989211464,609.8037689240216,486.0,605.0,709.0,36521.0,178573.10000000024,402255.97999999975,1.554604226829727e-07,3.0499779269424173e-07,5.514148290195251e-07,9538.32571029663,0.11126986816518462,59.01639344262295,0.18699519511093526,0.314110483319611,0.1630120681752208,0.3198133654721572,0.5782003557539775,1.482019,0.46551770437884654,0.24158698226497255,0.47396948408368095,0.856903913034154,4440.259488275018,0.10854106385080795,0.18241335576410447,9200.198093823024,0.4964259867577457,373428.04660987854,252777.93768960648
2025-12-19,142071,142071,9846518162.0,2.930979681470521e+19,1.278639e+21,1275602,2930.9796814705205,608.1458214554694,488.0,605.0,705.0,35789.0,173662.0,402837.3999999998,1.534184362910416e-07,3.0458267684354144e-07,5.525430055547055e-07,9390.371477127075,0.10925012964507241,59.01639344262295,0.18360091232019113,0.3121260632350655,0.16087089025231524,0.3193780849538933,0.5793833345925309,1.4935910416666667,0.4661886919185773,0.24027532054579953,0.47702024659179065,0.865361758238365,4377.68499555139,0.10912431731984273,0.18343527869931248,9248.780691828046,0.48866089551244996,382818.4180870056,257155.62268515787
2025-12-20,141708,141708,9569857054.0,2.822670506831405e+19,1.275372e+21,1272072,2822.6705068314045,609.7053659638129,487.0,606.0,710.0,34064.5,174081.40000000002,398183.56999999966,1.4883020244274585e-07,2.988111113476866e-07,5.417042756222373e-07,9126.52688407898,0.10627681843134434,59.01639344262295,0.1788993110260963,0.30928200208947937,0.15605977835660467,0.31332615989251184,0.5680181025148631,1.5201606666666667,0.47015833448434435,0.2372359367064284,0.4763061041063074,0.8634787773977293,4290.912679445166,0.10982976366784558,0.18470320758670083,9310.630849429539,0.4826105467119241,391944.9449710846,261446.53536460304
2025-12-21,132287,132287,9448487846.0,2.8201333640811327e+19,1.190583e+21,1167384,2820.1333640811326,653.1298474517333,435.0,606.0,911.0,34538.0,186318.2,401457.5,1.4626445226486243e-07,3.0476211470126946e-07,5.579446656813096e-07,9010.780187606812,0.11240162855741637,59.01639344262295,0.18920940807165085,0.3129732726096093,0.15336939429808039,0.3195662391849983,0.5850473857614449,1.4975157083333333,0.46868239202138046,0.22967307713894414,0.47855546303254215,0.876117650297115,4223.194012306423,0.11065728945358802,0.18609620932603396,9309.513344219753,0.47669113371051924,400955.7251586914,265669.72937690944
2025-12-22,133931,133931,9730960359.0,2.8850906799163343e+19,1.205379e+21,1185938,2885.090679916334,645.1068087298684,440.0,606.0,814.0,37762.0,180190.0,391399.9000000016,1.5080846345109176e-07,3.01228943417459e-07,5.483035529834351e-07,9280.166968345642,0.1143410179753616,59.01639344262295,0.19247404692519204,0.310887798652469,0.158134135371692,0.3158614405729055,0.5749379463731584,1.5368685416666665,0.47779367773698034,0.2430313780164115,0.4854375115420137,0.8836040431913441,4434.0051058191075,0.11052728581455293,0.18592310440804258,9297.840094566345,0.4731638981646649,410235.89212703705,270103.7344827285
2025-12-23,128334,128334,9729816778.0,2.872644966478514e+19,1.155006e+21,1124515,2872.6449664785146,673.2413545903657,413.0,606.0,1092.0,38421.5,195875.79999999996,407112.8299999999,1.4080990027044418e-07,2.9886378108029694e-07,5.614534736035623e-07,9279.076364517212,0.11931372202357612,59.01639344262295,0.20084476540635313,0.30958307202464513,0.14764988198598128,0.31338138811005345,0.5887266375373289,1.4941223333333333,0.46255498193396416,0.22060698618928565,0.468230130826232,0.8796296173727615,4292.083000153133,0.11185734335279222,0.18820568670822793,9280.745175361633,0.46993998453466723,419514.96849155426,274395.81748288166
