_hour,block_count,blocks_with_data,total_encoded_bytes,total_gas_used,total_gas_limit,total_chunks_produced,total_da_cost_near,avg_block_time_ms,p10_block_time_ms,p50_block_time_ms,p90_block_time_ms,p50_encoded_bytes,p90_encoded_bytes,p99_encoded_bytes,p10_cost_per_byte_near,p50_cost_per_byte_near,p90_cost_per_byte_near,hourly_data_mib,actual_mib_per_s,max_mib_per_s,utilization_pct,avg_cost_per_mib_near,cost_per_mib_near_p10,cost_per_mib_near_p50,cost_per_mib_near_p90,avg_near_usd,cost_per_mib_usd,cost_per_mib_usd_p10,cost_per_mib_usd_p50,cost_per_mib_usd_p90,hourly_da_spend_usd,actual_mib_per_s_24h,utilization_pct_24h,hourly_data_mib_24h,cost_per_mib_usd_24h,cumulative_hourly_data_mib,cumulative_hourly_da_spend_usd
2025-11-10 15:00:00+00:00,5690,5690,468732049.0,1.5584031256738263e+18,5.121e+19,50717,155.84031256738263,632.8676393039199,430.80000000000007,606.0,799.1999999999998,48023.0,193625.00000000006,425125.34999999934,1.76039324734939e-07,3.5509221752685135e-07,6.38553955149295e-07,447.0177164077759,0.12964024558393103,59.01639344262295,0.21822774673295053,0.34862222871100457,0.1845906109732634,0.3723411770854357,0.6695723520746272,2.84422,0.9915583153444134,0.5250163075423753,1.059020222689938,1.9044110752176961,443.244133810401,0.12494868229490232,0.21008151278223217,402.62171441858465,1.0644302830510466,4428.838858604431,4697.802135861041
2025-11-10 16:00:00+00:00,5675,5675,463697454.0,1.547293808710418e+18,5.1075e+19,50594,154.7293808710418,634.2789427312775,425.0,606.0,810.6000000000004,45946.0,195251.60000000003,412825.2800000003,1.7899328192428548e-07,3.586138085339904e-07,6.218786392465197e-07,442.21635246276855,0.12858677613374875,59.01639344262295,0.21645440649181036,0.34989520403153546,0.18768805958703957,0.3760338328973375,0.6520870160265586,2.834937,0.9919308600315491,0.5320838245815032,1.0660322261324793,1.848625608953284,438.6480468184086,0.12525185678147285,0.21061258725803036,405.9212675889333,1.0583886644660885,4871.0552110672,5136.450182679449
2025-11-10 17:00:00+00:00,5758,5758,472627867.0,1.5770657227919306e+18,5.1822e+19,51470,157.70657227919304,625.2625911774921,453.70000000000005,605.0,751.3000000000002,50465.0,181142.2,347721.43000000087,1.9038884208461786e-07,3.5442763169162417e-07,5.86477348892166e-07,450.73305797576904,0.12938751631959244,59.01639344262295,0.2174429093704262,0.34988907400635166,0.19963717047772025,0.3716443083286765,0.6149660725919519,2.822468,0.9875507149325594,0.5634695252839101,1.048954167639823,1.7357220609764614,445.12175364770945,0.12556998443825126,0.2111379966512916,409.36832838792066,1.0529395914250477,5321.788269042969,5581.571936327159
2025-11-10 18:00:00+00:00,5645,5645,505758084.0,1.542869339790206e+18,5.0805e+19,50249,154.2869339790206,637.770593445527,447.0,606.0,820.0,47842.0,224256.80000000002,457791.2800000003,1.6019579454508805e-07,3.428487476888395e-07,5.952945783806974e-07,482.32849502563477,0.14099585632474626,59.01639344262295,0.2373430248133229,0.3198793676306032,0.16797746546091025,0.3595029684565726,0.6242116078201182,2.86548,0.9166079303581408,0.48133606772892906,1.0301485660529395,1.7886658779763922,442.10612357820395,0.12667183243014377,0.21300978437715096,414.5797688620431,1.0432016156345545,5804.1167640686035,6023.678059905363
2025-11-10 19:00:00+00:00,5814,5814,451016890.0,1.4884146748949012e+18,5.2326e+19,51994,148.84146748949013,619.2300017202821,468.0,605.0,726.0,42421.0,184092.6,423238.10999999935,1.817920167744236e-07,3.476960670296925e-07,6.097344133734269e-07,430.12322425842285,0.12228198797954862,59.01639344262295,0.2055016742434081,0.3460437825604704,0.190622745781258,0.36458575118172687,0.6393528722374545,2.847375,0.9853164153681194,0.5427744407689096,1.0381123532710694,1.820477384587122,423.80747349288697,0.12637917613343744,0.2125092437015681,415.61599922180176,1.0393426022834589,6234.239988327026,6447.48553339825
2025-11-10 20:00:00+00:00,5734,5734,430256579.0,1.4222846554443244e+18,5.1606e+19,51187,142.22846554443242,627.7765957446809,461.0,605.0,776.0,39386.0,181485.29999999996,405557.74000000017,1.7808438922939879e-07,3.4669286380324473e-07,6.125280388058393e-07,410.3246488571167,0.11828087898402648,59.01639344262295,0.19877758829260003,0.3466242302054811,0.18673501652060606,0.36353381635535115,0.6422822008188718,2.858809,0.9909324689295013,0.5338397458442573,1.039273746001025,1.836162136240798,406.6040173546133,0.12587303256159924,0.2116510152385076,415.28528982400894,1.0363169689488365,6644.564637184143,6854.089550752863
2025-11-10 21:00:00+00:00,5848,5848,456044546.0,1.539543892353923e+18,5.2632e+19,52376,153.95438923539228,615.733242134063,465.0,605.0,729.0,44807.0,184940.6,425030.71999999945,1.7587203511048393e-07,3.552878831872662e-07,6.508698771958584e-07,434.91797065734863,0.1229262446601363,59.01639344262295,0.2065843833871735,0.35398488823697216,0.1844151950880108,0.37254634740097087,0.6824865323505244,2.814033,0.9961251570001514,0.5189504446791002,1.0483577156157962,1.920539624089943,433.2327318032386,0.1256996920968073,0.21135297807078207,416.44015340244067,1.0339527447165608,7079.482607841492,7287.3222825561015
2025-11-10 22:00:00+00:00,5878,5878,406194392.0,1.3619068748731064e+18,5.2902e+19,52657,136.19068748731064,612.4145968016333,474.0,604.0,716.0,34522.5,178854.4,417680.9999999994,1.6965612289729732e-07,3.5218441206332406e-07,6.44090016960377e-07,387.37715911865234,0.10911073706160257,59.01639344262295,0.183063569958911,0.3515712898436428,0.17789733872315644,0.3692921220637121,0.6753773336242442,2.76092,0.9706602055551102,0.4911603204275371,1.019586005648144,1.8646627879498485,376.0115928974657,0.12477808348374037,0.2097813442867892,414.8255426088969,1.0304364925409246,7466.859766960144,7663.333875453567
2025-11-10 23:00:00+00:00,5870,5870,384519087.0,1.295858345445142e+18,5.283e+19,52575,129.58583454451423,613.2468483816014,473.0,605.0,716.0,31203.0,172225.40000000005,399438.13000000047,1.733875573163092e-07,3.553507003081366e-07,6.635181900738299e-07,366.70597743988037,0.10325819123428566,59.01639344262295,0.17353112693539674,0.35337802631199045,0.18181003130050624,0.37261221592630467,0.6957492496748563,2.788729,0.9854755499390108,0.5070189067786295,1.0391144923079476,1.9402561092965123,361.37977478348864,0.12364545757587433,0.20787343811040015,412.29293391579074,1.028070127140824,7833.565744400024,8024.713650237056
2025-11-11 00:00:00+00:00,5941,5941,208373255.0,7.185518924040358e+17,5.3469e+19,53347,71.85518924040359,606.0001683218313,477.0,604.0,711.0,23314.0,53713.0,283314.80000000086,2.0690532790479271e-07,3.7009849553967937e-07,5.823380548219524e-07,198.72022151947021,0.05537905895819661,59.01639344262295,0.09291375447430764,0.36158971991364935,0.21695596111309592,0.38807640005901484,0.6106257081729836,2.792942,1.0098991155150676,0.6059454159431323,1.083874876933625,1.7054421866360692,200.68737594747128,0.12023213764499045,0.20212545392859554,401.6142982959747,1.027161576559536,8032.285965919495,8225.401026184527
2025-11-11 01:00:00+00:00,5765,5765,255535479.0,8.984973576452803e+17,5.1885e+19,51626,89.84973576452803,624.4237640936686,434.4,607.0,770.0,30155.0,70144.60000000003,312951.4799999983,1.7269221317645938e-07,3.6031644702104397e-07,7.283196615860729e-07,243.69762325286865,0.0696407261489242,59.01639344262295,0.11742200214554721,0.3686935250546001,0.18108091012371907,0.3778191787515382,0.763698517467278,2.757618,1.0167159011740163,0.4993519772135499,1.0418809680704593,2.10598877834108,247.77124863950627,0.11782302281184445,0.19809195622464085,394.0944566272554,1.02666416344594,8275.983589172363,8473.172274824034
2025-11-11 02:00:00+00:00,5836,5836,569841060.0,1.9490002333724672e+18,5.2524e+19,52327,194.90002333724672,616.8582933516107,457.0,605.0,735.0,68000.5,206404.5,408857.29999999976,2.0189538617432607e-07,3.537722727779124e-07,6.118664898153585e-07,543.4427833557129,0.1539157872639227,59.01639344262295,0.2586640313740923,0.35863945443116513,0.21170265645313013,0.3709571147003723,0.6415885164246293,2.752035,0.9869883309754715,0.58261312015199,1.020886963154439,1.7656740527986547,536.3716857249198,0.11946360301421163,0.20084523236779772,400.8830169330944,1.0248607165154642,8819.426372528076,9009.543960548954
2025-11-11 03:00:00+00:00,5888,5888,547125797.0,1.8777693668843515e+18,5.2992e+19,52853,187.77693668843517,611.4093070652174,471.0,605.0,720.0,74738.5,189811.7,365494.46000000014,2.131708557702958e-07,3.5504747986185185e-07,5.802002259324001e-07,521.7798204421997,0.1464752011212607,59.01639344262295,0.246159712995452,0.35987772875021756,0.2235258432601937,0.37229426624362116,0.6083840321072924,2.795277,1.005957937987722,0.6248166485708244,1.0406655996626706,1.700601892116776,524.888552255639,0.12063802032321376,0.2028154271776957,406.13939969435984,1.0240388565794754,9341.206192970276,9534.432512804593
2025-11-11 04:00:00+00:00,5884,5884,516703187.0,1.7824630926790915e+18,5.2956e+19,52767,178.24630926790914,611.9099252209381,465.0,605.0,718.0,51704.0,191676.3,398859.86000000004,2.0519344669522988e-07,3.553161038427041e-07,6.180434125356202e-07,492.76655864715576,0.1384245716488912,59.01639344262295,0.23263018290994208,0.36172566124874145,0.21516092356189737,0.3725759389029673,0.6480654893429505,2.799225,1.0125515141090082,0.6022838362575521,1.0429238825756586,1.8140811194060205,498.9515250604629,0.12137912662845034,0.20405770866653936,409.7488646507263,1.0235602173098726,9833.972751617432,10033.384037865057
2025-11-11 05:00:00+00:00,5754,5754,405587789.0,1.4017401484234568e+18,5.1786e+19,51462,140.17401484234568,625.6014946124435,457.0,606.0,756.0,35806.5,176441.9,398463.2100000001,1.9938896725512968e-07,3.6474059343045225e-07,6.353822092849229e-07,386.79865741729736,0.11092833036145823,59.01639344262295,0.18672935610845467,0.36239529831438655,0.20907448572851486,0.3824582324969299,0.6662465354831473,2.781912,1.0081518291243718,0.5816268207419842,1.0639651464819992,1.8534392320189934,389.9517739780996,0.12107680722748276,0.20357616174805523,422.8525122801463,1.019823250642544,10220.771409034729,10423.335811843157
2025-11-11 06:00:00+00:00,5858,5858,416632880.0,1.4648387091933268e+18,5.2722e+19,52533,146.4838709193327,614.770662568306,464.0,605.0,726.0,36765.0,175558.10000000003,401040.2100000012,2.1309260911629138e-07,3.7401303454736745e-07,6.252333513668146e-07,397.3320770263672,0.11211117015266746,59.01639344262295,0.18840904983989948,0.3686686260410129,0.22344379569672435,0.3921810917135404,0.655604686642809,2.754321,1.0154317387459086,0.6154359388071975,1.0801926167095302,1.8057457561187085,403.46360183440737,0.12046990098521233,0.20257088377145804,421.07043345769245,1.0153477458765348,10618.103486061096,10826.799413677565
2025-11-11 07:00:00+00:00,5899,5899,412072859.0,1.4599401682660285e+18,5.3091e+19,52929,145.99401682660286,610.2705543312426,473.0,605.0,717.0,36828.0,174941.39999999994,395234.65999999986,2.0669476300870805e-07,3.7899674050022026e-07,6.803076153044928e-07,392.98330211639404,0.11011343906626395,59.01639344262295,0.18505175176413802,0.3715018323688528,0.21673516781661906,0.39740688616675895,0.7133542380255239,2.727108,1.0131256190677573,0.5910602100340443,1.0837714985204576,1.9453940493533104,398.14145123996326,0.1198762990276165,0.20155890919850203,419.32957510153454,1.0127530838754253,11011.08678817749,11224.940864917528
2025-11-11 08:00:00+00:00,5870,5870,422207127.0,1.457159768356352e+18,5.283e+19,52653,145.71597683563522,613.2751277683135,472.0,604.0,721.0,38753.5,180918.90000000008,399849.85000000003,2.0060385685949576e-07,3.685306843271856e-07,6.403155806725143e-07,402.6480932235718,0.11356659555929571,59.01639344262295,0.19053951032726282,0.3618941186807655,0.21034838981030263,0.386432430849063,0.6714195503192624,2.666983,0.9651654623215841,0.5609955797014503,1.0306087237231265,1.7906645265691175,388.62203304903295,0.11977364276759071,0.20137324536850967,419.20047414302826,1.00596057272549,11413.734881401062,11613.56289796656
2025-11-11 09:00:00+00:00,5879,5879,408103186.0,1.3931678069441838e+18,5.2911e+19,52706,139.31678069441838,612.290695696547,471.0,604.0,719.0,35464.0,175878.8,424601.98000000016,1.8314790957621286e-07,3.646294739979943e-07,6.592399782005192e-07,389.1975269317627,0.10960482504563969,59.01639344262295,0.18389253979879547,0.35795905948509416,0.19204450243178697,0.38234171532692085,0.6912632193815876,2.673528,0.9570135683870649,0.5134363544974506,1.022201281494552,1.8481115723868173,372.467314056387,0.11933632920744865,0.20062562989185362,418.04204499721527,1.0012912957957807,11802.932408332825,11986.030212022946
