_day,max_version_app,block_count,blocks_with_blobs,total_blobs_bytes,total_blobs_count,total_bytes_in_block,total_txs,total_fee_utia,total_gas_used,total_gas_limit,avg_fill_rate,avg_block_time_ms,p10_block_time_ms,p50_block_time_ms,p90_block_time_ms,p50_square_size,p90_square_size,max_square_size_seen,p50_blobs_size,p90_blobs_size,p99_blobs_size,p10_gas_price_utia,p50_gas_price_utia,p90_gas_price_utia,era,max_data_bytes,era_block_time_s,daily_blob_mib,daily_block_mib,actual_mib_per_s,utilization_pct,max_mib_per_s,avg_gas_price_utia,avg_tia_usd,cost_per_mib_tia,cost_per_mib_usd,cost_per_mib_day_usd,cost_per_mib_usd_p10,cost_per_mib_usd_p50,cost_per_mib_usd_p90,daily_da_spend_usd,actual_mib_per_s_7d,utilization_pct_7d,daily_blob_mib_7d,cost_per_mib_usd_7d,cumulative_daily_blob_mib,cumulative_daily_da_spend_usd
2025-11-15,5,3255,2565,272969186.0,78152,285033523.0,6962,17694588.0,2914742515.0,3283711311.0,0.044623379416282645,5549.901075268817,4951.0,5059.0,6825.799999999999,4.0,32.0,128.0,21075.0,188917.6,993073.2800000065,0.0042401826429006,0.00594661131041162,0.008555733800009723,Ginger (v3-5),2097152.0,6.0,260.3237018585205,271.82915019989014,0.015808768474156746,4.462337941628265,0.3333333333333333,0.00607072079572696,,0.05092489703280154,0.0,0.0,0.0,0.0,0.0,0.0,0.015808768474156746,4.462337941628265,260.3237018585205,0.0,260.3237018585205,0.0
2025-11-16,5,15603,11953,1279290234.0,368272,1345479205.0,35018,97698320.0,13992804508.0,15829571719.0,0.04394203037877332,5536.780362750753,4947.2,5054.0,6861.0,4.0,32.0,128.0,17180.0,192307.00000000003,1157122.3599999913,0.004219446889902575,0.0064327179540818995,0.01522355179204168,Ginger (v3-5),2097152.0,6.0,1220.0262393951416,1283.1489610671997,0.015471265005569682,4.394203037877332,0.3333333333333333,0.006982039943754212,0.8182878888888889,0.05856959612849613,0.04792679116906194,0.0015975597056353981,0.028963533805361385,0.04415608225079665,0.10449897071145499,79.9453520207911,0.015640016739863212,4.428270489752798,740.174970626831,0.02396339558453097,1480.349941253662,79.9453520207911
2025-11-17,5,15744,12204,1427018881.0,375229,1494349450.0,34974,110529636.0,15311869655.0,17176731040.0,0.04836704776422764,5487.2166539634145,4936.0,5042.0,6219.700000000001,4.0,32.0,128.0,21688.5,199937.40000000002,1566208.1099999999,0.004194454706580232,0.006135114829981716,0.0161878362728611,Ginger (v3-5),2097152.0,6.0,1360.9112558364868,1425.1226902008057,0.017143989167775327,4.836704776422764,0.3333333333333333,0.007218559097641431,0.8198122916666667,0.06055366259494769,0.04964263690077418,0.0016547545633591393,0.028845617134801896,0.04219169971869445,0.11132510899098867,90.6135541862425,0.016141340882500587,4.56441525197612,947.0870656967163,0.03252314268994538,2841.261197090149,170.5589062070336
2025-11-18,5,15811,12638,1618001993.0,372831,1683576020.0,35110,116909269.0,16859321859.0,18685724402.0,0.054260293466573906,5464.274429194865,4936.0,5038.0,6186.0,4.0,32.0,128.0,20638.0,198911.30000000002,1753711.3699999992,0.004202965954883275,0.006152333101489412,0.014967824684304958,Ginger (v3-5),2097152.0,6.0,1543.046944618225,1605.583209991455,0.019371428018204837,5.426029346657391,0.3333333333333333,0.006934399258626788,0.8039542916666668,0.058169957096110746,0.04676598665348411,0.0015588662217828036,0.028345043661365858,0.041491687597033346,0.10094386886464235,93.9897085481628,0.01694886266642665,4.779818775646438,1096.0770354270935,0.03608385368083006,4384.308141708374,264.5486147551964
2025-11-19,5,15879,12745,1656560652.0,377328,1722522053.0,36434,119323404.0,17281687749.0,19175798921.0,0.05527849360790982,5440.499401725549,4930.0,5033.0,6228.200000000001,4.0,32.0,128.0,20159.0,197921.2,1762586.4399999995,0.0042029526144277025,0.006177814284444464,0.015958149361152443,Ginger (v3-5),2097152.0,6.0,1579.8193473815918,1642.7250413894653,0.019767754964492883,5.527849360790982,0.3333333333333333,0.006904615205011132,0.764919625,0.05792011034567802,0.04430422908557465,0.0014768076361858218,0.02696871149753227,0.03964063038697921,0.1023972349053121,91.2728134414035,0.017512641126039896,4.929424892675347,1192.8254978179932,0.03772792876177898,5964.127489089966,355.8214281965999
2025-11-20,5,15735,13028,1948240047.0,384531,2029096619.0,41609,137951043.0,20276611879.0,22405318514.0,0.06571187797902765,5489.422243406419,4932.0,5036.0,6570.0,8.0,32.0,128.0,20757.0,200676.30000000002,1770449.39,0.004099921324495443,0.005985783763561541,0.015991902309821643,Ginger (v3-5),2097152.0,6.0,1857.9864950180054,1935.097331047058,0.023447151213746006,6.571187797902765,0.3333333333333333,0.006803456308342746,0.7493763750000001,0.05707152801581442,0.04276805478020196,0.0014256018260067318,0.02577302651088116,0.0376279814700247,0.10052869056973365,103.37725253080913,0.01850172614065758,5.203052043546584,1303.6856640179951,0.03856794976484947,7822.113984107971,459.19868072740906
2025-11-21,5,15753,13263,1985514231.0,390282,2071774702.0,52023,144978216.0,21217869198.0,23750028178.0,0.06701737446835523,5484.19761315305,4930.0,5035.0,6476.800000000001,8.0,32.0,128.0,21427.0,209033.80000000002,1728471.3,0.004140743949863061,0.0062364863871034164,0.015775488229371557,Ginger (v3-5),2097152.0,6.0,1893.5339269638062,1975.7983226776123,0.023873183871898882,6.701737446835524,0.3333333333333333,0.006832835787943573,0.6825857083333333,0.05731798095342976,0.03912443462933336,0.0013041478209777787,0.023709667700353463,0.03570977139528031,0.09032956112671654,98.960058261263,0.01926907724512062,5.417149958302146,1387.9497015816826,0.03864744760263289,9715.647911071777,558.1587389886721
2025-11-22,5,15819,13496,1366651515.0,398952,1435786778.0,49943,108939678.0,15491518206.0,17741808764.0,0.046251216891080346,5460.893672166382,4922.0,5026.0,6485.200000000001,8.0,32.0,128.0,10507.0,189436.5,1104206.899999961,0.004291547808054191,0.006406977896719199,0.013807648215701141,Ginger (v3-5),2097152.0,6.0,1303.340449333191,1369.2729740142822,0.01639292166395268,4.625121689108035,0.3333333333333333,0.0070322144383374065,0.6302532083333333,0.05899049029515267,0.037178945769676335,0.0012392981923225444,0.022689186261695256,0.03387335324574597,0.0730003057670822,68.65958157430025,0.019352527700805755,5.440404779370685,1536.952094078064,0.04395872556972951,11018.988360404968,626.8183205629723
2025-11-23,5,15819,13332,1448335997.0,429352,1523818513.0,50166,115276299.0,16281673837.0,18522928818.0,0.049086579429799604,5461.383905430179,4922.0,5025.0,6457.4000000000015,8.0,32.0,128.0,21135.5,194808.8,1062583.5400000035,0.0042326217269492246,0.006086505621734092,0.013623009689284635,Ginger (v3-5),2097152.0,6.0,1381.2408418655396,1453.2265787124634,0.017376180502953836,4.908657942979961,0.3333333333333333,0.0070801257999675285,0.6191255,0.059392399926614006,0.03677134930076486,0.0012257116433588287,0.021982548951371784,0.03161088242794778,0.07075247841142694,71.37049625652449,0.019624658486146352,5.513898337242488,1559.982751573835,0.04236509101711563,12400.229202270508,698.1888168194968
2025-11-24,6,14908,13137,1507377124.0,448078,1581167591.0,46564,122921802.0,16562981342.0,18593079721.0,0.05404667963509525,5794.4831634022,4947.0,5941.5,6135.0,8.0,32.0,128.0,17780.0,206891.59999999998,1401812.959999999,0.004218012923345503,0.0061009174061179726,0.016481210930697356,Current (v6),8388608.0,6.0,1437.5468482971191,1507.918921470642,0.016229551609738633,5.4046679635095245,1.3333333333333333,0.007421478021489882,0.6255602916666666,0.0622558699028942,0.03894480013441655,0.0012981600044805516,0.022134360539559892,0.03201505257171789,0.08648647396254298,76.89499831131224,0.019494024549283968,5.59503593539774,1570.9306933539253,0.040836828621921686,13837.776050567627,775.083815130809
2025-11-25,6,14009,13072,1535680633.0,445878,1610338098.0,42612,132906709.0,17024525847.0,18990586527.0,0.058574794774787636,6166.761795988294,6107.0,6117.0,6128.0,16.0,32.0,128.0,64191.0,201430.4,1636099.2199999995,0.0041974391429565995,0.005634690542612548,0.018112545021250804,Current (v6),8388608.0,6.0,1464.5391778945923,1535.7380847930908,0.017090523987919912,5.857479477478764,1.3333333333333333,0.0078067788903160755,0.6272311666666667,0.06548800785353655,0.04107611956864956,0.001369203985621652,0.02208523061055142,0.02964746737579512,0.09530090136257517,83.36323014389717,0.01916818111638612,5.656671668372222,1559.7152981076922,0.040023990466945325,15302.31522846222,858.4470452747062
2025-11-26,6,14034,13334,1403201128.0,446373,1578146988.0,41772,547077856.0,29540095936.0,40106837826.0,0.057302166167878005,6155.624839675075,6104.0,6116.0,6128.0,16.0,32.0,128.0,98336.0,120552.90000000001,1568589.7600000002,0.004205917894714579,0.004988296988167637,0.012270071668433613,Current (v6),8388608.0,6.0,1338.196876525879,1505.0382499694824,0.015590895582254074,5.730216616787801,1.3333333333333333,0.018519840192302347,0.619247625,0.15535567959586902,0.09620363562000285,0.003206787854000095,0.021848168687705546,0.025912335140640206,0.06373842817023571,338.776663018092,0.018571486918923432,5.685581276371768,1525.1978022711617,0.04743819140043507,16640.512104988098,1197.2237082927982
