timestamp_ms,date,eth_usd
1763528577991,2025-11-19T05:02:57.991000+00:00,3048.34
1763532164163,2025-11-19T06:02:44.163000+00:00,3009.76
1763535647476,2025-11-19T07:00:47.476000+00:00,3038.3
1763539285401,2025-11-19T08:01:25.401000+00:00,3082.88
1763543024113,2025-11-19T09:03:44.113000+00:00,3078.31
1763546594733,2025-11-19T10:03:14.733000+00:00,3084.96
1763550010970,2025-11-19T11:00:10.970000+00:00,3088.5
1763553694659,2025-11-19T12:01:34.659000+00:00,3080.59
1763557386632,2025-11-19T13:03:06.632000+00:00,3095.7
1763560820008,2025-11-19T14:00:20.008000+00:00,3062.66
1763564531098,2025-11-19T15:02:11.098000+00:00,3049.18
1763568066330,2025-11-19T16:01:06.330000+00:00,2969.2
1763571771144,2025-11-19T17:02:51.144000+00:00,2950.93
1763575296771,2025-11-19T18:01:36.771000+00:00,2913.53
1763578990949,2025-11-19T19:03:10.949000+00:00,2886.86
1763582502758,2025-11-19T20:01:42.758000+00:00,2886.02
1763586133240,2025-11-19T21:02:13.240000+00:00,2942.59
1763589684374,2025-11-19T22:01:24.374000+00:00,2988.21
1763593301893,2025-11-19T23:01:41.893000+00:00,2980.64
1763597037699,2025-11-20T00:03:57.699000+00:00,3020.94
1763600493673,2025-11-20T01:01:33.673000+00:00,3019.36
1763604096108,2025-11-20T02:01:36.108000+00:00,3038.32
1763607665927,2025-11-20T03:01:05.927000+00:00,3042.61
1763611310853,2025-11-20T04:01:50.853000+00:00,3037.68
1763614902713,2025-11-20T05:01:42.713000+00:00,3038.26
1763618541874,2025-11-20T06:02:21.874000+00:00,3033.72
1763622066422,2025-11-20T07:01:06.422000+00:00,3010.04
1763625671777,2025-11-20T08:01:11.777000+00:00,3036.61
1763629236588,2025-11-20T09:00:36.588000+00:00,3030.27
1763632897808,2025-11-20T10:01:37.808000+00:00,3008.58
1763636533122,2025-11-20T11:02:13.122000+00:00,3010.22
1763640117093,2025-11-20T12:01:57.093000+00:00,3021.01
1763643769258,2025-11-20T13:02:49.258000+00:00,3025.96
1763647496065,2025-11-20T14:04:56.065000+00:00,2997.15
1763650867671,2025-11-20T15:01:07.671000+00:00,2999.74
1763654529368,2025-11-20T16:02:09.368000+00:00,2971.36
1763658150525,2025-11-20T17:02:30.525000+00:00,2850.52
1763661993019,2025-11-20T18:06:33.019000+00:00,2821.44
1763665253200,2025-11-20T19:00:53.200000+00:00,2812.13
1763668909634,2025-11-20T20:01:49.634000+00:00,2842.43
1763672506673,2025-11-20T21:01:46.673000+00:00,2834.28
1763676158475,2025-11-20T22:02:38.475000+00:00,2884.53
1763680070545,2025-11-20T23:07:50.545000+00:00,2877.73
1763683294276,2025-11-21T00:01:34.276000+00:00,2832.07
1763686923585,2025-11-21T01:02:03.585000+00:00,2861.41
1763690483362,2025-11-21T02:01:23.362000+00:00,2858.43
1763694125565,2025-11-21T03:02:05.565000+00:00,2785.57
1763697671026,2025-11-21T04:01:11.026000+00:00,2808.52
1763701378340,2025-11-21T05:02:58.340000+00:00,2816.75
1763704993627,2025-11-21T06:03:13.627000+00:00,2807.93
1763708516387,2025-11-21T07:01:56.387000+00:00,2791.66
1763712121118,2025-11-21T08:02:01.118000+00:00,2711.6
1763715689788,2025-11-21T09:01:29.788000+00:00,2734.93
1763719219249,2025-11-21T10:00:19.249000+00:00,2680.48
1763722800140,2025-11-21T11:00:00.140000+00:00,2697.64
1763726457694,2025-11-21T12:00:57.694000+00:00,2684.94
1763730029312,2025-11-21T13:00:29.312000+00:00,2731.06
1763733809313,2025-11-21T14:03:29.313000+00:00,2736.28
1763737439475,2025-11-21T15:03:59.475000+00:00,2754.14
1763740869675,2025-11-21T16:01:09.675000+00:00,2700.92
1763744485377,2025-11-21T17:01:25.377000+00:00,2757.54
1763748079216,2025-11-21T18:01:19.216000+00:00,2785.51
1763751663935,2025-11-21T19:01:03.935000+00:00,2780.36
1763755298441,2025-11-21T20:01:38.441000+00:00,2741.9
1763759029851,2025-11-21T21:03:49.851000+00:00,2740.83
1763762462728,2025-11-21T22:01:02.728000+00:00,2764.94
1763766153371,2025-11-21T23:02:33.371000+00:00,2720.48
1763770130812,2025-11-22T00:08:50.812000+00:00,2769.12
1763773307918,2025-11-22T01:01:47.918000+00:00,2760.81
1763776868034,2025-11-22T02:01:08.034000+00:00,2773.92
1763780484009,2025-11-22T03:01:24.009000+00:00,2750.34
1763784163090,2025-11-22T04:02:43.090000+00:00,2751.13
1763787685331,2025-11-22T05:01:25.331000+00:00,2745.01
1763791305157,2025-11-22T06:01:45.157000+00:00,2739.73
1763794920308,2025-11-22T07:02:00.308000+00:00,2761.15
1763798494315,2025-11-22T08:01:34.315000+00:00,2755.85
1763802145362,2025-11-22T09:02:25.362000+00:00,2730.66
1763805775070,2025-11-22T10:02:55.070000+00:00,2725.0
1763809360123,2025-11-22T11:02:40.123000+00:00,2707.43
1763813178004,2025-11-22T12:06:18.004000+00:00,2735.69
1763816579589,2025-11-22T13:02:59.589000+00:00,2718.19
1763820127262,2025-11-22T14:02:07.262000+00:00,2721.04
1763824023825,2025-11-22T15:07:03.825000+00:00,2745.14
1763827317846,2025-11-22T16:01:57.846000+00:00,2731.16
1763830967278,2025-11-22T17:02:47.278000+00:00,2752.2
1763834538740,2025-11-22T18:02:18.740000+00:00,2747.44
1763838125454,2025-11-22T19:02:05.454000+00:00,2749.64
1763841670311,2025-11-22T20:01:10.311000+00:00,2750.02
1763845396484,2025-11-22T21:03:16.484000+00:00,2739.27
1763848945843,2025-11-22T22:02:25.843000+00:00,2746.67
1763852499931,2025-11-22T23:01:39.931000+00:00,2788.48
1763856401553,2025-11-23T00:06:41.553000+00:00,2768.15
1763859714514,2025-11-23T01:01:54.514000+00:00,2769.9
1763863280376,2025-11-23T02:01:20.376000+00:00,2805.98
1763866910832,2025-11-23T03:01:50.832000+00:00,2821.1
1763870611259,2025-11-23T04:03:31.259000+00:00,2824.72
1763874100091,2025-11-23T05:01:40.091000+00:00,2826.18
1763877716714,2025-11-23T06:01:56.714000+00:00,2821.89
1763881276905,2025-11-23T07:01:16.905000+00:00,2807.88
1763884907012,2025-11-23T08:01:47.012000+00:00,2789.27
1763888464136,2025-11-23T09:01:04.136000+00:00,2810.51
1763892185944,2025-11-23T10:03:05.944000+00:00,2814.11
1763895639807,2025-11-23T11:00:39.807000+00:00,2808.15
1763899297576,2025-11-23T12:01:37.576000+00:00,2813.6
1763902865823,2025-11-23T13:01:05.823000+00:00,2833.2
1763906550217,2025-11-23T14:02:30.217000+00:00,2844.33
1763910061139,2025-11-23T15:01:01.139000+00:00,2813.94
1763914011020,2025-11-23T16:06:51.020000+00:00,2838.27
1763917309725,2025-11-23T17:01:49.725000+00:00,2820.22
1763921255156,2025-11-23T18:07:35.156000+00:00,2798.93
1763924483885,2025-11-23T19:01:23.885000+00:00,2804.66
1763928195765,2025-11-23T20:03:15.765000+00:00,2821.36
1763931976714,2025-11-23T21:06:16.714000+00:00,2826.07
1763935304264,2025-11-23T22:01:44.264000+00:00,2838.54
1763938869232,2025-11-23T23:01:09.232000+00:00,2833.37
1763942535835,2025-11-24T00:02:15.835000+00:00,2799.81
1763946118566,2025-11-24T01:01:58.566000+00:00,2795.56
1763949676775,2025-11-24T02:01:16.775000+00:00,2804.28
1763953593881,2025-11-24T03:06:33.881000+00:00,2840.47
1763956829740,2025-11-24T04:00:29.740000+00:00,2853.63
1763960536020,2025-11-24T05:02:16.020000+00:00,2823.63
1763964147553,2025-11-24T06:02:27.553000+00:00,2864.58
1763967745689,2025-11-24T07:02:25.689000+00:00,2835.25
1763971318494,2025-11-24T08:01:58.494000+00:00,2833.0
1763974901182,2025-11-24T09:01:41.182000+00:00,2829.75
1763978543574,2025-11-24T10:02:23.574000+00:00,2796.6
1763982104532,2025-11-24T11:01:44.532000+00:00,2798.01
1763985622032,2025-11-24T12:00:22.032000+00:00,2800.01
1763989256109,2025-11-24T13:00:56.109000+00:00,2801.86
1763992842458,2025-11-24T14:00:42.458000+00:00,2820.78
1763996551165,2025-11-24T15:02:31.165000+00:00,2828.64
1764000073260,2025-11-24T16:01:13.260000+00:00,2845.51
1764003657619,2025-11-24T17:00:57.619000+00:00,2859.62
1764007288194,2025-11-24T18:01:28.194000+00:00,2940.89
1764010819678,2025-11-24T19:00:19.678000+00:00,2953.84
1764014527204,2025-11-24T20:02:07.204000+00:00,2959.55
1764018105132,2025-11-24T21:01:45.132000+00:00,2979.19
1764021709873,2025-11-24T22:01:49.873000+00:00,2956.46
1764025303856,2025-11-24T23:01:43.856000+00:00,2954.65
1764028876249,2025-11-25T00:01:16.249000+00:00,2952.33
1764032517465,2025-11-25T01:01:57.465000+00:00,2944.48
1764036031430,2025-11-25T02:00:31.430000+00:00,2926.1
1764039715450,2025-11-25T03:01:55.450000+00:00,2926.75
1764043307457,2025-11-25T04:01:47.457000+00:00,2911.24
1764046901608,2025-11-25T05:01:41.608000+00:00,2938.98
1764050508419,2025-11-25T06:01:48.419000+00:00,2931.6
1764054148021,2025-11-25T07:02:28.021000+00:00,2918.01
1764057629521,2025-11-25T08:00:29.521000+00:00,2903.12
1764061346376,2025-11-25T09:02:26.376000+00:00,2883.78
1764064972240,2025-11-25T10:02:52.240000+00:00,2886.29
1764068649727,2025-11-25T11:04:09.727000+00:00,2894.14
1764072123822,2025-11-25T12:02:03.822000+00:00,2892.53
1764075647841,2025-11-25T13:00:47.841000+00:00,2926.85
1764079314768,2025-11-25T14:01:54.768000+00:00,2902.08
1764082960287,2025-11-25T15:02:40.287000+00:00,2874.1
1764086448994,2025-11-25T16:00:48.994000+00:00,2894.04
1764090099708,2025-11-25T17:01:39.708000+00:00,2928.46
1764094078620,2025-11-25T18:07:58.620000+00:00,2941.19
1764097376118,2025-11-25T19:02:56.118000+00:00,2924.39
1764100951822,2025-11-25T20:02:31.822000+00:00,2922.27
1764104401250,2025-11-25T21:00:01.250000+00:00,2933.82
1764108062072,2025-11-25T22:01:02.072000+00:00,2930.13
1764111672134,2025-11-25T23:01:12.134000+00:00,2971.43
1764115239621,2025-11-26T00:00:39.621000+00:00,2955.05
1764118957676,2025-11-26T01:02:37.676000+00:00,2951.89
1764122535310,2025-11-26T02:02:15.310000+00:00,2968.15
1764126101662,2025-11-26T03:01:41.662000+00:00,2960.72
1764129709077,2025-11-26T04:01:49.077000+00:00,2924.29
1764133331975,2025-11-26T05:02:11.975000+00:00,2930.84
1764136923593,2025-11-26T06:02:03.593000+00:00,2943.66
1764140508162,2025-11-26T07:01:48.162000+00:00,2946.29
1764144124307,2025-11-26T08:02:04.307000+00:00,2943.13
1764147802837,2025-11-26T09:03:22.837000+00:00,2912.48
1764151304434,2025-11-26T10:01:44.434000+00:00,2907.21
1764154925266,2025-11-26T11:02:05.266000+00:00,2913.79
1764158463036,2025-11-26T12:01:03.036000+00:00,2912.67
1764162013457,2025-11-26T13:00:13.457000+00:00,2900.77
1764165745412,2025-11-26T14:02:25.412000+00:00,2929.45
1764169317342,2025-11-26T15:01:57.342000+00:00,2924.99
1764172861441,2025-11-26T16:01:01.441000+00:00,2924.45
1764176469760,2025-11-26T17:01:09.760000+00:00,2946.58
1764180133510,2025-11-26T18:02:13.510000+00:00,3018.73
1764183797956,2025-11-26T19:03:17.956000+00:00,3032.32
1764187323818,2025-11-26T20:02:03.818000+00:00,3034.31
1764190886370,2025-11-26T21:01:26.370000+00:00,3025.3
1764194471605,2025-11-26T22:01:11.605000+00:00,3021.64
1764198104444,2025-11-26T23:01:44.444000+00:00,3022.48
1764201712160,2025-11-27T00:01:52.160000+00:00,3027.48
1764205268274,2025-11-27T01:01:08.274000+00:00,3034.96
1764208910893,2025-11-27T02:01:50.893000+00:00,3036.67
1764212536335,2025-11-27T03:02:16.335000+00:00,3040.91
1764216115859,2025-11-27T04:01:55.859000+00:00,3032.79
1764219717272,2025-11-27T05:01:57.272000+00:00,3039.65
1764223277573,2025-11-27T06:01:17.573000+00:00,3022.95
1764226951787,2025-11-27T07:02:31.787000+00:00,3025.2
1764230465970,2025-11-27T08:01:05.970000+00:00,3032.9
1764234187317,2025-11-27T09:03:07.317000+00:00,3026.36
1764237684042,2025-11-27T10:01:24.042000+00:00,3030.37
1764241396905,2025-11-27T11:03:16.905000+00:00,3034.09
1764244887977,2025-11-27T12:01:27.977000+00:00,3028.09
1764248486238,2025-11-27T13:01:26.238000+00:00,2991.43
1764252138774,2025-11-27T14:02:18.774000+00:00,2997.71
1764255631849,2025-11-27T15:00:31.849000+00:00,2996.94
1764259232323,2025-11-27T16:00:32.323000+00:00,3010.63
1764262836195,2025-11-27T17:00:36.195000+00:00,3020.94
1764266450461,2025-11-27T18:00:50.461000+00:00,3019.5
1764270105489,2025-11-27T19:01:45.489000+00:00,3035.85
1764273714654,2025-11-27T20:01:54.654000+00:00,3030.99
1764277306610,2025-11-27T21:01:46.610000+00:00,3042.0
1764280856412,2025-11-27T22:00:56.412000+00:00,3033.0
1764284439933,2025-11-27T23:00:39.933000+00:00,3011.43
1764288034164,2025-11-28T00:00:34.164000+00:00,3015.61
1764291743208,2025-11-28T01:02:23.208000+00:00,3013.65
1764295369620,2025-11-28T02:02:49.620000+00:00,2998.9
1764298949563,2025-11-28T03:02:29.563000+00:00,3010.84
1764302447625,2025-11-28T04:00:47.625000+00:00,3008.22
1764306104678,2025-11-28T05:01:44.678000+00:00,3016.94
1764309650872,2025-11-28T06:00:50.872000+00:00,3023.73
1764313318347,2025-11-28T07:01:58.347000+00:00,3011.49
1764316923824,2025-11-28T08:02:03.824000+00:00,3004.05
1764320534147,2025-11-28T09:02:14.147000+00:00,3060.34
1764324187258,2025-11-28T10:03:07.258000+00:00,3054.25
1764327696831,2025-11-28T11:01:36.831000+00:00,3060.28
1764331334566,2025-11-28T12:02:14.566000+00:00,3034.0
1764334864101,2025-11-28T13:01:04.101000+00:00,3035.77
1764338760775,2025-11-28T14:06:00.775000+00:00,3072.5
1764342074502,2025-11-28T15:01:14.502000+00:00,3066.39
1764345695817,2025-11-28T16:01:35.817000+00:00,3072.92
1764349298821,2025-11-28T17:01:38.821000+00:00,3024.15
1764352897091,2025-11-28T18:01:37.091000+00:00,3036.95
1764356531068,2025-11-28T19:02:11.068000+00:00,3042.91
1764360190490,2025-11-28T20:03:10.490000+00:00,3047.02
1764363702485,2025-11-28T21:01:42.485000+00:00,3057.81
1764367313813,2025-11-28T22:01:53.813000+00:00,3040.66
1764370877139,2025-11-28T23:01:17.139000+00:00,3040.26
1764374497002,2025-11-29T00:01:37.002000+00:00,3033.14
1764378117219,2025-11-29T01:01:57.219000+00:00,3037.66
1764381625506,2025-11-29T02:00:25.506000+00:00,3039.1
1764385294650,2025-11-29T03:01:34.650000+00:00,3029.59
1764388884088,2025-11-29T04:01:24.088000+00:00,3023.71
1764392425781,2025-11-29T05:00:25.781000+00:00,3034.63
1764396117440,2025-11-29T06:01:57.440000+00:00,3033.21
1764399659595,2025-11-29T07:00:59.595000+00:00,3008.39
1764403268471,2025-11-29T08:01:08.471000+00:00,3004.86
1764406945293,2025-11-29T09:02:25.293000+00:00,3010.02
1764410526465,2025-11-29T10:02:06.465000+00:00,3002.66
1764414129650,2025-11-29T11:02:09.650000+00:00,2999.79
1764417647127,2025-11-29T12:00:47.127000+00:00,3000.99
1764421302622,2025-11-29T13:01:42.622000+00:00,2997.71
1764424880757,2025-11-29T14:01:20.757000+00:00,2999.22
1764428521549,2025-11-29T15:02:01.549000+00:00,2988.96
1764432088159,2025-11-29T16:01:28.159000+00:00,3007.38
1764435616016,2025-11-29T17:00:16.016000+00:00,3003.46
1764439338788,2025-11-29T18:02:18.788000+00:00,2972.6
1764442914915,2025-11-29T19:01:54.915000+00:00,2995.68
1764446502893,2025-11-29T20:01:42.893000+00:00,2988.83
1764450105754,2025-11-29T21:01:45.754000+00:00,2996.53
1764453708694,2025-11-29T22:01:48.694000+00:00,2994.88
1764457270968,2025-11-29T23:01:10.968000+00:00,2989.58
1764460833194,2025-11-30T00:00:33.194000+00:00,2989.65
1764464526701,2025-11-30T01:02:06.701000+00:00,2996.96
1764468099003,2025-11-30T02:01:39.003000+00:00,3005.75
1764471693047,2025-11-30T03:01:33.047000+00:00,2992.02
1764475306305,2025-11-30T04:01:46.305000+00:00,3002.37
1764478893560,2025-11-30T05:01:33.560000+00:00,2998.69
1764482502600,2025-11-30T06:01:42.600000+00:00,2992.68
1764486102603,2025-11-30T07:01:42.603000+00:00,2998.13
1764489706976,2025-11-30T08:01:46.976000+00:00,3005.77
1764493307587,2025-11-30T09:01:47.587000+00:00,3006.66
1764496863792,2025-11-30T10:01:03.792000+00:00,3010.46
1764500499255,2025-11-30T11:01:39.255000+00:00,3009.75
1764504125405,2025-11-30T12:02:05.405000+00:00,3004.23
1764507632399,2025-11-30T13:00:32.399000+00:00,3026.88
1764511478569,2025-11-30T14:04:38.569000+00:00,3049.21
1764514922873,2025-11-30T15:02:02.873000+00:00,3034.78
1764518509220,2025-11-30T16:01:49.220000+00:00,3028.17
1764522112123,2025-11-30T17:01:52.123000+00:00,3046.16
1764525704994,2025-11-30T18:01:44.994000+00:00,3039.99
1764529315344,2025-11-30T19:01:55.344000+00:00,3036.95
1764533191781,2025-11-30T20:06:31.781000+00:00,3035.71
1764536505506,2025-11-30T21:01:45.506000+00:00,3028.78
1764540090234,2025-11-30T22:01:30.234000+00:00,3022.32
1764543707559,2025-11-30T23:01:47.559000+00:00,3028.42
1764547218460,2025-12-01T00:00:18.460000+00:00,2992.83
1764550923588,2025-12-01T01:02:03.588000+00:00,2835.99
1764554494141,2025-12-01T02:01:34.141000+00:00,2851.45
1764558118015,2025-12-01T03:01:58.015000+00:00,2841.15
1764561785923,2025-12-01T04:03:05.923000+00:00,2825.3
1764565279897,2025-12-01T05:01:19.897000+00:00,2821.57
1764568910513,2025-12-01T06:01:50.513000+00:00,2828.22
1764572570763,2025-12-01T07:02:50.763000+00:00,2824.32
1764576070978,2025-12-01T08:01:10.978000+00:00,2839.69
1764579676835,2025-12-01T09:01:16.835000+00:00,2838.35
1764583276980,2025-12-01T10:01:16.980000+00:00,2839.88
1764586836483,2025-12-01T11:00:36.483000+00:00,2843.7
1764590626036,2025-12-01T12:03:46.036000+00:00,2838.64
1764594038886,2025-12-01T13:00:38.886000+00:00,2823.21
1764598014192,2025-12-01T14:06:54.192000+00:00,2818.34
1764601237266,2025-12-01T15:00:37.266000+00:00,2810.43
1764604972985,2025-12-01T16:02:52.985000+00:00,2751.39
1764608553862,2025-12-01T17:02:33.862000+00:00,2736.01
1764612075203,2025-12-01T18:01:15.203000+00:00,2740.42
1764615671779,2025-12-01T19:01:11.779000+00:00,2750.62
1764619220435,2025-12-01T20:00:20.435000+00:00,2740.0
1764622937409,2025-12-01T21:02:17.409000+00:00,2761.83
1764626482493,2025-12-01T22:01:22.493000+00:00,2788.56
1764630100573,2025-12-01T23:01:40.573000+00:00,2800.07
1764633692857,2025-12-02T00:01:32.857000+00:00,2799.04
1764637338530,2025-12-02T01:02:18.530000+00:00,2794.56
1764640873102,2025-12-02T02:01:13.102000+00:00,2794.75
1764644527303,2025-12-02T03:02:07.303000+00:00,2804.14
1764648076661,2025-12-02T04:01:16.661000+00:00,2804.97
1764651676075,2025-12-02T05:01:16.075000+00:00,2807.38
1764655332208,2025-12-02T06:02:12.208000+00:00,2802.17
1764658871883,2025-12-02T07:01:11.883000+00:00,2812.81
1764662455692,2025-12-02T08:00:55.692000+00:00,2806.35
1764666061968,2025-12-02T09:01:01.968000+00:00,2796.8
1764669714186,2025-12-02T10:01:54.186000+00:00,2799.72
1764673344800,2025-12-02T11:02:24.800000+00:00,2826.35
1764676871442,2025-12-02T12:01:11.442000+00:00,2826.89
1764680558709,2025-12-02T13:02:38.709000+00:00,2825.3
1764684009558,2025-12-02T14:00:09.558000+00:00,2840.78
1764687717252,2025-12-02T15:01:57.252000+00:00,2890.12
1764691275131,2025-12-02T16:01:15.131000+00:00,3008.62
1764694894474,2025-12-02T17:01:34.474000+00:00,2998.27
1764698556472,2025-12-02T18:02:36.472000+00:00,3019.19
1764702168310,2025-12-02T19:02:48.310000+00:00,3014.91
1764705808812,2025-12-02T20:03:28.812000+00:00,3016.6
1764709228255,2025-12-02T21:00:28.255000+00:00,2983.29
1764712898229,2025-12-02T22:01:38.229000+00:00,2994.9
1764716493013,2025-12-02T23:01:33.013000+00:00,3017.37
1764720086213,2025-12-03T00:01:26.213000+00:00,2997.6
1764723652007,2025-12-03T01:00:52.007000+00:00,3004.2
1764727560167,2025-12-03T02:06:00.167000+00:00,3023.69
1764730811543,2025-12-03T03:00:11.543000+00:00,3033.65
1764734433519,2025-12-03T04:00:33.519000+00:00,3032.16
1764738049105,2025-12-03T05:00:49.105000+00:00,3057.37
1764741789647,2025-12-03T06:03:09.647000+00:00,3059.48
1764745365175,2025-12-03T07:02:45.175000+00:00,3066.08
1764748982594,2025-12-03T08:03:02.594000+00:00,3061.29
1764752470781,2025-12-03T09:01:10.781000+00:00,3051.34
1764756387440,2025-12-03T10:06:27.440000+00:00,3060.49
1764759846132,2025-12-03T11:04:06.132000+00:00,3058.59
1764763246403,2025-12-03T12:00:46.403000+00:00,3073.29
1764766905992,2025-12-03T13:01:45.992000+00:00,3081.68
1764770436892,2025-12-03T14:00:36.892000+00:00,3090.47
1764774162685,2025-12-03T15:02:42.685000+00:00,3088.62
1764777747901,2025-12-03T16:02:27.901000+00:00,3082.86
1764781213704,2025-12-03T17:00:13.704000+00:00,3095.63
1764784863532,2025-12-03T18:01:03.532000+00:00,3129.88
1764788557003,2025-12-03T19:02:37.003000+00:00,3115.75
1764792068452,2025-12-03T20:01:08.452000+00:00,3129.09
1764795649822,2025-12-03T21:00:49.822000+00:00,3136.88
1764799359744,2025-12-03T22:02:39.744000+00:00,3165.71
1764802902207,2025-12-03T23:01:42.207000+00:00,3181.83
1764806536558,2025-12-04T00:02:16.558000+00:00,3188.88
1764810176046,2025-12-04T01:02:56.046000+00:00,3197.3
1764813655705,2025-12-04T02:00:55.705000+00:00,3203.17
1764817304947,2025-12-04T03:01:44.947000+00:00,3222.4
1764820902851,2025-12-04T04:01:42.851000+00:00,3209.89
1764824503897,2025-12-04T05:01:43.897000+00:00,3193.16
1764828374684,2025-12-04T06:06:14.684000+00:00,3186.23
1764831705588,2025-12-04T07:01:45.588000+00:00,3206.97
1764835341287,2025-12-04T08:02:21.287000+00:00,3191.55
1764838894787,2025-12-04T09:01:34.787000+00:00,3181.29
1764842493268,2025-12-04T10:01:33.268000+00:00,3203.87
1764846057454,2025-12-04T11:00:57.454000+00:00,3187.8
1764849620540,2025-12-04T12:00:20.540000+00:00,3187.15
1764853260801,2025-12-04T13:01:00.801000+00:00,3175.78
1764856872183,2025-12-04T14:01:12.183000+00:00,3171.0
1764860528184,2025-12-04T15:02:08.184000+00:00,3155.27
1764864419224,2025-12-04T16:06:59.224000+00:00,3190.85
1764867711290,2025-12-04T17:01:51.290000+00:00,3168.06
1764871242110,2025-12-04T18:00:42.110000+00:00,3161.42
1764874994124,2025-12-04T19:03:14.124000+00:00,3139.07
1764878538937,2025-12-04T20:02:18.937000+00:00,3123.8
1764882352717,2025-12-04T21:05:52.717000+00:00,3141.64
1764885673069,2025-12-04T22:01:13.069000+00:00,3124.02
1764889303962,2025-12-04T23:01:43.962000+00:00,3142.15
1764892891542,2025-12-05T00:01:31.542000+00:00,3133.7
1764896559739,2025-12-05T01:02:39.739000+00:00,3146.63
1764900105661,2025-12-05T02:01:45.661000+00:00,3165.23
1764903716394,2025-12-05T03:01:56.394000+00:00,3184.22
1764907336839,2025-12-05T04:02:16.839000+00:00,3171.95
1764910898736,2025-12-05T05:01:38.736000+00:00,3171.85
1764914500662,2025-12-05T06:01:40.662000+00:00,3154.59
1764918171215,2025-12-05T07:02:51.215000+00:00,3169.26
