block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29607443,1768989066001,31,16,0,0,16,16,597,0.9982
29607444,1768989072001,16,31,0,0,31,31,597,0.9995
29607445,1768989078001,31,16,0,0,16,16,597,0.9991
29607446,1768989084001,17,31,0,0,31,31,597,0.9991
29607447,1768989090001,34,17,0,0,17,17,597,0.9994
29607448,1768989096001,18,34,0,0,34,34,597,0.9994
29607449,1768989102001,34,18,0,0,18,18,597,0.9995
29607450,1768989108001,20,34,0,0,34,34,597,0.9991
29607451,1768989114001,31,20,0,0,20,20,597,0.9993
29607452,1768989120001,17,31,0,0,31,31,597,0.9995
29607453,1768989126001,29,17,0,0,17,17,597,0.9987
29607454,1768989132001,18,29,0,0,29,29,597,0.9992
29607455,1768989138001,32,18,0,0,18,18,597,0.9993
29607456,1768989144001,18,32,0,0,32,32,597,0.9994
29607457,1768989150001,18,18,0,0,18,18,578,0.9993
29607458,1768989156001,31,18,0,0,18,18,597,0.9996
29607459,1768989162001,25,31,0,0,31,31,597,0.9997
29607460,1768989168001,28,25,0,0,25,25,597,0.9993
29607461,1768989174001,26,28,0,0,28,28,597,0.9992
29607462,1768989180001,29,26,0,0,26,26,597,0.9995
29607463,1768989186001,24,29,0,0,29,29,597,0.9984
29607464,1768989192001,26,24,0,0,24,24,597,0.9988
29607465,1768989198001,23,26,0,0,26,26,597,0.9985
29607466,1768989204001,26,23,0,0,23,23,596,0.9997
29607467,1768989210001,24,26,0,0,26,26,595,0.9995
29607468,1768989216001,26,24,0,0,24,24,597,0.9999
29607469,1768989222001,23,26,0,0,26,26,597,0.9991
29607470,1768989228001,1,23,0,0,23,23,596,0.9993
29607471,1768989234001,35,1,0,0,1,1,597,1
29607472,1768989240001,19,35,0,0,35,35,597,0.9996
29607473,1768989246001,32,19,0,0,19,19,597,1
29607474,1768989252001,17,32,0,0,32,32,597,0.999
29607475,1768989258001,32,17,0,0,17,17,596,0.9996
29607476,1768989264001,17,32,0,0,32,32,597,0.9993
29607477,1768989270001,31,17,0,0,17,17,597,0.9993
29607478,1768989276001,18,31,0,0,31,31,597,0.9981
29607479,1768989282001,28,18,0,0,18,18,596,0.9911
29607480,1768989288001,18,28,0,0,28,28,596,0.9965
29607481,1768989294001,31,18,0,0,18,18,596,0.9996
29607482,1768989300001,21,31,0,0,31,31,597,0.9983
29607483,1768989306001,29,21,0,0,21,21,597,0.9994
29607484,1768989312001,19,29,0,0,29,29,597,0.9985
29607485,1768989318001,27,19,0,0,19,19,596,0.9979
29607486,1768989324001,20,27,0,0,27,27,597,0.9994
29607487,1768989330001,28,20,0,0,20,20,597,0.9986
29607488,1768989336001,17,28,0,0,28,28,597,0.9981
29607489,1768989342001,30,17,0,0,17,17,597,0.9987
29607490,1768989348001,20,30,0,0,30,30,597,0.9989
29607491,1768989354001,31,20,0,0,20,20,597,0.9992
29607492,1768989360001,19,31,0,0,31,31,597,0.9995
29607493,1768989366001,0,19,0,0,19,19,597,0.9991
29607494,1768989372001,33,0,0,0,0,0,597,0
29607495,1768989378001,19,33,0,0,33,33,597,0.9995
29607496,1768989384001,32,19,0,0,19,19,597,0.9995
29607497,1768989390001,21,32,0,0,32,32,597,0.9995
29607498,1768989396001,29,21,0,0,21,21,597,0.9984
29607499,1768989402001,24,29,0,0,29,29,597,0.9986
29607500,1768989408001,29,24,0,0,24,24,597,0.999
29607501,1768989414001,22,29,0,0,29,29,597,0.9991
29607502,1768989420001,26,22,0,0,22,22,597,0.9993
29607503,1768989426001,22,26,0,0,26,26,597,0.9992
29607504,1768989432001,28,22,0,0,22,22,596,0.9987
29607505,1768989438001,23,28,0,0,28,28,596,0.9993
29607506,1768989444001,28,23,0,0,23,23,593,0.9997
29607507,1768989450001,25,28,0,0,28,28,596,0.9993
29607508,1768989456001,27,25,0,0,25,25,597,0.9992
29607509,1768989462001,22,27,0,0,27,27,597,0.9993
29607510,1768989468001,28,22,0,0,22,22,596,0.9992
29607511,1768989474001,23,28,0,0,28,28,597,0.9988
29607512,1768989480001,27,23,0,0,23,23,596,0.9998
29607513,1768989486001,24,27,0,0,27,27,597,0.9993
29607514,1768989492001,27,24,0,0,24,24,596,0.9992
29607515,1768989498001,21,27,0,0,27,27,597,0.9993
29607516,1768989504001,26,21,0,0,21,21,596,0.9993
29607517,1768989510001,23,26,0,0,26,26,597,0.9992
29607518,1768989516001,25,23,0,0,23,23,595,0.9994
29607519,1768989522001,21,25,0,0,25,25,597,0.9987
29607520,1768989528001,26,21,0,0,21,21,597,0.9993
29607521,1768989534001,26,26,0,0,26,26,597,0.9995
29607522,1768989540001,27,26,0,0,26,26,597,0.9981
29607523,1768989546001,23,27,0,0,27,27,597,0.9996
29607524,1768989552001,24,23,0,0,23,23,596,0.9993
29607525,1768989558001,23,24,0,0,24,24,596,0.9997
29607526,1768989564001,25,23,0,0,23,23,597,0.9987
29607527,1768989570001,22,25,0,0,25,25,597,0.9993
29607528,1768989576001,26,22,0,0,22,22,597,0.9991
29607529,1768989582001,24,26,0,0,26,26,595,0.9992
29607530,1768989588001,23,24,0,0,24,24,597,0.9991
