block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29636243,1769162616001,22,31,0,0,31,31,597,0.9985
29636244,1769162622001,29,22,0,0,22,22,597,0.9995
29636245,1769162628001,21,29,0,0,29,29,597,0.999
29636246,1769162634001,30,21,0,0,21,21,597,0.9986
29636247,1769162640001,21,30,0,0,30,30,597,0.9993
29636248,1769162646001,31,21,0,0,21,21,597,0.999
29636249,1769162652001,21,31,0,0,31,31,597,0.9994
29636250,1769162658001,29,21,0,0,21,21,597,0.9995
29636251,1769162664001,20,29,0,0,29,29,597,0.998
29636252,1769162670001,30,20,0,0,20,20,596,0.9992
29636253,1769162676001,19,30,0,0,30,30,596,0.9984
29636254,1769162682001,32,19,0,0,19,19,596,0.9994
29636255,1769162688001,21,32,0,0,32,32,596,0.9996
29636256,1769162694001,31,21,0,0,21,21,597,0.9989
29636257,1769162700001,21,31,0,0,31,31,597,0.9993
29636258,1769162706001,30,21,0,0,21,21,597,0.9972
29636259,1769162712001,19,30,0,0,30,30,597,0.9974
29636260,1769162718001,29,19,0,0,19,19,597,0.9996
29636261,1769162724001,22,29,0,0,29,29,597,0.9993
29636262,1769162730001,32,22,0,0,22,22,596,0.9996
29636263,1769162736001,21,32,0,0,32,32,597,0.9994
29636264,1769162742001,30,21,0,0,21,21,597,0.9989
29636265,1769162748001,22,30,0,0,30,30,597,0.9989
29636266,1769162754001,30,22,0,0,22,22,597,0.9989
29636267,1769162760001,19,30,0,0,30,30,597,0.9993
29636268,1769162766001,31,19,0,0,19,19,597,0.9995
29636269,1769162772001,20,31,0,0,31,31,597,0.9992
29636270,1769162778001,29,20,0,0,20,20,596,0.9991
29636271,1769162784001,21,29,0,0,29,29,597,0.9998
29636272,1769162790001,30,21,0,0,21,21,597,0.9995
29636273,1769162796001,21,30,0,0,30,30,597,0.9992
29636274,1769162802001,29,21,0,0,21,21,597,0.9998
29636275,1769162808001,20,29,0,0,29,29,597,0.9995
29636276,1769162814001,33,20,0,0,20,20,597,0.9993
29636277,1769162820001,20,33,0,0,33,33,597,0.9995
29636278,1769162826001,29,20,0,0,20,20,597,0.9984
29636279,1769162832001,20,29,0,0,29,29,597,0.9993
29636280,1769162838001,26,20,0,0,20,20,597,0.9993
29636281,1769162844001,17,26,0,0,26,26,597,0.9996
29636282,1769162850001,30,17,0,0,17,17,597,0.9993
29636283,1769162856001,22,30,0,0,30,30,596,0.9997
29636284,1769162862001,29,22,0,0,22,22,597,0.9992
29636285,1769162868001,20,29,0,0,29,29,597,0.9997
29636286,1769162874001,27,20,0,0,20,20,596,0.9999
29636287,1769162880001,18,27,0,0,27,27,597,0.9996
29636288,1769162886001,30,18,0,0,18,18,597,0.9989
29636289,1769162892001,23,30,0,0,30,30,597,1
29636290,1769162898001,28,23,0,0,23,23,597,0.9992
29636291,1769162904001,19,28,0,0,28,28,597,0.9995
29636292,1769162910001,28,19,0,0,19,19,597,0.9993
29636293,1769162916001,23,28,0,0,28,28,597,0.9987
29636294,1769162922001,29,23,0,0,23,23,597,0.9999
