block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29837843,1770376530000,33,23,0,0,23,21,598,0.9967
29837844,1770376536000,20,33,0,0,33,31,598,0.9983
29837845,1770376542000,30,20,0,0,20,18,598,0.9987
29837846,1770376548000,21,30,0,0,30,28,597,0.9992
29837847,1770376554000,31,21,0,0,21,19,598,0.9981
29837848,1770376560000,22,31,0,0,31,29,598,0.9987
29837849,1770376566000,33,22,0,0,22,20,598,0.9986
29837850,1770376572000,24,33,0,0,33,31,598,0.9987
29837851,1770376578000,30,24,0,0,24,22,598,0.999
29837852,1770376584000,22,30,0,0,30,28,598,0.9986
29837853,1770376590000,32,22,0,0,22,20,598,0.9983
29837854,1770376596000,20,32,0,0,32,30,598,0.9982
29837855,1770376602000,30,20,0,0,20,18,598,0.9984
29837856,1770376608000,23,30,0,0,30,28,598,0.9986
29837857,1770376614000,30,23,0,0,23,21,598,0.9988
29837858,1770376620000,22,30,0,0,30,28,598,0.9988
29837859,1770376626000,31,22,0,0,22,20,598,0.9988
29837860,1770376632000,23,31,0,0,31,29,598,0.9985
29837861,1770376638000,28,23,0,0,23,21,598,0.9987
29837862,1770376644000,23,28,0,0,28,27,598,0.9981
29837863,1770376650000,28,23,0,0,23,23,598,0.9977
29837864,1770376656000,24,28,0,0,28,28,598,0.9987
29837865,1770376662000,33,24,0,0,24,22,598,0.994
29837866,1770376668000,25,33,0,0,33,31,598,0.9986
29837867,1770376674000,31,25,0,0,25,23,598,0.9985
29837868,1770376680000,21,31,0,0,31,29,598,0.9989
29837869,1770376686000,28,21,0,0,21,19,598,0.9988
29837870,1770376692000,22,28,0,0,28,26,598,0.9989
29837871,1770376698000,32,22,0,0,22,21,598,0.9984
29837872,1770376704000,24,32,0,0,32,30,598,0.998
29837873,1770376710000,32,24,0,0,24,22,598,0.9989
29837874,1770376716000,20,32,0,0,32,30,594,0.9985
29837875,1770376722000,29,20,0,0,20,20,598,0.998
29837876,1770376728000,23,29,0,0,29,29,598,0.9984
29837877,1770376734000,29,23,0,0,23,21,598,0.9988
29837878,1770376740000,21,29,0,0,29,27,597,0.9986
29837879,1770376746000,28,21,0,0,21,19,598,0.9981
29837880,1770376752000,24,28,0,0,28,26,597,0.999
29837881,1770376758000,32,24,0,0,24,22,597,0.9987
29837882,1770376764000,23,32,0,0,32,30,598,0.9989
29837883,1770376770000,34,23,0,0,23,22,598,0.9989
29837884,1770376776000,21,34,0,0,34,32,598,0.9986
29837885,1770376782000,32,21,0,0,21,19,598,0.9986
29837886,1770376788000,24,32,0,0,32,30,598,0.9971
29837887,1770376794000,30,24,0,0,24,22,598,0.9987
29837888,1770376800000,23,30,0,0,30,28,598,0.999
29837889,1770376806000,32,23,0,0,23,21,598,0.999
29837890,1770376812000,24,32,0,0,32,30,598,0.999
29837891,1770376818000,32,24,0,0,24,22,598,0.9988
29837892,1770376824000,24,32,0,0,32,30,598,0.9987
29837893,1770376830000,30,24,0,0,24,22,598,0.9976
29837894,1770376836000,22,30,0,0,30,28,598,0.9986
29837895,1770376842000,28,22,0,0,22,21,598,0.9986
29837896,1770376848000,21,28,0,0,28,28,598,0.9989
29837897,1770376854000,31,21,0,0,21,21,598,0.9986
29837898,1770376860000,20,31,0,0,31,30,598,0.9989
29837899,1770376866000,28,20,0,0,20,20,598,0.9973
29837900,1770376872000,22,28,0,0,28,28,597,0.9977
29837901,1770376878000,31,22,0,0,22,20,598,0.9989
29837902,1770376884000,24,31,0,0,31,29,598,0.9983
29837903,1770376890000,31,24,0,0,24,22,598,0.9989
29837904,1770376896000,23,31,0,0,31,29,598,0.9971
29837905,1770376902000,29,23,0,0,23,21,598,0.9981
29837906,1770376908000,22,29,0,0,29,27,598,0.9981
29837907,1770376914000,29,22,0,0,22,20,598,0.9986
29837908,1770376920000,21,29,0,0,29,27,598,0.9984
29837909,1770376926000,30,21,0,0,21,20,598,0.9979
29837910,1770376932000,21,30,0,0,30,28,598,0.999
29837911,1770376938000,27,21,0,0,21,21,598,0.9986
29837912,1770376944000,21,27,0,0,27,27,598,0.9984
29837913,1770376950000,32,21,0,0,21,20,598,0.9992
29837914,1770376956000,21,32,0,0,32,30,598,0.9986
29837915,1770376962000,31,21,0,0,21,19,598,0.9986
29837916,1770376968000,22,31,0,0,31,29,598,0.9986
29837917,1770376974000,29,22,0,0,22,20,598,0.9989
29837918,1770376980000,20,29,0,0,29,27,598,0.9986
29837919,1770376986000,27,20,0,0,20,18,598,0.9976
29837920,1770376992000,22,27,0,0,27,25,598,0.9982
29837921,1770376998000,32,22,0,0,22,21,598,0.9983
29837922,1770377004000,23,32,0,0,32,30,598,0.9989
29837923,1770377010000,34,23,0,0,23,21,598,0.9991
29837924,1770377016000,20,34,0,0,34,32,598,0.9988
29837925,1770377022000,33,20,0,0,20,18,598,0.9985
29837926,1770377028000,22,33,0,0,33,31,598,0.9985
29837927,1770377034000,30,22,0,0,22,20,597,0.9974
29837928,1770377040000,21,30,0,0,30,28,597,0.9988
29837929,1770377046000,32,21,0,0,21,19,597,0.9989
29837930,1770377052000,22,32,0,0,32,30,598,0.9992
29837931,1770377058000,33,22,0,0,22,20,598,0.999
29837932,1770377064000,21,33,0,0,33,31,598,0.9988
29837933,1770377070000,30,21,0,0,21,19,598,0.9992
29837934,1770377076000,18,30,0,0,30,29,598,0.9988
29837935,1770377082000,25,18,0,0,18,18,598,0.9987
29837936,1770377088000,19,25,0,0,25,25,598,0.9986
29837937,1770377094000,32,19,0,0,19,17,598,0.9984
29837938,1770377100000,22,32,0,0,32,30,598,0.9955
29837939,1770377106000,31,22,0,0,22,20,598,0.996
29837940,1770377112000,21,31,0,0,31,30,598,0.9978
29837941,1770377118000,31,21,0,0,21,19,598,0.9979
29837942,1770377124000,22,31,0,0,31,29,598,0.9971
29837943,1770377130000,31,22,0,0,22,20,597,0.9982
29837944,1770377136000,18,31,0,0,31,29,598,0.9978
29837945,1770377142000,33,18,0,0,18,18,597,0.9985
29837946,1770377148000,21,33,0,0,33,31,598,0.9989
29837947,1770377154000,26,21,0,0,21,19,598,0.9986
29837948,1770377160000,19,26,0,0,26,26,598,0.9974
29837949,1770377166000,29,19,0,0,19,18,598,0.9987
29837950,1770377172000,22,29,0,0,29,27,598,0.9986
29837951,1770377178000,33,22,0,0,22,20,598,0.9982
29837952,1770377184000,21,33,0,0,33,31,597,0.9972
29837953,1770377190000,30,21,0,0,21,19,598,0.9991
29837954,1770377196000,21,30,0,0,30,28,598,0.9985
29837955,1770377202000,33,21,0,0,21,19,598,0.999
29837956,1770377208000,22,33,0,0,33,31,597,0.9986
29837957,1770377214000,30,22,0,0,22,20,598,0.9977
29837958,1770377220000,23,30,0,0,30,28,598,0.9991
29837959,1770377226000,32,23,0,0,23,21,598,0.9977
29837960,1770377232000,22,32,0,0,32,30,598,0.9982
29837961,1770377238000,36,22,0,0,22,20,598,0.9993
29837962,1770377244000,21,36,0,0,36,34,596,0.9982
29837963,1770377250000,33,21,0,0,21,19,598,0.9983
29837964,1770377256000,20,33,0,0,33,31,598,0.9984
29837965,1770377262000,30,20,0,0,20,18,598,0.9977
29837966,1770377268000,20,30,0,0,30,28,598,0.9983
29837967,1770377274000,30,20,0,0,20,18,598,0.9983
29837968,1770377280000,19,30,0,0,30,28,598,0.9986
29837969,1770377286000,31,19,0,0,19,17,598,0.9988
29837970,1770377292000,18,31,0,0,31,30,598,0.9988
29837971,1770377298000,30,18,0,0,18,18,596,0.9982
29837972,1770377304000,20,30,0,0,30,30,598,0.9984
29837973,1770377310000,29,20,0,0,20,18,598,0.9987
29837974,1770377316000,21,29,0,0,29,27,598,0.9986
29837975,1770377322000,32,21,0,0,21,19,598,0.9982
29837976,1770377328000,23,32,0,0,32,30,598,0.9985
29837977,1770377334000,31,23,0,0,23,21,598,0.998
29837978,1770377340000,23,31,0,0,31,29,598,0.9981
29837979,1770377346000,28,23,0,0,23,21,597,0.9959
29837980,1770377352000,21,28,0,0,28,27,598,0.9989
29837981,1770377358000,29,21,0,0,21,19,598,0.9989
29837982,1770377364000,18,29,0,0,29,27,598,0.9984
29837983,1770377370000,25,18,0,0,18,18,598,0.9986
29837984,1770377376000,21,25,0,0,25,25,598,0.998
29837985,1770377382000,31,21,0,0,21,19,598,0.9986
29837986,1770377388000,21,31,0,0,31,29,598,0.9984
29837987,1770377394000,30,21,0,0,21,20,598,0.9984
29837988,1770377400000,23,30,0,0,30,28,598,0.9988
29837989,1770377406000,29,23,0,0,23,21,598,0.9983
29837990,1770377412000,22,29,0,0,29,27,598,0.9986
29837991,1770377418000,30,22,0,0,22,20,598,0.9974
29837992,1770377424000,19,30,0,0,30,28,598,0.9978
29837993,1770377430000,32,19,0,0,19,18,598,0.9987
29837994,1770377436000,17,32,0,0,32,30,598,0.9985
29837995,1770377442000,33,17,0,0,17,15,595,0.9987
29837996,1770377448000,20,33,0,0,33,31,598,0.9984
29837997,1770377454000,29,20,0,0,20,18,597,0.9987
29837998,1770377460000,20,29,0,0,29,27,598,0.9987
29837999,1770377466000,31,20,0,0,20,18,598,0.9986
29838000,1770377472000,23,31,0,0,31,29,598,0.9977
29838001,1770377478000,33,23,0,0,23,21,598,0.9987
29838002,1770377484000,19,33,0,0,33,31,598,0.9985
29838003,1770377490000,28,19,0,0,19,18,598,0.9986
29838004,1770377496000,17,28,0,0,28,28,598,0.9984
29838005,1770377502000,26,17,0,0,17,17,598,0.9991
29838006,1770377508000,20,26,0,0,26,25,598,0.9986
29838007,1770377514000,24,20,0,0,20,20,598,0.999
29838008,1770377520000,20,24,0,0,24,24,598,0.999
29838009,1770377526000,29,20,0,0,20,19,598,0.9991
29838010,1770377532000,24,29,0,0,29,27,598,0.998
29838011,1770377538000,32,24,0,0,24,22,598,0.9985
29838012,1770377544000,22,32,0,0,32,30,598,0.9982
29838013,1770377550000,30,22,0,0,22,20,598,0.9981
29838014,1770377556000,21,30,0,0,30,28,598,0.9984
29838015,1770377562000,30,21,0,0,21,19,598,0.9986
29838016,1770377568000,23,30,0,0,30,28,598,0.9989
29838017,1770377574000,34,23,0,0,23,21,598,0.9984
29838018,1770377580000,22,34,0,0,34,32,598,0.9987
29838019,1770377586000,27,22,0,0,22,22,598,0.9986
29838020,1770377592000,22,27,0,0,27,27,598,0.9989
29838021,1770377598000,30,22,0,0,22,21,595,0.9988
29838022,1770377604000,20,30,0,0,30,29,598,0.9985
29838023,1770377610000,29,20,0,0,20,19,598,0.9987
29838024,1770377616000,15,29,0,0,29,28,598,0.9983
29838025,1770377622000,28,15,0,0,15,14,598,0.9986
29838026,1770377628000,18,28,0,0,28,28,598,0.9989
29838027,1770377634000,31,18,0,0,18,16,598,0.999
29838028,1770377640000,19,31,0,0,31,29,598,0.9986
29838029,1770377646000,31,19,0,0,19,17,598,0.9986
29838030,1770377652000,22,31,0,0,31,29,598,0.9968
29838031,1770377658000,31,22,0,0,22,20,598,0.9992
29838032,1770377664000,22,31,0,0,31,29,598,0.9983
29838033,1770377670000,34,22,0,0,22,20,598,0.9974
29838034,1770377676000,21,34,0,0,34,32,598,0.9918
29838035,1770377682000,35,21,0,0,21,19,598,0.9991
29838036,1770377688000,22,35,0,0,35,33,598,0.9987
29838037,1770377694000,31,22,0,0,22,21,598,0.9983
29838038,1770377700000,21,31,0,0,31,29,598,0.9988
29838039,1770377706000,29,21,0,0,21,20,598,0.9986
29838040,1770377712000,22,29,0,0,29,29,597,0.9989
29838041,1770377718000,33,22,0,0,22,21,598,0.999
29838042,1770377724000,22,33,0,0,33,32,598,0.9985
29838043,1770377730000,29,22,0,0,22,22,598,0.9984
29838044,1770377736000,21,29,0,0,29,29,598,0.9987
29838045,1770377742000,30,21,0,0,21,19,598,0.999
29838046,1770377748000,22,30,0,0,30,28,598,0.9991
29838047,1770377754000,28,22,0,0,22,20,597,0.997
29838048,1770377760000,22,28,0,0,28,26,598,0.9985
29838049,1770377766000,31,22,0,0,22,20,598,0.9982
29838050,1770377772000,21,31,0,0,31,29,598,0.9988
29838051,1770377778000,0,21,0,0,21,20,598,0.9982
29838052,1770377784000,11,0,0,0,0,0,333,0
29838053,1770377790000,0,0,0,0,0,0,0,0
29838054,1770377796000,29,11,0,0,11,11,534,1
29838055,1770377802000,24,29,0,0,29,29,596,0.998
29838056,1770377808000,30,24,0,0,24,24,597,0.9955
29838057,1770377814000,27,30,0,0,30,29,592,0.9937
29838058,1770377820000,28,27,0,0,27,25,594,0.9969
29838059,1770377826000,24,28,0,0,28,26,594,0.9957
29838060,1770377832000,24,24,0,0,24,23,594,0.994
29838061,1770377838000,26,24,0,0,24,24,595,0.9947
29838062,1770377844000,25,26,0,0,26,25,596,0.9974
29838063,1770377850000,26,25,0,0,25,23,595,0.9972
29838064,1770377856000,31,26,0,0,26,24,595,0.9921
29838065,1770377862000,25,31,0,0,31,29,595,0.9947
29838066,1770377868000,28,25,0,0,25,23,595,0.9956
29838067,1770377874000,23,28,0,0,28,26,596,0.9931
29838068,1770377880000,26,23,0,0,23,21,598,0.9948
29838069,1770377886000,24,26,0,0,26,24,598,0.9972
29838070,1770377892000,26,24,0,0,24,22,597,0.9976
29838071,1770377898000,22,26,0,0,26,24,597,0.997
29838072,1770377904000,31,22,0,0,22,20,597,0.9957
29838073,1770377910000,18,31,0,0,31,29,597,0.9963
29838074,1770377916000,32,18,0,0,18,18,597,0.9945
29838075,1770377922000,20,32,0,0,32,32,597,0.9968
29838076,1770377928000,27,20,0,0,20,20,597,0.9961
29838077,1770377934000,24,27,0,0,27,26,597,0.9968
29838078,1770377940000,27,24,0,0,24,22,598,0.9974
29838079,1770377946000,23,27,0,0,27,27,598,0.9972
29838080,1770377952000,35,23,0,0,23,21,598,0.9967
29838081,1770377958000,23,35,0,0,35,33,598,0.9973
29838082,1770377964000,32,23,0,0,23,21,598,0.9974
29838083,1770377970000,23,32,0,0,32,31,598,0.998
29838084,1770377976000,29,23,0,0,23,21,598,0.9967
29838085,1770377982000,23,29,0,0,29,27,598,0.9978
29838086,1770377988000,30,23,0,0,23,21,598,0.9977
29838087,1770377994000,22,30,0,0,30,28,598,0.9986
29838088,1770378000000,31,22,0,0,22,20,597,0.9976
29838089,1770378006000,23,31,0,0,31,29,598,0.9967
29838090,1770378012000,28,23,0,0,23,23,598,0.9953
29838091,1770378018000,23,28,0,0,28,28,598,0.9976
29838092,1770378024000,32,23,0,0,23,22,598,0.9985
29838093,1770378030000,23,32,0,0,32,30,596,0.9988
29838094,1770378036000,29,23,0,0,23,21,597,0.9972
29838095,1770378042000,21,29,0,0,29,27,598,0.9949
29838096,1770378048000,26,21,0,0,21,21,597,0.9972
29838097,1770378054000,22,26,0,0,26,26,598,0.9987
29838098,1770378060000,0,22,0,0,22,21,548,0.9973
