block_number,timestamp,backed,included,timed_out,disputes,cores_active,distinct_paras,bitfields,avg_avail
29175443,1766381370000,25,20,0,0,20,20,594,0.9949
29175444,1766381376000,17,25,0,0,25,25,595,0.9942
29175445,1766381382000,28,17,0,0,17,17,595,0.9949
29175446,1766381388000,22,28,0,0,28,28,595,0.9946
29175447,1766381394000,29,22,0,0,22,22,595,0.9943
29175448,1766381400000,23,29,0,0,29,29,594,0.9947
29175449,1766381406000,29,23,0,0,23,23,595,0.9944
29175450,1766381412000,21,29,0,0,29,29,595,0.9945
29175451,1766381418000,26,21,0,0,21,21,595,0.994
29175452,1766381424000,20,26,0,0,26,26,595,0.9946
29175453,1766381430000,28,20,0,0,20,20,595,0.9945
29175454,1766381436000,18,28,0,0,28,28,595,0.9947
29175455,1766381442000,28,18,0,0,18,18,595,0.9946
29175456,1766381448000,21,28,0,0,28,28,595,0.9942
29175457,1766381454000,32,21,0,0,21,21,595,0.9942
29175458,1766381460000,21,32,0,0,32,32,595,0.9935
29175459,1766381466000,23,21,0,0,21,21,595,0.994
29175460,1766381472000,19,23,0,0,23,23,594,0.9941
29175461,1766381478000,29,19,0,0,19,19,595,0.9927
29175462,1766381484000,19,29,0,0,29,29,595,0.9937
29175463,1766381490000,30,19,0,0,19,19,595,0.9947
29175464,1766381496000,19,30,0,0,30,30,590,0.9942
29175465,1766381502000,28,19,0,0,19,19,595,0.9944
29175466,1766381508000,22,28,0,0,28,28,595,0.9914
29175467,1766381514000,28,22,0,0,22,22,595,0.9932
29175468,1766381520000,17,28,0,0,28,28,595,0.9917
29175469,1766381526000,30,17,0,0,17,17,595,0.9921
29175470,1766381532000,19,30,0,0,30,30,595,0.9938
29175471,1766381538000,27,19,0,0,19,19,595,0.9937
29175472,1766381544000,21,27,0,0,27,27,595,0.9944
29175473,1766381550000,30,21,0,0,21,21,595,0.9937
29175474,1766381556000,19,30,0,0,30,30,595,0.9947
29175475,1766381562000,28,19,0,0,19,19,594,0.9948
29175476,1766381568000,20,28,0,0,28,28,595,0.9947
29175477,1766381574000,32,20,0,0,20,20,595,0.994
29175478,1766381580000,22,32,0,0,32,32,595,0.9929
29175479,1766381586000,30,22,0,0,22,22,595,0.9942
29175480,1766381592000,20,30,0,0,30,30,595,0.9947
29175481,1766381598000,28,20,0,0,20,20,595,0.9947
29175482,1766381604000,21,28,0,0,28,28,595,0.9948
29175483,1766381610000,26,21,0,0,21,21,595,0.9947
29175484,1766381616000,0,26,0,0,26,26,595,0.9948
29175485,1766381622000,32,0,0,0,0,0,595,0
