_day,block_count,total_blobs,blocks_with_blobs,at_floor_count,era,target_blobs,max_blobs,p10_blob_base_fee_gwei,p50_blob_base_fee_gwei,p90_blob_base_fee_gwei,vwap_blob_base_fee_gwei,daily_data_mib,actual_mib_per_s,max_mib_per_s,expected_mib_per_s,utilization_pct,target_utilization_pct,pct_time_at_floor,avg_eth_usd,vwap_cost_per_mib_day_usd,p10_cost_per_mib_day_usd,p50_cost_per_mib_day_usd,p90_cost_per_mib_day_usd,daily_blob_spend_usd,actual_mib_per_s_7d,utilization_pct_7d,daily_data_mib_7d,vwap_cost_per_mib_day_usd_7d,actual_mib_per_s_30d,utilization_pct_30d,cumulative_daily_data_mib,cumulative_daily_blob_spend_usd
2025-12-08,7125,35264,6442,0,Pectra,6,9,0.016809273743003374,0.02127486590381727,0.027163307262675858,0.02313945147661348,4408.0,0.051555555555555556,0.09375,0.0625,54.992592592592594,82.4888888888889,0.0,3052.98,0.004115327735508147,0.0029895121117389013,0.003783713101915302,0.004830966364055747,326.52656384615835,0.05525879593108141,58.94271565982018,4681.571428571428,0.06323684016311253,0.05662970781683392,60.40502167128952,1828917.875,62285.147069224164
2025-12-09,7122,36040,6388,0,BPO1,10,15,0.011511856041155141,0.015137904954031601,0.021088868085165736,0.017154546641944678,4505.0,0.05271225311242161,0.15625,0.10416666666666667,33.735841991949826,50.60376298792474,0.0,3125.32,0.003123209697056233,0.002095884034086913,0.002756053688410821,0.003839504399520683,253.26107433428996,0.05428776968664999,54.69401699986001,4596.339285714285,0.06366809741168312,0.056548424997592696,59.568634619833325,1833422.875,62538.40814355845
2025-12-10,7098,36949,6168,0,BPO1,10,15,0.008496149539118264,0.009786987604571966,0.011817063053346961,0.012652542652067006,4618.625,0.05422448811871889,0.15625,0.10416666666666667,34.70367239598009,52.05550859397013,0.0,3322.47,0.0024488731321718428,0.0016444119498670014,0.0018942509540420104,0.0022871678055789322,203.5876800613892,0.05329353246201013,50.32838563681748,4512.178571428572,0.0636614059208132,0.0563938229492679,58.6325330483762,1838041.5,62741.99582361984
2025-12-11,7134,36507,6383,0,BPO1,10,15,0.0066074923752982295,0.0074925052721476395,0.008999497943912497,0.007901109633908119,4563.375,0.0533054737874965,0.15625,0.10416666666666667,34.115503223997756,51.17325483599664,0.0,3326.26,0.0015309876570581003,0.0012803251365192659,0.0014518129254747377,0.0017438209201300155,125.75647439149513,0.05250201689179397,46.235006816777606,4481.642857142857,0.002611089578185004,0.05621495032812937,57.68361329196182,1842604.875,62867.752298011335
2025-12-12,7105,36623,6371,0,BPO1,10,15,0.0015415438944948905,0.005330693005066512,0.0065727706247686,0.005705655197891412,4577.875,0.05369311517710532,0.15625,0.10416666666666667,34.363593713347406,51.54539057002111,0.0,3236.1,0.0010756100826884501,0.000290606441910176,0.0010049235267643414,0.00123907563811642,88.632153131173,0.05248807363767039,42.94741080158412,4483.589285714285,0.0026847597458131396,0.056057829179408034,56.752381984140236,1847182.75,62956.384451142505
2025-12-13,7150,31894,6218,0,BPO1,10,15,0.001775504702924036,0.0021888317121153827,0.0029499893078559305,0.0022733439638176795,3986.75,0.04646561771561772,0.15625,0.10416666666666667,29.737995337995336,44.606993006993015,0.0,3085.32,0.0004085947417491152,0.00031911663923804166,0.0003934051082363111,0.0005302101831444251,29.321371560029135,0.051872836498210215,39.45896782063658,4434.196428571428,0.0026994701250706806,0.055525052316549216,55.523242322913156,1851169.5,62985.70582270253
2025-12-14,7166,33025,6321,0,BPO1,10,15,0.0020986977388040918,0.0026561353984466364,0.003091855523984429,0.00263838233319839,4128.125,0.048005919155270256,0.15625,0.10416666666666667,30.723788259372963,46.08568238905944,0.0,3115.23,0.0004788012272611562,0.0003808618032138913,0.0004820229701153101,0.000561095410915418,35.57792369317429,0.05142320323174083,36.053283930747995,4398.25,0.0018830577533561492,0.05510596510523524,54.39346511396995,1855297.625,63021.28374639571
2025-12-15,7160,35763,6180,0,BPO1,10,15,0.0022346361828469584,0.002533523800071019,0.011745126155063845,0.006365121243874108,4470.375,0.05202950418994414,0.15625,0.10416666666666667,33.29888268156425,49.94832402234638,0.0,3065.49,0.0011366689390597032,0.00039905626960140826,0.0004524309435080716,0.0020974180340472457,91.46405535208235,0.051490910179510636,32.9541825148868,4407.160714285715,0.0014575350681492287,0.054978155298024606,53.517159482243855,1859768.0,63112.74780174779
2025-12-16,7164,35465,5753,0,BPO1,10,15,0.001960212172686552,0.00223435365133387,0.004137143528155635,0.0027953332249224224,4433.125,0.05156715289410013,0.15625,0.10416666666666667,33.002977852224085,49.50446677833612,0.0,2964.49,0.00048273744152786923,0.0003385169970641884,0.0003858596018166312,0.0007144601095173045,38.52063756851825,0.05132732443403614,32.84948763778313,4396.892857142857,0.001080324745930891,0.05471309977093085,52.50103407884998,1864201.125,63151.26843931631
2025-12-17,7161,43465,5864,0,BPO1,10,15,0.001728482634599026,0.0019907376034086297,0.011864935782327496,0.004996814534864634,5433.125,0.06322586463715496,0.15625,0.10416666666666667,40.464553367779175,60.69683005166876,0.0,2964.26,0.0008628532355978054,0.0002984755234624277,0.0003437618847652288,0.0020488449508200128,84.38381074183187,0.0526132353652413,33.67247063375442,4513.25,0.0008537504749917428,0.05488865353484332,51.789079129961515,1869634.25,63235.65225005814
